Gene = Rack1
index = 1405
Annotated 5SS: [255 546]
Annotated 3SS: [333 978]
SMsplice 5SS: [255 546]
SMsplice 3SS: [333 978]
top_k =  1000
Partition function (log Z): 1.2170556127704064

Sorted 5' Splice Sites (High to Low Probability):
Position 255: 0.9952113946034572
Position 546: 0.4758197072749917
Position 782: 0.42019884393257867
Position 907: 0.34276446868975047
Position 891: 0.09905167420708559
Position 1116: 0.014279173026920527
Position 1186: 0.01100636256050401
Position 1596: 0.00363918917527474
Position 626: 0.0032363961595933883
Position 887: 0.003213300117337207
Position 1628: 0.002870261890252062
Position 1594: 0.0026416611512003986
Position 259: 0.0023999740113313265
Position 786: 0.00219738409365233
Position 631: 0.002085297929436306
Position 729: 0.0015980933783601293
Position 1637: 0.0010880757316897812
Position 494: 0.0006981844265362689
Position 643: 0.0005315255874451056
Position 1120: 0.0004512370498916341
Position 572: 0.0003525444640367043
Position 1646: 0.00032964444709049633
Position 1600: 0.00032863509350849525
Position 722: 0.0003229875155463038
Position 895: 0.00028265586294514653
Position 1404: 0.0002622291996506101
Position 1209: 0.00026195442869275394
Position 867: 0.00024709877832654906
Position 252: 0.0001915920161928866
Position 1289: 0.00016908494985742805
Position 1808: 0.00013265593424154737
Position 1077: 0.00010770191501214177
Position 1111: 8.51822517037952e-05
Position 751: 7.283119889888256e-05
Position 1252: 5.08431034250496e-05
Position 432: 3.8717774484885054e-05
Position 638: 3.645081209371161e-05
Position 37: 3.402214917467003e-05
Position 1314: 3.3112248162516135e-05
Position 523: 2.7705205844951124e-05
Position 171: 2.4103420152600824e-05
Position 1480: 1.8861349189854638e-05
Position 1814: 1.618247648224333e-05
Position 1180: 1.4505664467689346e-05
Position 435: 1.228620358695043e-05
Position 606: 1.0023643085938934e-05
Position 850: 9.408979382476689e-06
Position 712: 6.729526027671949e-06
Position 1554: 6.488214604274171e-06
Position 299: 6.452282094597027e-06
Position 1494: 5.992354998202838e-06
Position 1585: 5.8602545347270355e-06
Position 464: 5.4832832195560796e-06
Position 1071: 4.229119809162345e-06
Position 1156: 4.0991968950195715e-06
Position 400: 3.4591847669645167e-06
Position 825: 3.2646395468708622e-06
Position 1769: 2.0169170134024354e-06
Position 197: 1.911704764821918e-06
Position 1695: 1.779434370363364e-06
Position 105: 1.7713707787443355e-06
Position 1341: 1.6513148931819572e-06
Position 663: 1.441886669659836e-06
Position 123: 8.424049684831164e-07
Position 148: 7.811383873769805e-07
Position 292: 6.161419120921297e-07
Position 348: 1.9859759495771858e-07
Position 576: 1.8548020544068847e-07
Position 12: 4.525064355083567e-08
Position 303: 4.187336231134522e-08
Position 1377: 2.1709617172299906e-08
Position 955: 1.94415064683741e-08
Position 1113: 1.664185355734826e-08
Position 1158: 1.3871040586512179e-08
Position 1013: 1.315934766924192e-08
Position 350: 1.0892873225899825e-08
Position 1053: 9.190033240056918e-09
Position 107: 7.78696250679015e-09
Position 7: 2.6725688759971303e-09
Position 966: 8.272550775776948e-10
Position 1258: 4.794163681489158e-10
Position 987: 1.7456440610601166e-10
Position 991: 6.605867610229694e-11
Position 1023: 4.4235418113916925e-12
Position 1021: 2.0794191556616894e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 333: 0.9906214339421641
Position 978: 0.9667104702783996
Position 825: 0.3196230901887046
Position 618: 0.029291668504552552
Position 948: 0.021397471931807983
Position 1288: 0.02121268126747286
Position 1705: 0.012535673564147596
Position 635: 0.008939478085132489
Position 1017: 0.0038522530494944493
Position 1729: 0.0026814317535448946
Position 887: 0.002621574389358767
Position 1185: 0.0019297416201380217
Position 630: 0.0018372988916434284
Position 395: 0.0013394378250727297
Position 398: 0.00045790713898207717
Position 703: 0.0004198070329168623
Position 647: 0.00038090478335939173
Position 1885: 0.00032181353883652423
Position 338: 0.0003162016425237956
Position 1759: 0.0002726336555821676
Position 774: 0.00027145051860377663
Position 427: 0.00020192624550433426
Position 1950: 0.00019168132534762742
Position 581: 0.00015551002544857148
Position 832: 0.00013008029391751348
Position 789: 9.552451824841466e-05
Position 572: 9.551340973151185e-05
Position 1500: 8.630558418507044e-05
Position 356: 7.098114145735737e-05
Position 1431: 5.837029933089845e-05
Position 1455: 4.813007247181851e-05
Position 1743: 4.34077767859533e-05
Position 1674: 3.779877602600704e-05
Position 1041: 3.216762105913193e-05
Position 1853: 2.5406026079113492e-05
Position 1933: 2.3620062567116196e-05
Position 1296: 2.1423413190751953e-05
Position 638: 2.0703112535806986e-05
Position 1209: 1.845745039144296e-05
Position 1947: 1.606939354536213e-05
Position 86: 1.5800354422223393e-05
Position 1717: 1.2928547363431167e-05
Position 1215: 9.737359295960207e-06
Position 93: 9.19949696706739e-06
Position 751: 8.735946870978335e-06
Position 126: 8.412285056473304e-06
Position 1651: 5.790645178016904e-06
Position 1452: 5.787755349270449e-06
Position 1335: 5.1360083569023805e-06
Position 699: 4.72039756287658e-06
Position 1089: 3.839389341864313e-06
Position 895: 3.8016380490254898e-06
Position 223: 3.5955737244778713e-06
Position 786: 3.3925866486229027e-06
Position 1593: 1.89747673208538e-06
Position 482: 1.6400845071199795e-06
Position 1353: 1.3229661201427325e-06
Position 1509: 1.29013584861164e-06
Position 1823: 1.2707886415692302e-06
Position 642: 1.2513740616442092e-06
Position 907: 9.439872136651005e-07
Position 205: 9.357008833995428e-07
Position 295: 8.64490161197465e-07
Position 145: 4.863673570223298e-07
Position 154: 2.103233509242614e-07
Position 545: 1.095605583697812e-07
Position 515: 4.554207605300894e-08
Position 371: 2.0040631114185916e-08
Position 555: 9.071510339569387e-09
Position 590: 5.60004532520726e-09
Position 533: 2.7268692712936025e-09
Position 259: 1.1251460155432174e-10
Position 1050: 8.599378476516084e-11
Position 49: 4.66173410097616e-12
Position 53: 6.161775818458576e-16
