Gene = Sf3b2
index = 1486
Annotated 5SS: [ 105  803 1830 2131]
Annotated 3SS: [ 161  859 1885 2193]
SMsplice 5SS: [ 105  803 1830 2131]
SMsplice 3SS: [ 161  859 1885 2193]
top_k =  1000
Partition function (log Z): 7.27139734514523

Sorted 5' Splice Sites (High to Low Probability):
Position 803: 0.9972565718878542
Position 2131: 0.9966495752352713
Position 1830: 0.9960098280816597
Position 105: 0.7513483332145497
Position 2285: 0.003907754040790748
Position 1413: 0.0038165445316853653
Position 2720: 0.003779728567562529
Position 2732: 0.003293618569735582
Position 2015: 0.0028160788135723485
Position 2542: 0.0025316570052288734
Position 2692: 0.002338945317747793
Position 477: 0.0021892212011683826
Position 250: 0.0020856194986073402
Position 1291: 0.002037887536516233
Position 1605: 0.0013671255161020034
Position 1795: 0.0011604797077959667
Position 2424: 0.0010542106926006247
Position 919: 0.0009555152549228879
Position 526: 0.0007979334022565744
Position 1164: 0.0007150016785227582
Position 2135: 0.0006595401282060787
Position 1790: 0.0006477280121180779
Position 2557: 0.0005596450082414643
Position 1236: 0.0004471497295919672
Position 1209: 0.00043908384882388005
Position 1256: 0.0004300820419585008
Position 1120: 0.0004004475910412595
Position 1800: 0.000388196167696909
Position 1676: 0.00031372403780297964
Position 792: 0.00031035503317683314
Position 902: 0.0002991080169972199
Position 2625: 0.00028362919006608465
Position 2697: 0.00026791317466468413
Position 1580: 0.00023443604316283345
Position 1405: 0.0002296916737733483
Position 1126: 0.0002294985709467521
Position 52: 0.00022148038681929028
Position 807: 0.00017668266141857779
Position 2680: 0.00015151153610746453
Position 2563: 0.00014642298181591278
Position 26: 0.00014356352198809121
Position 1750: 0.00012765676435892484
Position 1242: 0.00010979044084477556
Position 739: 0.00010764347785804252
Position 2551: 9.30873962043634e-05
Position 2595: 9.295326345746239e-05
Position 29: 8.046153339383142e-05
Position 1532: 7.577107066467207e-05
Position 2295: 6.499214152251492e-05
Position 1307: 6.28917524311192e-05
Position 2318: 5.754276236483603e-05
Position 1417: 4.612235359835327e-05
Position 923: 4.3380177624306907e-05
Position 1361: 3.9974016556847995e-05
Position 1091: 3.036766552798838e-05
Position 1475: 2.8448019727644058e-05
Position 2024: 2.680017636917563e-05
Position 2036: 2.1982289005030615e-05
Position 217: 1.8897477907036833e-05
Position 58: 1.872045594335121e-05
Position 2458: 1.74879232976076e-05
Position 678: 1.697395271293385e-05
Position 1167: 1.4454272494923536e-05
Position 2641: 1.3703005658548743e-05
Position 109: 1.350154586127056e-05
Position 1149: 1.1431167839193537e-05
Position 412: 1.035431470010838e-05
Position 2739: 9.113415227296305e-06
Position 441: 8.61145078044931e-06
Position 1834: 8.188938639058406e-06
Position 2771: 6.601967013231857e-06
Position 381: 5.842219857699192e-06
Position 2348: 5.585104246429133e-06
Position 2276: 5.11785868843717e-06
Position 400: 4.4828439760564666e-06
Position 2603: 4.400842315666859e-06
Position 742: 2.887867924975739e-06
Position 92: 2.6146239946687786e-06
Position 2289: 2.4429550123691946e-06
Position 1735: 2.2800761255446956e-06
Position 2647: 2.276220502523204e-06
Position 406: 2.0052264216211296e-06
Position 318: 1.8535118737821192e-06
Position 288: 1.7697710298388993e-06
Position 2406: 1.7433576568027459e-06
Position 1128: 1.4910843740049379e-06
Position 911: 1.234453424931099e-06
Position 2467: 1.1179091213125775e-06
Position 1767: 1.1112332173906894e-06
Position 2612: 1.0559718130597686e-06
Position 487: 9.544190724550548e-07
Position 960: 6.451481618518314e-07
Position 342: 4.758422631716886e-07
Position 2212: 3.8342839686087785e-07
Position 2864: 2.7204714317831967e-07
Position 1848: 2.53472917194286e-07
Position 584: 1.784493390312833e-07
Position 921: 1.6750456304411725e-07
Position 864: 1.3261640788723016e-07
Position 2849: 9.030548262462179e-08
Position 374: 8.794233873632306e-08
Position 2852: 7.062310238246062e-08
Position 992: 4.916771622733544e-08
Position 1942: 4.840889112933565e-08
Position 7: 4.3757363340350066e-08
Position 602: 2.1385389984738198e-08
Position 2219: 5.5909899737035374e-09
Position 2060: 3.2870844063171233e-09
Position 715: 1.575352390563009e-09
Position 2058: 1.6289904794745945e-10
Position 1914: 1.5067942789953925e-10
Position 1182: 7.583616380842475e-11
Position 2207: 6.449809474069133e-11
Position 1730: 2.64414258530675e-11
Position 185: 4.276660007870506e-12
Position 1892: 9.476998371090481e-13
Position 820: 1.7861654311472027e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.99792314599916
Position 1885: 0.996743866294173
Position 2193: 0.9870222483625476
Position 161: 0.7479944427313707
Position 2796: 0.011164899052313283
Position 2333: 0.006216881636853103
Position 2219: 0.005356701229428817
Position 2754: 0.003994197720099319
Position 1655: 0.0037995239393206017
Position 1475: 0.0022257740695640236
Position 206: 0.002188886748464243
Position 1367: 0.002042934175372844
Position 1719: 0.0019377279723666303
Position 2066: 0.0016883605569806706
Position 1895: 0.0015981463530978725
Position 578: 0.0011618958219448332
Position 2370: 0.0011038630009027278
Position 1003: 0.000903186565539917
Position 596: 0.000841629321896363
Position 203: 0.0008377781651961173
Position 599: 0.0006695626422325538
Position 1451: 0.0005731590479546371
Position 398: 0.0005302307757796947
Position 1481: 0.0005075661573320976
Position 2233: 0.0004859843679836221
Position 2491: 0.00044811704097573403
Position 1334: 0.0004082668203286817
Position 2837: 0.0003391812238503728
Position 2058: 0.0002759960272909617
Position 875: 0.0002700241293226624
Position 1280: 0.000261809993356873
Position 539: 0.00021110147490851182
Position 602: 0.0001796838280574414
Position 545: 0.00015770577488094127
Position 1228: 0.00014601179431643168
Position 938: 0.00014019975496788636
Position 2249: 0.00013467019239124628
Position 2679: 0.00012809652348910684
Position 1901: 0.00012176458901749803
Position 2311: 0.00011592843454541031
Position 329: 0.00011316460900460687
Position 968: 9.444548640058509e-05
Position 2608: 8.759925532507655e-05
Position 1167: 7.810537921139834e-05
Position 209: 7.30488923947106e-05
Position 542: 7.104886891140176e-05
Position 2625: 6.364659676989716e-05
Position 1301: 5.941188433424999e-05
Position 1013: 5.9326050805011505e-05
Position 356: 5.642091190276792e-05
Position 956: 4.768372288639564e-05
Position 312: 4.611416142323139e-05
Position 1550: 4.159431866785208e-05
Position 2086: 4.111647067879567e-05
Position 2434: 3.903474175211282e-05
Position 2906: 2.8873749375267273e-05
Position 536: 2.8824058490583152e-05
Position 1221: 2.8667939499795874e-05
Position 92: 2.812170035533241e-05
Position 664: 2.4464678647735175e-05
Position 2289: 2.20684576062e-05
Position 1625: 2.0684391199164402e-05
Position 2107: 1.901448937056176e-05
Position 1949: 1.772673325823192e-05
Position 911: 1.7183611356448397e-05
Position 1946: 1.5569534855523003e-05
Position 2709: 1.4971727948958809e-05
Position 2903: 1.4758716063538916e-05
Position 1028: 1.3642053450859298e-05
Position 422: 1.3608754289282397e-05
Position 2641: 1.3547916362146855e-05
Position 282: 1.3317211300651938e-05
Position 677: 1.2661182704491345e-05
Position 364: 1.2230380319456705e-05
Position 406: 1.2220595979903252e-05
Position 1265: 1.1437939896943287e-05
Position 369: 1.1375240772146124e-05
Position 1487: 1.0739976499346193e-05
Position 689: 1.0557227151434077e-05
Position 2404: 1.0014257309772625e-05
Position 2341: 9.456825949630637e-06
Position 1529: 9.123570514584042e-06
Position 2318: 8.53116700861385e-06
Position 654: 7.970683489504387e-06
Position 2431: 7.793967302339728e-06
Position 1188: 7.689879858606018e-06
Position 1424: 7.452817070951164e-06
Position 2880: 7.068938511985256e-06
Position 638: 6.631341002800586e-06
Position 1236: 6.529319142947373e-06
Position 1288: 6.4673160769700155e-06
Position 1556: 6.430617154494045e-06
Position 992: 6.4189602035729395e-06
Position 487: 5.202340199180712e-06
Position 698: 4.612404414113856e-06
Position 562: 4.500210048183025e-06
Position 512: 4.290293046744031e-06
Position 557: 4.241364742466193e-06
Position 2170: 3.979844015350928e-06
Position 2449: 3.840319947717431e-06
Position 1134: 3.7832415648242576e-06
Position 1999: 3.674086687227605e-06
Position 2027: 3.0069231807695635e-06
Position 767: 2.909438650583248e-06
Position 2104: 2.818804359439162e-06
Position 1192: 2.68238435209408e-06
Position 2295: 2.6799601530151995e-06
Position 500: 2.290559766588443e-06
Position 2692: 2.103412855712893e-06
Position 2512: 2.0380088147811463e-06
Position 2452: 1.7710688425566564e-06
Position 1538: 1.4943770839430876e-06
