Gene = PAPLA1
index = 1352
Annotated 5SS: [  420 22759 22934 23484 23965 24797]
Annotated 3SS: [18859 22818 23006 23545 24020 24864]
SMsplice 5SS: [  420  1378  1636 22759 22934 23484 23965 24797]
SMsplice 3SS: [  588  1438 22464 22818 23006 23545 24020 24864]
top_k =  1000
Partition function (log Z): 8.473727020036511

Sorted 5' Splice Sites (High to Low Probability):
Position 22934: 0.9964275185962224
Position 24797: 0.9948121034122054
Position 420: 0.9788000691204123
Position 23484: 0.9726693182860587
Position 23965: 0.9585430863934353
Position 1378: 0.9305592202541081
Position 1636: 0.5145721877572668
Position 1640: 0.4854278122427219
Position 25012: 0.26976384510169926
Position 1344: 0.061270769311065044
Position 23149: 0.049166461300845635
Position 23480: 0.026044984943671523
Position 24206: 0.010053985585703994
Position 424: 0.0096180907359064
Position 23258: 0.007390649531536492
Position 434: 0.00711397015821911
Position 24138: 0.005990176198263764
Position 25066: 0.005866212100591854
Position 23617: 0.0057352770145029045
Position 23217: 0.0035763520932496477
Position 24694: 0.00328934464525154
Position 1179: 0.003201536582029986
Position 25061: 0.00268880041430355
Position 24495: 0.0025046167073310096
Position 1376: 0.001985557970084247
Position 97: 0.0019830546455428116
Position 25169: 0.0015132265459077054
Position 24210: 0.0014571633018197509
Position 24099: 0.0014532432454530306
Position 1387: 0.001422436510157672
Position 609: 0.0013840895368989429
Position 24420: 0.0010441365064169767
Position 25176: 0.0010299675272966153
Position 23969: 0.0008186306399936303
Position 1108: 0.0008151831923414036
Position 24063: 0.0007316944617391857
Position 438: 0.0006073957412870217
Position 24595: 0.00045331397425023246
Position 23673: 0.00044361435375825777
Position 1382: 0.00039843149785658005
Position 23774: 0.00035749580701921707
Position 24504: 0.0002904891655763898
Position 24424: 0.0002679504353081454
Position 23712: 0.00021957658520236682
Position 23838: 0.00020092983583263458
Position 23758: 0.00019600880389852407
Position 24989: 0.00017523530612692062
Position 23806: 0.00016511187857539127
Position 24477: 0.00014914705987490717
Position 1439: 0.00013391429117689076
Position 25041: 0.00012989312506378326
Position 23885: 0.00012489976353188142
Position 24938: 0.00010300960344877976
Position 225: 9.777620933701644e-05
Position 76: 9.306143819019657e-05
Position 24607: 8.898303953045966e-05
Position 24300: 8.844454805423552e-05
Position 568: 7.827432483258785e-05
Position 24238: 7.124903496784529e-05
Position 116: 7.078178670233371e-05
Position 442: 5.331301426882014e-05
Position 24786: 5.1578444983690954e-05
Position 24801: 3.971553459523322e-05
Position 3: 3.954538307711295e-05
Position 24115: 3.423329690739301e-05
Position 458: 3.328683390186558e-05
Position 1160: 3.275133053462338e-05
Position 855: 3.18683063888334e-05
Position 103: 2.983152152449829e-05
Position 25297: 2.6888172424332134e-05
Position 242: 2.3685071299849828e-05
Position 24268: 1.97538179868393e-05
Position 1339: 1.9082844519983203e-05
Position 23786: 1.6109237179736464e-05
Position 590: 1.2753966205809428e-05
Position 23827: 1.0352167468702107e-05
Position 802: 9.557026879351348e-06
Position 24814: 8.942193315852884e-06
Position 101: 8.421047425945525e-06
Position 24987: 8.081754092778726e-06
Position 1313: 7.839851392065019e-06
Position 24324: 7.438984286048483e-06
Position 23108: 7.4369514883750724e-06
Position 1213: 7.017087689631034e-06
Position 828: 6.85376289338788e-06
Position 895: 6.052233950862883e-06
Position 428: 5.707404221348871e-06
Position 25121: 5.617151970479158e-06
Position 1183: 5.223160743588774e-06
Position 23560: 5.221495472848424e-06
Position 24788: 5.172682914512547e-06
Position 24726: 5.038354054105696e-06
Position 24715: 4.97712071851919e-06
Position 66: 4.790914919136974e-06
Position 639: 4.4104425343467334e-06
Position 1148: 4.080381081509663e-06
Position 604: 2.58229933995692e-06
Position 94: 2.4323189355202453e-06
Position 25094: 2.4001759424082475e-06
Position 846: 2.2639481518232194e-06
Position 836: 2.045327969431417e-06
Position 464: 2.0143178013677754e-06
Position 25288: 1.7528434159574183e-06
Position 961: 1.596039253366627e-06
Position 170: 1.557443043891785e-06
Position 25016: 1.383491817028178e-06
Position 948: 1.057479207664599e-06
Position 777: 1.0433326508772804e-06
Position 705: 9.968415816270027e-07
Position 208: 8.376525020335165e-07
Position 1392: 8.318871728290705e-07
Position 114: 7.552381242629515e-07
Position 25254: 5.688843709990363e-07
Position 24354: 1.9420742985918822e-07
Position 24418: 1.6107074871900443e-07
Position 547: 8.588623379175152e-08
Position 272: 7.532528808945881e-08
Position 24356: 4.677811843631013e-08
Position 362: 4.316202507999194e-08
Position 365: 3.926117357748187e-08
Position 24600: 3.0560173259156086e-08
Position 24668: 2.4394203689144638e-08
Position 142: 2.3763614599928727e-08
Position 267: 1.5416354288521886e-08
Position 23125: 1.5145822529785517e-08
Position 23872: 1.1380897173712627e-08
Position 23922: 7.217578690870603e-09
Position 232: 6.901553582226943e-09
Position 269: 3.79379567086056e-09
Position 312: 2.72541595043265e-09
Position 230: 1.8509068883056983e-09
Position 471: 1.393793703322374e-09
Position 771: 1.2078062725936593e-09
Position 392: 2.0411474035071641e-10
Position 299: 7.150508141052283e-11
Position 722: 8.343197908404856e-12
Position 588: 5.475652238433731e-12
Position 780: 3.1272154605354524e-12
Position 684: 1.260971627370548e-12
Position 761: 7.734532257181598e-13
Position 25114: 3.1677041602483586e-13
Position 710: 8.800751154117367e-14
Position 741: 4.085691730252173e-24

Sorted 3' Splice Sites (High to Low Probability):
Position 22818: 0.9977004644812524
Position 24864: 0.9948833454127765
Position 23545: 0.9900622297125122
Position 23006: 0.982992279147281
Position 1438: 0.980700587745556
Position 24020: 0.4840301987385034
Position 588: 0.44411640005022684
Position 24047: 0.286639144210266
Position 943: 0.1852663699388918
Position 877: 0.1561136406227915
Position 24303: 0.09826218316113307
Position 25094: 0.09571464024692523
Position 25125: 0.06692641344778635
Position 25109: 0.0631781566579823
Position 23305: 0.05659115727299476
Position 1230: 0.04147508400214803
Position 828: 0.039259870098080595
Position 777: 0.033189390932626635
Position 25223: 0.030949470334923138
Position 24068: 0.023017381747463008
Position 24062: 0.022724365829825028
Position 761: 0.0200402053940513
Position 24220: 0.01960390575161381
Position 1303: 0.01764007333217973
Position 23035: 0.01571731168932725
Position 24675: 0.013421149149134122
Position 1500: 0.012809270000768732
Position 894: 0.010790442417142712
Position 968: 0.010491682928973161
Position 24023: 0.010427757029098322
Position 25140: 0.007885070880758344
Position 1213: 0.007083983530957222
Position 25194: 0.006956880349422781
Position 780: 0.005951107245359881
Position 1488: 0.005723941281610502
Position 25175: 0.005606002107186204
Position 24079: 0.0055522675995186635
Position 24374: 0.005309048024060226
Position 23605: 0.004802304286245814
Position 974: 0.004712230316309739
Position 24698: 0.003940767189043665
Position 654: 0.003471483381277407
Position 25191: 0.0032808734093695245
Position 23233: 0.0031234207790592104
Position 1167: 0.0026710576995417055
Position 24155: 0.002632922629441777
Position 24099: 0.0025093094504931306
Position 698: 0.0024724918555510786
Position 23571: 0.0023631981775631846
Position 1235: 0.0023578064213332925
Position 24898: 0.0023497084721146857
Position 24781: 0.0022710799484896393
Position 789: 0.002131055064120287
Position 705: 0.0018398395085925286
Position 23793: 0.0018274257453357123
Position 24461: 0.0016584121294734389
Position 24572: 0.0016557400628172023
Position 23838: 0.0014973410359765172
Position 23812: 0.0014891518716359925
Position 1281: 0.0014408885241145267
Position 23884: 0.001189903250998248
Position 495: 0.0011846517544521651
Position 684: 0.0011610814963239574
Position 595: 0.001046500340179229
Position 174: 0.0009680460390252189
Position 1034: 0.0008822964383692168
Position 25347: 0.0008306503983945007
Position 1475: 0.000766200972053747
Position 24503: 0.0007454448535170916
Position 568: 0.0006125496376885017
Position 24561: 0.000572287635639108
Position 23774: 0.00046842932971064575
Position 23691: 0.0003994671337172239
Position 23578: 0.00035004529319679166
Position 186: 0.00030450824184359923
Position 24734: 0.00029684518978605103
Position 24004: 0.0002700350582499359
Position 24512: 0.00026630830143020343
Position 24475: 0.0002005052324608402
