Gene = del
index = 1668
Annotated 5SS: [ 346 1607]
Annotated 3SS: [ 409 1660]
SMsplice 5SS: [ 346  600 1607]
SMsplice 3SS: [ 409  722 1660]
top_k =  1000
Partition function (log Z): -4.469376697491669

Sorted 5' Splice Sites (High to Low Probability):
Position 346: 0.9740775796766277
Position 600: 0.5981576552946014
Position 1607: 0.5868727203459434
Position 1859: 0.3815949458241415
Position 657: 0.23690518257820373
Position 2739: 0.1507053560693963
Position 1598: 0.132669713782486
Position 2452: 0.05898900026718047
Position 588: 0.04800733965616987
Position 927: 0.03731517754713599
Position 579: 0.025315019522754806
Position 2378: 0.025134937810242373
Position 1262: 0.02512626697549147
Position 2748: 0.020972435059870526
Position 140: 0.014536857832631889
Position 1724: 0.013698511440498941
Position 1563: 0.010331477678434826
Position 643: 0.0074281904321739515
Position 1506: 0.006712317380203739
Position 2357: 0.004905197178894388
Position 24: 0.004727501007813741
Position 2390: 0.004222494004382686
Position 756: 0.0038850232523900993
Position 1415: 0.00336475473663686
Position 963: 0.003274943918799647
Position 1055: 0.003054938680132231
Position 621: 0.0028686864130303604
Position 819: 0.0014431583612986318
Position 329: 0.0013160194592037506
Position 101: 0.0012517305051729412
Position 959: 0.0011203205588258245
Position 1853: 0.000942287491408702
Position 2418: 0.0009249813811503995
Position 2522: 0.0009231633989551802
Position 690: 0.0007854286465048141
Position 623: 0.0006400334273658358
Position 2463: 0.0006358531987201872
Position 311: 0.0006255418962033578
Position 1023: 0.0006244589931393841
Position 2198: 0.0005400478913816696
Position 1556: 0.00043942562162652815
Position 1822: 0.0004389642836616648
Position 1464: 0.0004326470238556928
Position 155: 0.0003549958823770238
Position 565: 0.00034897434470730295
Position 2620: 0.0002983566413555696
Position 1242: 0.0002128504725312823
Position 2023: 0.00019894554605890657
Position 2256: 0.0001975070415950236
Position 300: 0.00018837006364816163
Position 905: 0.00018462917436987687
Position 1358: 0.0001668461934679742
Position 1918: 0.0001583225908479213
Position 591: 0.00015578898819665186
Position 1979: 0.0001555861448622853
Position 543: 0.00014819214644891596
Position 1132: 0.00014343433896501446
Position 2517: 0.00014246056929988747
Position 891: 9.800920294786866e-05
Position 192: 9.299263977343915e-05
Position 931: 9.068148100351745e-05
Position 2440: 8.891023606951629e-05
Position 52: 8.440821831773625e-05
