Gene = Oseg5
index = 1348
Annotated 5SS: [ 370  893 1185 1636 2224]
Annotated 3SS: [ 435  956 1255 1695 2384]
SMsplice 5SS: [ 370  893 1185 1431 1636 2224]
SMsplice 3SS: [ 435  956 1255 1492 1695 2384]
top_k =  1000
Partition function (log Z): 15.40584174773052

Sorted 5' Splice Sites (High to Low Probability):
Position 370: 0.9990545935582782
Position 1636: 0.9943762465998145
Position 1431: 0.9687076836962507
Position 1185: 0.9348693592601833
Position 2224: 0.9230525758925726
Position 893: 0.7556634389796512
Position 43: 0.39863019398522165
Position 879: 0.16787648987446874
Position 23: 0.1340080410036982
Position 2653: 0.05471447924170166
Position 843: 0.04975092263681115
Position 2025: 0.030567443754441193
Position 1143: 0.024292126447906733
Position 2239: 0.010658791856565071
Position 570: 0.010550604638940924
Position 1192: 0.008262485719335884
Position 830: 0.006157732495502803
Position 1984: 0.0039043551097492136
Position 2155: 0.0038650969479063794
Position 726: 0.003522234179444995
Position 138: 0.0033451455055737017
Position 2310: 0.0028185656518665407
Position 1195: 0.002610367595344324
Position 2123: 0.002228396015419745
Position 1625: 0.0020044421958598855
Position 67: 0.001742599864995434
Position 1906: 0.0015187181833159664
Position 594: 0.0015049506792144162
Position 1616: 0.0007950716457445194
Position 222: 0.0006144420609602281
Position 2017: 0.0005983032290555498
Position 773: 0.0005325368600560183
Position 2273: 0.0005093774779978599
Position 2328: 0.0005042691810402462
Position 1865: 0.0004846964498792787
Position 770: 0.00044820368263846604
Position 365: 0.00040269785969008234
Position 3: 0.0003792174459512606
Position 787: 0.0003287456267251875
Position 583: 0.0003046405607436042
Position 467: 0.0002881468354176556
Position 21: 0.0002749239706045279
Position 1971: 0.000272271513080811
Position 1988: 0.0002634981153164298
Position 1824: 0.00020521144074626063
Position 186: 0.00020492452886573502
Position 1893: 0.00016476250526416318
Position 611: 0.0001600221562609092
Position 561: 0.00015119705453584337
Position 1428: 0.0001464930729795207
Position 1110: 0.00013220946840769495
Position 558: 0.00012812665569237152
Position 2021: 0.00012691680461306216
Position 15: 0.00010805485285789282
Position 728: 0.00010437653253142655
Position 2268: 0.00010200519696600162
Position 1040: 0.00010142851000966114
Position 2129: 9.96574328547028e-05
Position 1169: 8.934575538677828e-05
Position 1768: 7.295255961626223e-05
Position 1570: 6.986623453448902e-05
Position 2098: 6.770841101442479e-05
Position 1435: 5.743059236828966e-05
Position 287: 5.275423852052102e-05
Position 1318: 3.999596266235144e-05
Position 2258: 3.590810010249026e-05
Position 1550: 3.452286577270943e-05
Position 2345: 3.403637630482057e-05
Position 555: 2.8774691923440838e-05
Position 1943: 1.860104096836744e-05
Position 2498: 1.851752040678086e-05
Position 1499: 1.7936834319815626e-05
Position 2478: 1.520437722345612e-05
Position 1359: 1.3523811949774196e-05
Position 1081: 1.1288050084429464e-05
Position 482: 1.1172523056406331e-05
Position 1959: 1.0120843849788485e-05
Position 457: 8.985678125382571e-06
Position 678: 8.170762366964836e-06
Position 1529: 5.824869968263807e-06
Position 742: 4.923354929469525e-06
Position 238: 4.482708879032999e-06
Position 488: 3.8640137051276875e-06
Position 2862: 3.584649644145394e-06
Position 327: 3.233617708990128e-06
Position 1019: 2.868444349911748e-06
Position 627: 2.5463279235152995e-06
Position 374: 2.538389879264149e-06
Position 2140: 2.173910402766535e-06
Position 635: 1.7478150327415025e-06
Position 757: 1.513970119558555e-06
Position 1397: 1.314871551436019e-06
Position 512: 1.2489763474773432e-06
Position 1370: 1.1707694212951914e-06
Position 1532: 9.988673211079971e-07
Position 687: 9.04286301379466e-07
Position 1258: 6.87359145537272e-07
Position 961: 4.931362013974791e-07
Position 978: 4.838665636620026e-07
Position 75: 3.67725818725009e-07
Position 471: 3.2627626810843864e-07
Position 1732: 3.1539910330091487e-07
Position 942: 2.103291160573991e-07
Position 2470: 1.9056710576827048e-07
Position 1255: 1.8660402338963354e-07
Position 1290: 1.8475322081898982e-07
Position 1292: 1.5965140582514293e-07
Position 332: 1.5759056173651047e-07
Position 1249: 1.2045377413732302e-07
Position 1730: 1.0689059580963102e-07
Position 318: 1.0285939868605969e-07
Position 995: 4.404330759440653e-08
Position 2029: 2.997910938803279e-08
Position 118: 2.1079989382529112e-08
Position 1832: 1.630510018111663e-08
Position 1503: 1.224302678478581e-08
Position 1344: 1.2064714260645004e-08
Position 1749: 9.611173857573288e-11
Position 1496: 2.978615993117246e-11
Position 2565: 1.4439258072568961e-11
Position 406: 1.105218079704009e-11
Position 2693: 5.459375508360666e-12
Position 2785: 4.887667261455542e-13
Position 1720: 1.2143457266955207e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1695: 0.9929093336987267
Position 956: 0.9863595222843095
Position 1492: 0.9680853685615036
Position 1255: 0.966259804623411
Position 435: 0.9543369361536663
Position 2384: 0.9484152129743456
Position 112: 0.44982849809258874
Position 80: 0.08451725513040696
Position 448: 0.03910654100352878
Position 2732: 0.03696952590593576
Position 2414: 0.010776553433590201
Position 2337: 0.010055471031493237
Position 2703: 0.009949184814961631
Position 1017: 0.006706778778422473
Position 2301: 0.0065438284371093095
Position 2781: 0.005944331662604261
Position 991: 0.0038806155914896806
Position 1322: 0.0031351967889203156
Position 2057: 0.0026411634960696847
Position 2148: 0.0024888737286228257
Position 625: 0.002083869249171801
Position 2421: 0.0016758479973996339
Position 662: 0.0014883470076848275
Position 259: 0.0014751322319148082
Position 2046: 0.0014199653028280656
Position 665: 0.0013570859794666133
Position 2838: 0.0010289980282887766
Position 238: 0.0009174486877713854
Position 191: 0.0009047489211996102
Position 202: 0.0007535346883361669
Position 1222: 0.0007380259345625482
Position 1926: 0.0006805013771081777
Position 1865: 0.0005809938963818844
Position 482: 0.0004934567018218886
Position 2106: 0.00038862367698012294
Position 2700: 0.0003600290415910419
Position 2010: 0.00035683077518802665
Position 778: 0.00034570048176376647
Position 2769: 0.00033521436540475145
Position 286: 0.00032741250415888685
Position 290: 0.00029801390048230897
Position 457: 0.0002316281300219816
Position 1783: 0.00021902177775416377
Position 273: 0.00021388162253880777
Position 594: 0.000205418696360675
Position 1284: 0.00015342172420638705
Position 2785: 0.00014955059601299853
Position 1789: 0.00014747687230105534
Position 2025: 0.0001405326234018729
Position 1906: 0.00011329817445732338
Position 2171: 0.00010218651046079913
Position 2264: 0.00010148392671723803
Position 2071: 9.184068287268201e-05
Position 1393: 8.417615882983473e-05
Position 2561: 8.41695149719996e-05
Position 1503: 7.799619253553083e-05
Position 2856: 7.117597006380181e-05
Position 1967: 7.018888000211772e-05
Position 1390: 6.646253864078936e-05
Position 2883: 6.560816904865375e-05
Position 1602: 5.0614426883667806e-05
Position 487: 4.345919322023716e-05
Position 2746: 4.060358835620618e-05
Position 1570: 3.8488771984474963e-05
Position 830: 3.8309457236622745e-05
Position 2847: 3.6873025108925665e-05
Position 747: 3.67976759645785e-05
Position 2512: 3.0156415566821542e-05
Position 653: 2.3872926115899946e-05
Position 1370: 2.1332364522948378e-05
Position 2794: 2.1301650581415998e-05
Position 627: 2.0026773955195587e-05
Position 1471: 1.937052798170317e-05
Position 736: 1.7453871749176518e-05
Position 1933: 1.735729346235133e-05
Position 841: 1.5702153182372433e-05
Position 2129: 1.3985967643722634e-05
Position 2919: 1.3577502847342384e-05
Position 327: 1.2166745384478703e-05
Position 1936: 1.1849498300376593e-05
Position 549: 1.0230482685130806e-05
Position 59: 9.30985059009785e-06
Position 2913: 8.661681438353223e-06
Position 1845: 8.64358756697737e-06
Position 471: 8.388138081486656e-06
Position 496: 8.105001140698084e-06
Position 1337: 7.392406816220764e-06
Position 2517: 7.050819570296395e-06
Position 752: 7.001387410067202e-06
Position 300: 6.4230596029752705e-06
Position 345: 5.767983862869485e-06
Position 2526: 4.141177292188802e-06
Position 1081: 4.129292334368358e-06
Position 1550: 3.815483482513107e-06
Position 1046: 3.1409045788352356e-06
Position 1955: 3.053613023538638e-06
Position 2553: 2.968389827598231e-06
Position 1450: 1.9600953004666885e-06
Position 555: 1.8177684094438303e-06
Position 2742: 1.752875126026617e-06
Position 2748: 1.6582532749188522e-06
Position 393: 1.2138699671124408e-06
Position 552: 1.0933922229555886e-06
Position 403: 1.061319149973136e-06
Position 1415: 1.021288785806429e-06
Position 879: 1.0097372546166208e-06
Position 2904: 8.560499532592952e-07
Position 1422: 8.138714028027534e-07
Position 2610: 7.343812143539316e-07
Position 891: 6.365901669155645e-07
Position 342: 6.070879624382336e-07
Position 306: 5.721218735104078e-07
Position 672: 4.957398007922008e-07
Position 1177: 4.539737740468464e-07
Position 1991: 4.1849003945015187e-07
Position 297: 3.625788826533295e-07
Position 1192: 2.9550567744139556e-07
Position 1062: 1.8173103543908814e-07
Position 50: 1.558087930096481e-07
Position 1496: 1.427768352455404e-07
Position 2535: 1.3981070772899912e-07
Position 1125: 1.0807668897327614e-07
Position 606: 3.695920095301621e-08
Position 1625: 2.8601884863313188e-08
Position 2594: 2.497533569676646e-08
Position 47: 2.2566356449553243e-08
Position 292: 1.424870184506885e-09
Position 353: 1.8208104743156897e-10
Position 355: 1.0658950234468503e-11
Position 369: 1.0597864614073434e-13
Position 374: 1.1022318106542141e-14
Position 462: 7.790434956686447e-16
