Gene = Cen
index = 1066
Annotated 5SS: [228]
Annotated 3SS: [312]
SMsplice 5SS: [228]
SMsplice 3SS: [312]
top_k =  1000
Partition function (log Z): -12.596208000197453

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.30939546183783667
Position 1182: 0.2825265905856442
Position 774: 0.10640963431043396
Position 561: 0.06763335486141961
Position 113: 0.051015926430027
Position 1591: 0.04525719315053083
Position 1926: 0.04402528156038742
Position 1711: 0.025031352926223566
Position 2024: 0.021268924257978303
Position 373: 0.01951959948680042
Position 993: 0.018545587882202317
Position 117: 0.01755752051249664
Position 175: 0.015675059082306906
Position 2520: 0.01466575546034351
Position 2723: 0.014220356728899501
Position 1726: 0.013943704025648013
Position 1339: 0.009874490608093426
Position 1449: 0.0063818234810399145
Position 237: 0.006307010566040088
Position 973: 0.00568506974739172
Position 55: 0.005292284114806632
Position 2742: 0.004594900713928558
Position 183: 0.0042832042957454625
Position 1917: 0.0030726680160221226
Position 1017: 0.003029067465718729
Position 2229: 0.0029417353222695127
Position 870: 0.0028622985940901626
Position 1201: 0.002640358212107073
Position 582: 0.002575907796678957
Position 823: 0.0025318921631607774
Position 488: 0.0024309538873274195
Position 1690: 0.0024069966403172465
Position 1336: 0.0019249605209946006
Position 2833: 0.0018207650962448773
Position 1102: 0.001544066594738605
Position 341: 0.0011901692152401734
Position 393: 0.001108007563617886
Position 1199: 0.0009454309516404114
Position 600: 0.0008841370443087224
Position 243: 0.0007773439914539387
Position 64: 0.0007331435507286783
Position 93: 0.0007212136542112053
Position 1983: 0.0006574005375920983
Position 1073: 0.0006262962878172221
Position 950: 0.0005385863878278914
Position 1077: 0.0005362765271246607
Position 937: 0.0004990484629370634
Position 2073: 0.00047009472289487786
Position 1548: 0.0004629275222278615
Position 2386: 0.00044420280752142477
Position 2559: 0.000423902693142597
Position 868: 0.0003915725905719311
Position 189: 0.00033862866655349366
Position 40: 0.00027569222815185257
Position 1163: 0.0002213003084862468
Position 30: 0.0002199654724206814
Position 1027: 0.00018329986632419253
Position 1980: 0.00018159342191230953
Position 2711: 0.00010698444754997002
Position 2419: 0.00010641618224870803
Position 2472: 7.253653889549439e-05
Position 62: 5.967548697443672e-05
Position 2800: 4.724093971741278e-05
Position 102: 2.9918925410974597e-05
Position 17: 2.878686757311659e-05
Position 385: 1.7352255869512206e-05
Position 875: 1.110629273930193e-05
Position 1052: 1.0175231324805224e-05
Position 782: 7.838714890576927e-06
Position 891: 4.164113502072088e-06
Position 47: 2.7604333627675783e-06
Position 157: 2.6938179005491574e-06
Position 347: 2.4124714263388476e-06
Position 192: 1.7911359459425337e-06
Position 828: 1.5584647166309118e-06
Position 854: 1.5226573921762249e-06
Position 401: 1.5018400351142292e-06
Position 835: 1.3679093536690823e-06
Position 198: 1.3265743145192608e-06
Position 830: 9.427953883755048e-07
Position 314: 2.2983783942551536e-07
Position 724: 3.344759187774944e-08
Position 696: 4.073845822906048e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2232: 0.4026707151886012
Position 312: 0.28280955768151395
Position 2125: 0.14771113130013888
Position 1393: 0.07089009616312295
Position 2893: 0.03507267427799563
Position 1976: 0.02065857619799401
Position 2588: 0.016806337189218194
Position 1422: 0.0150439807625994
Position 2610: 0.012810010916350933
Position 632: 0.0097249601341826
Position 1275: 0.00949619836621393
Position 937: 0.00920860551426617
Position 1049: 0.008877107138585081
Position 1336: 0.008397308454567834
Position 1805: 0.0082160634741439
Position 1992: 0.007340352191263751
Position 2173: 0.0068426189024310205
Position 888: 0.0067193051924551465
Position 1046: 0.006546169714640962
Position 1792: 0.00507443600838703
Position 2592: 0.004920637585061765
Position 581: 0.004236519192376927
Position 432: 0.004022174688566339
Position 2329: 0.003737186072803822
Position 1555: 0.0037116528548750073
Position 1787: 0.003378678456944617
Position 401: 0.0023389179903889417
Position 835: 0.002170135070586478
Position 2204: 0.0021401150100583827
Position 2278: 0.0020989621333060405
Position 1300: 0.002037459863372619
Position 429: 0.002031693774956852
Position 1623: 0.001973394479541701
Position 2771: 0.001870744823738647
Position 2006: 0.0018660706569500441
Position 175: 0.0018506851062652053
Position 2814: 0.0017185415104600612
Position 1735: 0.0015954996327381215
