Gene = Ilp2
index = 1225
Annotated 5SS: [229]
Annotated 3SS: [301]
SMsplice 5SS: [229]
SMsplice 3SS: [301]
top_k =  1000
Partition function (log Z): -6.89243612830076

Sorted 5' Splice Sites (High to Low Probability):
Position 229: 0.9890349312517012
Position 183: 0.003735342472393008
Position 194: 0.002130126780277041
Position 178: 0.0013222057894648892
Position 204: 0.0011519727436447595
Position 171: 0.0011037090817587656
Position 282: 0.0007275029388473461
Position 541: 0.0006756318836612449
Position 52: 0.0005432123748519671
Position 489: 0.0002626747819437769
Position 35: 0.00020665617388804016
Position 185: 0.0001718548402257857
Position 528: 0.0001642905822194275
Position 675: 0.00011867847898239803
Position 632: 0.00010800501327484133
Position 616: 9.672157844205926e-05
Position 506: 9.027435803268082e-05
Position 654: 7.634197119038123e-05
Position 395: 5.5210086455427685e-05
Position 233: 4.011732291037784e-05
Position 126: 3.8409201262004524e-05
Position 538: 3.75897641264239e-05
Position 501: 3.2617978094420584e-05
Position 154: 2.8729429732470175e-05
Position 591: 2.7531862194513096e-05
Position 427: 1.7155727932035942e-05
Position 102: 1.6342199293483985e-05
Position 425: 1.2423310886948032e-05
Position 96: 9.65473044066958e-06
Position 668: 9.451097540823244e-06
Position 481: 8.236402727859965e-06
Position 131: 8.138075972372969e-06
Position 342: 2.6805380887058432e-06
Position 354: 2.5545458213411967e-06
Position 448: 1.638058550376179e-06
Position 305: 1.2238378214562555e-07
Position 80: 9.037729216368982e-09
Position 346: 6.145761540907773e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 301: 0.5835966684203783
Position 342: 0.4083670387968183
Position 725: 0.004630744230034344
Position 664: 0.0024217497961557533
Position 314: 0.0012364478476937764
Position 351: 0.0005389037490262082
Position 272: 0.00042713919363963616
Position 118: 0.00034440841130873483
Position 448: 0.00020498730961275284
Position 126: 8.972005405428145e-05
Position 354: 6.409793132311167e-05
Position 243: 3.6480897701599555e-05
Position 516: 3.336648903234542e-05
Position 395: 1.8272515808640155e-05
Position 475: 1.540055957064489e-05
Position 545: 1.0706513063819988e-05
Position 552: 9.304772415790347e-06
Position 250: 8.336041654753415e-06
Position 154: 4.9991403258252885e-06
Position 218: 3.557465684809302e-06
Position 259: 1.6256218545020356e-06
Position 360: 1.5480770883700149e-06
Position 161: 1.0320018361589071e-06
Position 528: 8.906037075451808e-07
Position 194: 4.1022007453243356e-07
Position 455: 3.104647916123072e-07
Position 366: 2.005014048882253e-07
Position 233: 1.749395679064971e-07
Position 141: 7.993068699313306e-08
Position 131: 7.725230492910564e-08
Position 501: 4.527695637330097e-08
Position 363: 1.4731973510222919e-08
Position 191: 4.711174491852161e-09
Position 170: 7.280913668060121e-10
Position 178: 2.6610006012213177e-10
Position 413: 9.014911286759867e-18
