Gene = Sh3beta
index = 1498
Annotated 5SS: [ 371 1702 2819 3099 4191]
Annotated 3SS: [1275 2743 3049 3151 4298]
SMsplice 5SS: [371]
SMsplice 3SS: [1275]
top_k =  1000
Partition function (log Z): -6.913842568969231

Sorted 5' Splice Sites (High to Low Probability):
Position 371: 0.6296542247826069
Position 1198: 0.39829310424086056
Position 1702: 0.33870852579411437
Position 2819: 0.27722711368720965
Position 1164: 0.2016927221998788
Position 3099: 0.18421581359561276
Position 34: 0.11445932372299585
Position 543: 0.06508534001965276
Position 1414: 0.028579851090399344
Position 2639: 0.018670465639580924
Position 3781: 0.01666943419810273
Position 768: 0.012524160374169138
Position 539: 0.012475374915375306
Position 1478: 0.01071609578076627
Position 628: 0.009507547585635899
Position 2390: 0.007624818596513839
Position 580: 0.006676757667665512
Position 1561: 0.006422538844481217
Position 576: 0.006362894461617779
Position 616: 0.005348496964364016
Position 535: 0.00519407852171961
Position 3104: 0.004834366108663223
Position 896: 0.002913418831208196
Position 1725: 0.002381367308504826
Position 1329: 0.002355377584554717
Position 1142: 0.0021567833633177806
Position 1112: 0.0019117845523192272
Position 2626: 0.0018115836438566688
Position 2247: 0.0017332071521099141
Position 437: 0.0015829414812657237
Position 1406: 0.0014099553048117976
Position 2598: 0.0011468590632327266
Position 191: 0.0010925772764775329
Position 972: 0.0010816593678768982
Position 650: 0.0010088249422334522
Position 2189: 0.0010087724053980081
Position 901: 0.0010020733515118843
Position 780: 0.0008717728233124117
Position 764: 0.0007529986446081494
Position 1470: 0.0007409199596679527
Position 1094: 0.0006800240839076335
Position 1741: 0.0006789374947856057
Position 1525: 0.0006268262664280901
Position 1191: 0.0004442392500939827
Position 719: 0.0004311242707965782
Position 2908: 0.00041921492168761463
Position 807: 0.0003803195429281621
Position 1666: 0.00035090826943136473
Position 155: 0.00034011943301285913
Position 786: 0.00031719436354460883
Position 782: 0.00030833570211029663
Position 788: 0.00029051787954552773
Position 784: 0.0002842372639103127
Position 1956: 0.0002761864652471897
Position 531: 0.00027377389163658254
Position 1983: 0.0002635975043901781
Position 2072: 0.00025273767458623155
Position 2586: 0.0002334497954710118
Position 3235: 0.0002206230284002431
Position 588: 0.00022001004551018186
Position 890: 0.00021680885511809667
Position 932: 0.0001935336435624114
Position 375: 0.00018270680700624298
Position 620: 0.0001379614467647095
Position 483: 0.0001108504861615943
Position 1959: 9.957331648066161e-05
Position 2411: 9.828106207740004e-05
Position 2507: 9.770835969413425e-05
Position 2935: 9.621537444542412e-05
Position 2523: 9.237703359671336e-05
Position 8: 9.032515517256193e-05
Position 566: 8.294348154244765e-05
Position 569: 7.27140961484892e-05
Position 1809: 6.810281521358149e-05
Position 426: 6.551248173987062e-05
Position 480: 6.198749479441986e-05
Position 2319: 5.834156329816571e-05
Position 1734: 5.5067798878870255e-05
Position 379: 5.4958623187785716e-05
Position 258: 4.8936075108868046e-05
Position 2270: 2.6492928046787805e-05
Position 1154: 2.582997647816981e-05
Position 86: 2.3277272598298807e-05
Position 800: 1.9958433229183733e-05
Position 1048: 1.4810771864006865e-05
Position 792: 1.212991589543632e-05
Position 584: 7.424066596574245e-06
Position 642: 5.191421625831638e-06
Position 836: 4.744081466304135e-06
Position 415: 4.5062571039162706e-06
Position 1339: 3.473301622431259e-06
Position 300: 2.4294638829648305e-06
Position 313: 2.223624641274369e-06
Position 712: 1.4265546735719226e-06
Position 772: 1.3099576445203637e-06
Position 571: 1.1645239802445757e-06
Position 1084: 1.1106903440254922e-06
Position 329: 1.05222776937082e-06
Position 573: 9.141459514972721e-07
Position 385: 9.089433614573285e-07
Position 159: 8.629054723771975e-07
Position 726: 7.723906886751262e-07
Position 592: 7.064372546917827e-07
Position 1527: 6.884855558446935e-07
Position 1026: 6.090854492199642e-07
Position 338: 5.986945957364694e-07
Position 547: 5.872304325296211e-07
Position 344: 5.709007990598941e-07
Position 596: 4.7038515327244445e-07
Position 989: 4.6259436263136614e-07
Position 657: 4.184654610187508e-07
Position 275: 3.4718752376578125e-07
Position 252: 2.852648207378106e-07
Position 844: 2.5080296247888315e-07
Position 654: 2.413679294494014e-07
Position 161: 2.1591286837821057e-07
Position 640: 1.9045199548854126e-07
Position 520: 1.7086802664254372e-07
