Gene = Reps
index = 1419
Annotated 5SS: [ 579 1039 1441 2294 2802 3323]
Annotated 3SS: [ 633 1120 1508 2364 3235 3475]
SMsplice 5SS: [ 579 1039 1441 2294 2802 3323]
SMsplice 3SS: [ 633 1120 1508 2364 3235 3475]
top_k =  1000
Partition function (log Z): 18.512908500330287

Sorted 5' Splice Sites (High to Low Probability):
Position 1441: 0.9998379275639409
Position 2294: 0.999085832825702
Position 579: 0.9533952579919687
Position 3323: 0.8947992866794686
Position 1039: 0.8780963979507361
Position 2802: 0.8422616935687802
Position 4808: 0.22570665312728386
Position 5172: 0.1813900412826073
Position 2638: 0.11328672559613873
Position 4046: 0.08641581584013475
Position 5368: 0.07036023955238398
Position 989: 0.06848546052602361
Position 3341: 0.0466203845866538
Position 3687: 0.022023496333124525
Position 3669: 0.020764576411453625
Position 4646: 0.015596637357069771
Position 4092: 0.01345938555186406
Position 1043: 0.012951564200668708
Position 4036: 0.011376010580387749
Position 4090: 0.007931671102761037
Position 5372: 0.00772686508682831
Position 1595: 0.006685623570798828
Position 600: 0.006640841129235506
Position 472: 0.0062330261895564365
Position 3593: 0.005882453054745836
Position 4227: 0.005378115509440187
Position 1853: 0.004862442169620857
Position 2078: 0.004349403129211102
Position 3352: 0.0031907837967912133
Position 802: 0.003089283605230574
Position 3665: 0.0028460114894855127
Position 570: 0.0025131564305473065
Position 4966: 0.002502680021582098
Position 5028: 0.002367166509435008
Position 4812: 0.00188984141076047
Position 3722: 0.0017314269970357837
Position 4968: 0.0016483699573415602
Position 1952: 0.0015927011313606283
Position 1599: 0.0015611606963141652
Position 4096: 0.001313328122249298
Position 3768: 0.001277021804312089
Position 3115: 0.0012670151268109294
Position 1070: 0.0010811848154027143
Position 1033: 0.001046457827025439
Position 1242: 0.0009777105359180087
Position 4515: 0.0009523334443304934
Position 4818: 0.0009520610818644767
Position 419: 0.0009296964644037281
Position 3987: 0.0009108472824857557
Position 3788: 0.0008400801882691213
Position 1871: 0.000743337536170742
Position 5218: 0.0007147231199010539
Position 393: 0.0006845221295411556
Position 4836: 0.000603110641359433
Position 3377: 0.0005241077042874322
Position 3409: 0.0005232430911985814
Position 513: 0.0004579266106739406
Position 2895: 0.0004496588178526155
Position 2298: 0.00043888663489391255
Position 5154: 0.0004197701583555561
Position 175: 0.00041733695413339765
Position 5165: 0.00041429778263562964
Position 1009: 0.00040424811748828067
Position 3956: 0.0003652525796582987
Position 3320: 0.000348617212696137
Position 1001: 0.0003480113659900179
Position 4711: 0.0003457753664889419
Position 4073: 0.0003387164308988829
Position 814: 0.00029670901781272686
Position 4376: 0.00028135191089550957
Position 3092: 0.00027946663711075556
Position 4479: 0.0002636056014188472
Position 324: 0.0002504041115747593
Position 2762: 0.00024287120266327847
Position 1605: 0.0002400251934169667
Position 3888: 0.0002394196211258389
Position 4523: 0.00023628130338711794
Position 2972: 0.00023626988332849466
Position 135: 0.00022670965452817416
Position 4449: 0.00020538459118499364
Position 3921: 0.00020309226365955663
Position 3005: 0.00020241959764704472
Position 4864: 0.00020078572126125825
Position 2125: 0.00019453151602083255
Position 1627: 0.00018475546623468954
Position 1061: 0.00017908358855941325
Position 3578: 0.00014269311150646717
