Gene = ssp2
index = 1891
Annotated 5SS: [ 190  428 3500 5898 6115]
Annotated 3SS: [ 320 3443 3557 5958 6217]
SMsplice 5SS: [ 190  428 5898 6115]
SMsplice 3SS: [ 241 5700 5958 6217]
top_k =  1000
Partition function (log Z): -1.1251764000947666

Sorted 5' Splice Sites (High to Low Probability):
Position 5898: 0.9913448815491931
Position 428: 0.9784783724387645
Position 6115: 0.9578232169070828
Position 190: 0.8255953630742134
Position 3500: 0.8044626567060409
Position 4291: 0.5331684878223684
Position 5628: 0.2659808893601035
Position 2669: 0.22448889750394113
Position 4045: 0.14392897406493618
Position 4803: 0.107101545253621
Position 649: 0.06902755734193625
Position 6489: 0.04934105647485687
Position 1233: 0.04532699353018964
Position 6356: 0.03634065787349147
Position 6536: 0.0300760986148477
Position 1910: 0.022674000314505373
Position 6270: 0.018432747672999513
Position 6544: 0.014060317054845053
Position 5181: 0.009583321890444372
Position 4281: 0.008973964966764216
Position 5461: 0.008585640544513242
Position 713: 0.003947933553662925
Position 3931: 0.003628234504057285
Position 1744: 0.0034627833691265146
Position 7602: 0.0033865090362355616
Position 2673: 0.0032954013690444078
Position 6449: 0.003177939623158743
Position 1344: 0.002833991701146367
Position 7201: 0.0024931415914683118
Position 1164: 0.0019478759857694667
Position 4098: 0.0015380780455349023
Position 307: 0.001483466817936367
Position 1066: 0.0010212088458121393
Position 1267: 0.0010093688664602797
Position 2448: 0.0009664352096192941
Position 1365: 0.0009262275829641888
Position 6394: 0.0007987888484584425
Position 2981: 0.0007313036470724498
Position 5713: 0.0007115770605909826
Position 5992: 0.0006624014153402602
Position 4089: 0.0005963781410650703
Position 7061: 0.0005932590773018228
Position 2400: 0.0005191085290589428
Position 6426: 0.0004687136828820456
Position 3929: 0.00045958151440711963
Position 4117: 0.00042277346204172957
Position 706: 0.00040143870389355304
Position 1060: 0.0003565783078729716
Position 6119: 0.0003137087486563069
Position 6420: 0.00027410907499247846
Position 2878: 0.00023795100088214706
Position 3793: 0.0002184102374122593
Position 3132: 0.00021764662359555857
Position 6278: 0.00016067725425805698
Position 1688: 0.00014283780129711272
Position 1076: 0.0001424278367907346
Position 29: 0.00013292082836277708
Position 6134: 0.00011293582549663917
Position 194: 9.451175809326914e-05
Position 643: 8.977224845646195e-05
Position 6529: 8.926895778775961e-05
Position 6082: 8.626325323983935e-05
Position 1514: 7.320346933816578e-05
Position 637: 6.470974037744934e-05
Position 560: 5.8986385981437364e-05
Position 91: 4.951599544092614e-05
Position 208: 4.911367045432505e-05
Position 124: 3.038485509401498e-05
Position 1368: 2.7224951723385517e-05
Position 414: 2.5799543343325615e-05
Position 1566: 2.5139644460932385e-05
Position 3695: 2.234722741673127e-05
Position 217: 2.1128142048296748e-05
Position 827: 1.9892862092883824e-05
Position 102: 1.946871943201122e-05
Position 581: 1.887588524730189e-05
Position 22: 1.7697847505101962e-05
Position 1051: 1.721195453527485e-05
Position 104: 1.2968865383275774e-05
Position 2009: 1.2836682954098602e-05
Position 4321: 9.078296441035415e-06
Position 223: 8.94390614566617e-06
Position 6163: 8.940755321766476e-06
Position 1766: 8.567813014869885e-06
Position 211: 8.155598522872886e-06
Position 226: 6.574546674223768e-06
Position 6170: 5.590773790385265e-06
Position 1037: 5.00947402390519e-06
Position 6074: 2.884755558829421e-06
Position 974: 2.85012443694889e-06
Position 72: 2.701819035912299e-06
Position 590: 2.12827101092961e-06
Position 6044: 1.260414953001817e-06
Position 66: 1.2164141257503787e-06
Position 7036: 9.622178920005145e-07
Position 6721: 6.508904392418784e-07
Position 229: 4.773291119749962e-07
Position 710: 4.7173902265221327e-07
Position 603: 4.4841029913997225e-07
Position 547: 3.125178440147288e-07
Position 69: 2.947935700507412e-07
Position 521: 2.2951741896722508e-07
Position 584: 2.074082667733007e-07
Position 393: 1.8931348064856475e-07
Position 7074: 1.27800446848154e-07
