Gene = Rint1
index = 1427
Annotated 5SS: [ 250 1133 1417 2264]
Annotated 3SS: [ 304 1190 1470 2339]
SMsplice 5SS: [ 250 1133 2264]
SMsplice 3SS: [ 304 1190 2339]
top_k =  1000
Partition function (log Z): -0.6465339306575497

Sorted 5' Splice Sites (High to Low Probability):
Position 1133: 0.9365881846292522
Position 2264: 0.9059220251676366
Position 250: 0.8992030583951877
Position 1417: 0.26028039091906413
Position 485: 0.12493564507726809
Position 52: 0.10439086336362872
Position 1110: 0.060718378916938154
Position 235: 0.026322711122392407
Position 938: 0.021327899804360406
Position 935: 0.019129274908128033
Position 1758: 0.01579757985595453
Position 1334: 0.01234982742455547
Position 368: 0.009620004228092024
Position 644: 0.009165111881812984
Position 208: 0.00809561158243822
Position 4: 0.007085012152746177
Position 593: 0.006822235487952764
Position 2037: 0.0060877675237996426
Position 49: 0.004680645976347707
Position 641: 0.0034676908594285637
Position 1365: 0.0019279401163147744
Position 914: 0.0015984532023574087
Position 1719: 0.001435053701127554
Position 1382: 0.001207678255005978
Position 1316: 0.0009263304207628403
Position 1565: 0.0007598717738866787
Position 847: 0.00044377650532423434
Position 524: 0.0004325592845765056
Position 755: 0.00042707990662226145
Position 1695: 0.00026352614432014853
Position 1027: 0.00018391119611546426
Position 2289: 0.0001368327544048381
Position 17: 0.00011011818079323839
Position 1567: 0.00010837180105431515
Position 2491: 0.00010414584567798891
Position 1470: 8.388250270714483e-05
Position 1771: 8.24774664211994e-05
Position 501: 8.184289586146564e-05
Position 648: 8.06224430250904e-05
Position 1957: 8.029039065514741e-05
Position 1764: 7.4319623982513e-05
Position 1459: 7.330203839625906e-05
Position 511: 7.112071811607131e-05
Position 969: 6.459766787873126e-05
Position 1711: 6.414415979187838e-05
Position 1024: 6.409816812444951e-05
Position 1446: 5.072660747185545e-05
Position 916: 4.8205495508429105e-05
Position 2231: 4.7055689468966236e-05
Position 1788: 4.2506322396259316e-05
Position 958: 4.142340437919991e-05
Position 1618: 3.720983357503368e-05
Position 2268: 3.583106084033308e-05
Position 1073: 3.056582890767847e-05
Position 808: 2.9006425148470092e-05
Position 1577: 2.3736346237292534e-05
Position 1850: 2.3305625635224577e-05
Position 1427: 2.0396006739313523e-05
Position 2481: 1.7305404636207724e-05
Position 2104: 1.6975125163910014e-05
Position 452: 1.600617349669963e-05
Position 853: 1.3306488050172573e-05
Position 83: 1.3054556579773378e-05
Position 442: 1.240279979414858e-05
Position 240: 9.435360080745701e-06
Position 2162: 8.309393295647768e-06
Position 1217: 8.075237944718152e-06
Position 63: 6.133565269010502e-06
Position 1137: 5.9514776634486755e-06
Position 56: 5.2039579507414755e-06
Position 1232: 3.399427572706223e-06
Position 662: 3.3020705641097573e-06
Position 464: 2.9079295106065013e-06
Position 2411: 2.7604108948146655e-06
Position 2148: 2.510195959970842e-06
Position 1212: 2.463033987604424e-06
Position 1239: 1.6289272535390357e-06
Position 1345: 1.48703531312905e-06
Position 145: 1.2191064529901032e-06
Position 135: 1.0638594312489299e-06
Position 1145: 3.487317098242244e-07
Position 1139: 2.762141272304734e-07
Position 1147: 9.204713310594952e-08
Position 86: 6.677246280892744e-08
Position 1474: 4.438305154886959e-08
Position 329: 2.1042396659939054e-10
Position 1196: 1.2919734856690717e-10
Position 2020: 1.1715100884483737e-10
Position 673: 4.917311443739404e-11
Position 331: 1.100726512904125e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1190: 0.9931931150884017
Position 304: 0.9298264960925877
Position 2339: 0.9067736311249729
Position 1470: 0.24920861912076178
Position 989: 0.17947028253698288
Position 118: 0.10251426947468394
Position 2112: 0.015515884896973727
Position 1990: 0.012656625253759839
Position 1502: 0.01170034500845689
Position 2017: 0.008680518601625001
Position 92: 0.008537323710068403
Position 872: 0.007265699382362702
Position 667: 0.0038064189974108633
Position 1090: 0.002926063123631289
Position 1640: 0.0022999371959472373
Position 274: 0.0020685636388896272
Position 1076: 0.0020441652754839804
Position 2358: 0.0018358508826059928
Position 367: 0.0015701233640178364
Position 557: 0.0012545025610876967
Position 325: 0.0010250165781697618
Position 2169: 0.0009978590406923868
Position 2231: 0.0008153709603691042
Position 1848: 0.0006017286374514109
Position 529: 0.00057673731481857
Position 361: 0.000499080144006397
Position 125: 0.0004596859012143949
Position 1565: 0.00045678762548654066
Position 673: 0.00039283792049694987
Position 538: 0.00039088527455938336
Position 2036: 0.00031337418041328717
Position 1520: 0.00031063774626157765
Position 1008: 0.00029464091347483493
Position 878: 0.0002491259124692509
Position 1217: 0.00021728422081896494
Position 741: 0.00018371587089871926
Position 1934: 0.00018153632441099955
Position 1577: 0.00017026294004583194
