Gene = Mdr65
index = 1275
Annotated 5SS: [ 117  746 1267 1491 1866 2382 2537 2994 3759 4112 4541]
Annotated 3SS: [ 425 1020 1318 1550 1924 2435 2605 3049 3814 4173 4600]
SMsplice 5SS: [ 746 1267 1491 1866 2382 2537 2994 3759 4112 4541]
SMsplice 3SS: [1020 1318 1550 1924 2435 2605 3049 3814 4173 4600]
top_k =  1000
Partition function (log Z): 24.443234068500843

Sorted 5' Splice Sites (High to Low Probability):
Position 2537: 0.9947545254251777
Position 1491: 0.9942823900184119
Position 3759: 0.9852998511087734
Position 2382: 0.9786606626482376
Position 1267: 0.9629699572271208
Position 4541: 0.9471836719797574
Position 1866: 0.8785121960658562
Position 4112: 0.8652057786518612
Position 2994: 0.7550273051880199
Position 746: 0.6859230367566173
Position 858: 0.3552647133059954
Position 2960: 0.1982100089830836
Position 4084: 0.06055267860196366
Position 117: 0.036249100544834226
Position 4463: 0.036246270847605816
Position 2756: 0.030329702922479364
Position 4040: 0.026526401800287345
Position 2070: 0.024407804578393318
Position 174: 0.02273870541220438
Position 1793: 0.022021971554222974
Position 652: 0.02025716879666706
Position 736: 0.01799339196364882
Position 2781: 0.017776276998059615
Position 4646: 0.016528721918968932
Position 2862: 0.01439070480578214
Position 762: 0.014355576704389044
Position 733: 0.014170396290609035
Position 3433: 0.01258503520391212
Position 2147: 0.012112837926631618
Position 4066: 0.01178320913038925
Position 2787: 0.011481282411565773
Position 1841: 0.009403239862208925
Position 514: 0.008014406845437416
Position 2204: 0.007763145425257461
Position 3255: 0.006438973916949017
Position 2927: 0.005900169714044232
Position 74: 0.00544483474897671
Position 3969: 0.005090493263033514
Position 963: 0.004368347013046922
Position 2345: 0.003238793893754531
Position 7: 0.0032139588399936027
Position 3559: 0.0032002126529517205
Position 922: 0.002844178606419312
Position 3742: 0.002804528698575501
Position 4892: 0.002597302477991925
Position 356: 0.002392733196879001
Position 4076: 0.002352422318687323
Position 3377: 0.0021155282196396973
Position 333: 0.0017248115309998636
Position 2832: 0.0016477259231729895
Position 1262: 0.0015242649249427955
Position 1218: 0.0014550477245260547
Position 1356: 0.001433770646083743
Position 2801: 0.0013549894832252196
Position 2254: 0.001267708667127452
Position 4359: 0.0011767821123524543
Position 3380: 0.0010208831676258095
Position 3014: 0.0009067944110109293
Position 2910: 0.0009022493825591879
Position 4374: 0.0009021492249495075
Position 842: 0.0008896249482457033
Position 4957: 0.000712470236284783
Position 1668: 0.0006886278536491213
Position 1271: 0.000686801997703035
Position 4477: 0.0006602231561522879
Position 2308: 0.0005977665498609719
Position 3733: 0.0005438880198161458
Position 3963: 0.0005258191220704288
Position 2790: 0.0004917771958979359
Position 2804: 0.0004860758360467764
Position 4170: 0.00046478957277950423
Position 3849: 0.00045460937962819235
Position 3771: 0.0004423478422581625
Position 4512: 0.00043747821741749106
Position 3177: 0.00043177743839297844
Position 328: 0.0004311519222024569
Position 1440: 0.0004079519890493139
Position 181: 0.0004041023684257169
Position 2818: 0.00040230952284014146
Position 2027: 0.00034155093687107224
Position 3681: 0.0003366217516627384
Position 2153: 0.00032616993098959
Position 4175: 0.00030431218901796686
Position 2097: 0.00029122838961387863
Position 33: 0.00028400632950413226
Position 247: 0.0002755222476723835
Position 4748: 0.00026178589299731667
Position 299: 0.00025990968689147003
Position 4788: 0.00022414095325283027
Position 2323: 0.00022305079870207114
Position 2386: 0.0002226173086918819
Position 2349: 0.00021769923935600284
Position 1166: 0.00021383224193662444
Position 4436: 0.00021044378420340514
Position 3537: 0.00020521603486222003
Position 785: 0.00020023294466470765
Position 4074: 0.0001967631523747137
