Gene = Hsc20
index = 1216
Annotated 5SS: [291 456]
Annotated 3SS: [342 515]
SMsplice 5SS: [456]
SMsplice 3SS: [515]
top_k =  1000
Partition function (log Z): -5.637767146535065

Sorted 5' Splice Sites (High to Low Probability):
Position 456: 0.6592874363679221
Position 291: 0.5635279760221854
Position 460: 0.14199883486931147
Position 449: 0.09895368524290987
Position 602: 0.017957587303248007
Position 17: 0.0036073754338034982
Position 102: 0.0023180013379843706
Position 276: 0.0014168999475590736
Position 73: 0.0007718259745853063
Position 295: 0.000660916144692263
Position 38: 0.0006471946327051098
Position 62: 0.000613006147066003
Position 700: 0.0005814228810469472
Position 430: 0.0003031143458804517
Position 250: 0.00020102253507470587
Position 78: 0.00016991759085413264
Position 472: 0.00013770000224281044
Position 97: 0.00011720785880365007
Position 465: 0.00011582916361452474
Position 780: 0.00010704632119680535
Position 36: 0.00010295550304958061
Position 129: 7.647767687415787e-05
Position 50: 4.5996028519698076e-05
Position 832: 2.0694896876295116e-05
Position 599: 1.723440444482217e-05
Position 15: 1.6514060919622582e-05
Position 843: 1.3437804973368353e-05
Position 259: 1.3320653887334744e-05
Position 606: 9.492971191871554e-06
Position 333: 8.05419503904409e-06
Position 407: 7.637858393673218e-06
Position 339: 7.38309513061018e-06
Position 666: 4.544323793269685e-06
Position 551: 4.133783542759068e-06
Position 396: 3.493327915377071e-06
Position 205: 3.186080896042109e-06
Position 417: 3.0519104660013667e-06
Position 930: 1.4295852157306168e-06
Position 887: 1.3356110584188585e-06
Position 186: 5.084761397479146e-07
Position 951: 4.317849753450256e-07
Position 817: 2.57839985452598e-07
Position 387: 2.5235212085847723e-07
Position 854: 6.466399788888575e-08
Position 161: 1.706490719265089e-08
Position 508: 7.287051940387021e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 515: 0.9746609275802403
Position 342: 0.28866207609717326
Position 362: 0.17577504787140463
Position 664: 0.015952804385119528
Position 333: 0.014710864952030098
Position 595: 0.008223760404173625
Position 161: 0.004857660939165696
Position 800: 0.002183499718500007
Position 396: 0.002094644176216269
Position 133: 0.001552015613992508
Position 393: 0.0015448073656515796
Position 423: 0.0010383562617089122
Position 65: 0.00046219987976616145
Position 97: 0.00033610048555900016
Position 835: 0.00021448282005610882
Position 417: 0.00019957349458986256
Position 186: 0.00018491878148735894
Position 747: 0.00018045080037084913
Position 544: 0.0001583890348297671
Position 666: 0.00015523028105971642
Position 387: 0.00012949702396001148
Position 141: 0.00010235370482027838
Position 756: 9.442601920414803e-05
Position 899: 5.867140869855061e-05
Position 996: 4.6711010050173435e-05
Position 624: 4.0271106751641274e-05
Position 805: 3.14929551160001e-05
Position 973: 2.3912545624039786e-05
Position 879: 2.0763210942505563e-05
Position 449: 1.9217417233496128e-05
Position 108: 1.8092253931468828e-05
Position 168: 1.3559302000871275e-05
Position 567: 1.3046152205326984e-05
Position 484: 1.2873816798035826e-05
Position 488: 8.551249128847817e-06
Position 823: 7.453417643265776e-06
Position 633: 7.328984005209633e-06
Position 876: 7.279254423828665e-06
Position 861: 6.879102910961698e-06
Position 465: 6.0289338644418175e-06
Position 650: 4.966002784801573e-06
Position 76: 4.726529338454749e-06
Position 407: 4.581496707678263e-06
Position 866: 4.562885597951627e-06
Position 642: 4.096535439760513e-06
Position 272: 3.673861962254411e-06
Position 221: 3.1076722339802177e-06
Position 606: 1.8346588160595128e-06
Position 239: 1.5506656365546949e-06
Position 887: 1.5160853136987454e-06
Position 551: 9.863310786996239e-07
Position 472: 8.43396130313984e-07
Position 765: 7.527288227510963e-07
Position 687: 6.447535157343297e-07
Position 236: 4.835693759268529e-07
Position 843: 4.6908446117790513e-07
Position 732: 3.283953955307802e-07
Position 699: 3.092977779758539e-07
Position 404: 1.3162685899449858e-07
Position 285: 4.433104402135027e-08
Position 78: 3.8647420427164635e-08
Position 456: 2.118815783044151e-08
Position 291: 1.631105454753555e-08
Position 528: 2.778170001934279e-10
Position 73: 4.720431916809888e-12
Position 295: 7.464222011197058e-16
