Gene = abo
index = 1607
Annotated 5SS: [1026]
Annotated 3SS: [1082]
SMsplice 5SS: [1026]
SMsplice 3SS: [1082]
top_k =  1000
Partition function (log Z): -9.663090923996931

Sorted 5' Splice Sites (High to Low Probability):
Position 1026: 0.5283277352384617
Position 817: 0.3645450009727862
Position 647: 0.0846070132477989
Position 1022: 0.04627936745487476
Position 1202: 0.03173492214507202
Position 363: 0.02014605060157235
Position 611: 0.013109907682557667
Position 606: 0.0100881460131777
Position 788: 0.003946719736301502
Position 1505: 0.0025562446705081686
Position 1236: 0.001535447760377057
Position 1030: 0.0015135910126762955
Position 1233: 0.0014103140768409882
Position 212: 0.0013859700391526267
Position 1162: 0.0013150973343473932
Position 390: 0.0012232909516776988
Position 958: 0.0010951219810266127
Position 994: 0.0010542205985856054
Position 807: 0.000952756946559854
Position 663: 0.000879481481548846
Position 156: 0.0005019630254570036
Position 526: 0.0003931730655868802
Position 633: 0.0003017572127635233
Position 75: 0.0003012382311371499
Position 1206: 0.00026492725909222227
Position 623: 0.00018649459301876232
Position 346: 0.00018459669608345382
Position 367: 0.00016725746800831773
Position 1327: 0.00016406749809008312
Position 953: 0.00013992423620076358
Position 909: 0.00012201306536324185
Position 199: 0.00010255320535322969
Position 352: 0.00010224254038225823
Position 1754: 8.975294668669753e-05
Position 762: 8.045526088599078e-05
Position 576: 7.255845436091614e-05
Position 1001: 6.363150414687654e-05
Position 272: 4.956521088443308e-05
Position 1242: 4.45198398275182e-05
Position 322: 3.1613867852426117e-05
Position 296: 3.03550689154217e-05
Position 1116: 2.7668607669567334e-05
Position 1434: 2.744351680795521e-05
Position 681: 2.7369004823056663e-05
Position 521: 1.903168436123979e-05
Position 1004: 1.843926304571859e-05
Position 1586: 1.814191804318962e-05
Position 412: 1.690614356258648e-05
Position 749: 1.5578761147861396e-05
Position 747: 1.4296368335836393e-05
Position 573: 1.3895266137201446e-05
Position 594: 1.3859482388898665e-05
Position 1392: 1.356804348279366e-05
Position 1260: 1.32395530488806e-05
Position 355: 1.2418512516713767e-05
Position 653: 1.2216526563507322e-05
Position 792: 1.1887915013858997e-05
Position 651: 1.0989431901521704e-05
Position 185: 1.0189370142710544e-05
Position 140: 6.715957846044997e-06
Position 976: 5.845648026837906e-06
Position 1501: 4.950272470622715e-06
Position 1770: 4.178267252840866e-06
Position 404: 3.94330461116034e-06
Position 544: 2.798076954596722e-06
Position 1746: 1.6088563598295177e-06
Position 720: 1.3813381064057404e-06
Position 684: 1.0408308162864526e-06
Position 3: 8.99356034946069e-07
Position 397: 4.839819759707032e-07
Position 117: 4.0871778839218625e-07
Position 844: 2.999932954151943e-07
Position 530: 2.954936582572522e-07
Position 528: 2.09236612947791e-07
