Gene = GABA-B-R3
index = 1174
Annotated 5SS: [ 456 3786 4686 5352 6136 7086 7485 7994 9178 9605]
Annotated 3SS: [2785 4541 5075 5883 6722 7182 7854 8901 9285 9733]
SMsplice 5SS: [ 760 4686 5352 6136 7086 7485 7994 9178 9605]
SMsplice 3SS: [4541 5225 5883 6722 7182 7854 8378 9285 9733]
top_k =  1000
Partition function (log Z): 13.723839845568708

Sorted 5' Splice Sites (High to Low Probability):
Position 9178: 0.997490308635086
Position 7086: 0.9952846736468234
Position 4686: 0.9813729513607173
Position 6136: 0.9787424049282439
Position 7994: 0.9775081514857752
Position 9605: 0.9422870390724649
Position 7485: 0.8904889400518028
Position 5352: 0.8827660603573044
Position 3786: 0.56846373957737
Position 9361: 0.2990530607243069
Position 760: 0.2860074187219702
Position 10714: 0.14832862638042382
Position 247: 0.13449047442403408
Position 11151: 0.10337057120597558
Position 859: 0.09469538519398099
Position 11774: 0.0893279750625105
Position 1544: 0.07567846364621125
Position 9997: 0.056268379854048395
Position 568: 0.05384555181421318
Position 7342: 0.04870270427068549
Position 9622: 0.04238966898434766
Position 703: 0.04066903791812506
Position 10481: 0.04060227706524784
Position 5618: 0.039559911644365696
Position 2005: 0.03739923013527699
Position 6643: 0.037103823462408626
Position 822: 0.0315191684223392
Position 699: 0.03008720523879809
Position 8277: 0.029511904968971776
Position 12061: 0.02473652496390349
Position 7497: 0.024319102524833405
Position 982: 0.02383437117931838
Position 2584: 0.02140335714213323
Position 243: 0.02105606680173844
Position 665: 0.019687292312518936
Position 1511: 0.017449592285056548
Position 10620: 0.016430883027839495
Position 11305: 0.015741246307868648
Position 4944: 0.015637924820581562
Position 8164: 0.015185401624139812
Position 2029: 0.015154589818501414
Position 764: 0.014703203832310371
Position 2491: 0.013526006869619056
Position 7704: 0.011931872635498145
Position 10031: 0.011913343422674678
Position 9838: 0.011150773131486214
Position 682: 0.010781215014608431
Position 8113: 0.00975684781924025
Position 7778: 0.008667694986830553
Position 266: 0.007356470259836581
Position 7742: 0.00711057425352678
Position 904: 0.006140785916629639
Position 6149: 0.005826509731804372
Position 1125: 0.005778402133794416
Position 103: 0.005659093680915106
Position 4105: 0.005454965145951318
