Gene = Exn
index = 1158
Annotated 5SS: [  528 13850 15327 21249 22286 22537 23626 23901]
Annotated 3SS: [10545 15222 21000 21310 22346 22603 23695 23964]
SMsplice 5SS: [  528 15327 20867 21249 22286 22537 23626 23901]
SMsplice 3SS: [15222 20488 21000 21310 22346 22603 23695 23964]
top_k =  1000
Partition function (log Z): 21.56502682485976

Sorted 5' Splice Sites (High to Low Probability):
Position 22286: 0.9994229644514149
Position 23901: 0.9987939760929461
Position 23626: 0.9983983936731085
Position 21249: 0.9840001677078296
Position 22537: 0.9787684532259613
Position 15327: 0.9556970311205972
Position 528: 0.8651371426710168
Position 20867: 0.3981828316546043
Position 20851: 0.2530623234179076
Position 13850: 0.1959689297855849
Position 20863: 0.1826930947701082
Position 10726: 0.17150247775534777
Position 12513: 0.1373178070777849
Position 326: 0.12770321412503127
Position 16549: 0.09477915236618517
Position 20917: 0.035075915689760755
Position 16668: 0.0319075655451086
Position 9839: 0.030689291338656586
Position 20356: 0.026156856663477376
Position 10954: 0.02247490739448456
Position 10852: 0.022284446952719004
Position 15331: 0.020276601823778998
Position 22541: 0.01940015451428333
Position 16651: 0.018510192351760723
Position 16699: 0.01824185992182577
Position 15964: 0.01694284750620093
Position 10839: 0.01642814752559687
Position 1588: 0.015122004861424763
Position 69: 0.014998388449456451
Position 8921: 0.013780569082505856
Position 11678: 0.013770801306324219
Position 10732: 0.013509233293710963
Position 24239: 0.010656362979860287
Position 12191: 0.009999222027845806
Position 2328: 0.009820637214491345
Position 22916: 0.008829051536913579
Position 2630: 0.008496543404806383
Position 15725: 0.007943546786308386
Position 23173: 0.007904402243895981
Position 20351: 0.007535090092937296
Position 6759: 0.0063076520697084755
Position 16708: 0.006257711616813704
Position 2211: 0.005679560764421829
Position 1159: 0.0055706032596221835
Position 1163: 0.00549346198814313
Position 16161: 0.005297313936232703
Position 136: 0.004724889752261414
Position 3476: 0.004702158845930103
Position 22003: 0.0043153975437559495
Position 16224: 0.0043095001974794
Position 1448: 0.003884093412119081
Position 7152: 0.003513003695776179
Position 24125: 0.003392696171512633
Position 23180: 0.0031780964433602535
Position 10053: 0.0030563641352056884
Position 9686: 0.002580158988948957
Position 2324: 0.002552191514983239
Position 19240: 0.002537863852609265
Position 20638: 0.002329091154938346
Position 196: 0.002150774101628588
Position 334: 0.0019850987938882154
Position 511: 0.0015410536749680796
Position 131: 0.0014469850056432337
Position 74: 0.0014353402588550752
Position 242: 0.0013269821157284852
Position 21377: 0.0011581636451902869
Position 4521: 0.0011004808451623833
Position 16119: 0.0010709023693288668
Position 9811: 0.0010336966166505765
Position 9423: 0.00102742645680811
Position 16298: 0.0010011131005805167
Position 24218: 0.0009584998298231641
Position 7881: 0.0009320217751936204
Position 7889: 0.0008170659588699478
Position 23630: 0.000816048060769147
Position 15677: 0.0008113475411165757
Position 5714: 0.0008067836058323776
Position 15777: 0.0008016416745637402
Position 15732: 0.0007175730518848696
Position 1206: 0.0007174375493799181
Position 23474: 0.000715088625101797
Position 23176: 0.000665493490730573
Position 4411: 0.0005138961415154466
Position 173: 0.0004616529124598817
Position 24260: 0.00044852618934415655
Position 6318: 0.0004458015895752334
Position 15991: 0.0004418155577087656
Position 3657: 0.0004239545985251365
Position 271: 0.0003971243138060958
Position 5901: 0.00039511480077942363
Position 1070: 0.0003891801471858892
Position 936: 0.0003745816678159016
Position 22290: 0.0003511632634254171
Position 17760: 0.00033191846136947
