Gene = Nup160
index = 1339
Annotated 5SS: [ 199  366  911 1150 1633 2373 2544 2774 3072 3246 3916 4503 4957]
Annotated 3SS: [ 262  418  967 1222 1705 2437 2611 2828 3126 3300 3980 4558 5029]
SMsplice 5SS: [ 199  366  911 1150 1633 2373 2544 2774 3246 3916 4503 4957]
SMsplice 3SS: [ 262  418  967 1222 1705 2437 2611 2828 3300 3980 4558 5029]
top_k =  1000
Partition function (log Z): 36.57976526763875

Sorted 5' Splice Sites (High to Low Probability):
Position 4957: 0.9994648735167453
Position 1150: 0.9965152535408518
Position 2373: 0.9937049444986852
Position 4503: 0.9903558907383817
Position 911: 0.9892312115921246
Position 1633: 0.9690760753148191
Position 2544: 0.951581973813485
Position 2774: 0.9499948568639754
Position 199: 0.922340373525471
Position 3916: 0.9222329594653276
Position 366: 0.9088871767648959
Position 3246: 0.6741600143102129
Position 541: 0.4870764726148113
Position 3072: 0.3196404117078974
Position 3715: 0.2928601249147008
Position 5152: 0.2139322155094354
Position 2957: 0.209564161467295
Position 3901: 0.05976016853285428
Position 4826: 0.031106751661146438
Position 3414: 0.029134859042211126
Position 1612: 0.02474059947049836
Position 2996: 0.019300549210133872
Position 2554: 0.018264268950010976
Position 3456: 0.018214630915794203
Position 4176: 0.016721700545554198
Position 5145: 0.016537877331292625
Position 3203: 0.012353712366775422
Position 4214: 0.011273750037700226
Position 453: 0.010316666765566085
Position 3522: 0.007122544668590462
Position 183: 0.006837352941022477
Position 3230: 0.006164836502105618
Position 3878: 0.004369040579331128
Position 1772: 0.004070527653693814
Position 4145: 0.003083030410450687
Position 3734: 0.0030363177779424927
Position 3049: 0.0029881482504759333
Position 3591: 0.002900817913631562
Position 3076: 0.002865088981020468
Position 2343: 0.0022429644075905864
Position 41: 0.002169859004060098
Position 3163: 0.0021313583405474516
Position 1154: 0.001975146080822785
Position 2226: 0.0018044235212645785
Position 5205: 0.0017275515021357407
Position 2560: 0.0016331515489216618
Position 2198: 0.0012988862917514919
Position 1637: 0.0012708490490251423
Position 5437: 0.0012489670838231764
Position 3223: 0.0012429133821525928
Position 4217: 0.0011986292497021362
Position 1949: 0.0011659791563678565
Position 5156: 0.0010053020361567124
Position 2758: 0.0009936068468704197
Position 5179: 0.0009675237330177543
Position 1958: 0.0008675434652674167
Position 5166: 0.0008205665396092564
Position 3191: 0.0008146519347911563
Position 622: 0.0008018554451638979
Position 353: 0.0007824691316044789
Position 2581: 0.0007576832291213031
Position 570: 0.0007041579682603191
Position 4272: 0.0006809510180992318
Position 3677: 0.0006241031488708549
Position 3033: 0.0005471637983860276
Position 606: 0.0004667874316041045
Position 3214: 0.0004470594132525928
Position 2794: 0.0004145224212431658
Position 4680: 0.0004105595171772808
Position 1527: 0.0003969996671166942
Position 3864: 0.0003641420157689253
Position 2727: 0.0003492780928297669
Position 3149: 0.00032279270087380395
Position 2114: 0.0002934556268436657
Position 2659: 0.0002904831874620987
Position 901: 0.0002631445575716623
Position 2521: 0.0002247229322411622
Position 1861: 0.00022159345796716684
Position 3463: 0.0002138925418441808
Position 3337: 0.00019600742492805295
Position 2399: 0.00019351755246101567
Position 522: 0.00019332627331899332
Position 3387: 0.0001916996221180731
Position 3225: 0.00018582730221967998
Position 5423: 0.00018216932340979096
Position 1073: 0.00017240532625089513
Position 29: 0.00016583531257975386
Position 1306: 0.00013480185240424743
Position 1837: 0.00013114595918909734
Position 4796: 0.00012624521978156177
Position 259: 0.0001245602710919799
Position 2637: 0.00011460878237450562
Position 2961: 0.00011363296316672267
Position 234: 0.0001123307030054159
Position 2111: 9.848218988389317e-05
Position 2486: 9.219073921999337e-05
Position 4019: 8.967195607975264e-05
Position 2091: 8.894492623991153e-05
Position 4961: 8.635237813554894e-05
Position 4660: 8.377042604682699e-05
Position 4053: 8.35641855145566e-05
Position 203: 7.640547788163681e-05
Position 1595: 7.542317153998605e-05
Position 72: 7.088761538771507e-05
Position 881: 6.42114008619151e-05
Position 2940: 6.253350985192983e-05
Position 4083: 6.1304281743547e-05
Position 1891: 5.6617425305232395e-05
Position 3109: 5.527462618767648e-05
Position 3504: 5.3761389981947555e-05
Position 4833: 5.2758522481452504e-05
Position 915: 4.819996387376716e-05
Position 2685: 4.783674285164277e-05
Position 1387: 4.7273809396291546e-05
Position 4188: 4.246292121316806e-05
Position 2267: 4.158598138951443e-05
Position 791: 4.112528726251473e-05
Position 4663: 4.018509339022616e-05
Position 4220: 4.0052131458145756e-05
Position 744: 3.88985488758653e-05
Position 749: 3.683932848563009e-05
Position 337: 3.595184145025344e-05
Position 370: 3.3129732266571965e-05
Position 561: 3.1542294864587497e-05
Position 2645: 2.963764076217522e-05
Position 2804: 2.778932005741458e-05
Position 1363: 2.749592576245613e-05
Position 2213: 2.621005887545863e-05
Position 4521: 2.256509537549625e-05
Position 577: 2.193518344338068e-05
Position 5338: 2.175133369595574e-05
Position 4916: 2.157325622182033e-05
Position 1935: 2.033686771518132e-05
Position 1453: 2.0122796628930687e-05
Position 2336: 1.9431832289410823e-05
Position 3738: 1.913499288513457e-05
Position 31: 1.8952397700186728e-05
Position 3377: 1.7864803186506823e-05
Position 1495: 1.389770733277602e-05
Position 1351: 1.3213311537253697e-05
Position 4066: 1.3078790690055875e-05
Position 4722: 1.301289192265793e-05
Position 2192: 1.2988547891506413e-05
Position 4615: 1.1786161866480665e-05
Position 672: 1.0938550941999715e-05
Position 2265: 1.0034094387002577e-05
Position 5325: 9.638666041556026e-06
Position 1552: 9.429743519903442e-06
