Gene = l(3)76BDm
index = 1754
Annotated 5SS: [ 242  698 1682 1988 2505 3512 3998]
Annotated 3SS: [ 535  756 1738 2041 2598 3571 4127]
SMsplice 5SS: [ 242  698 1682 1988 2505 3512 3998]
SMsplice 3SS: [ 535  756 1738 2041 2598 3571 4127]
top_k =  1000
Partition function (log Z): 22.789386544798784

Sorted 5' Splice Sites (High to Low Probability):
Position 698: 0.998246227349181
Position 2505: 0.9937209179440347
Position 1988: 0.9822849595124545
Position 3998: 0.9768826126234273
Position 1682: 0.9768204398881158
Position 242: 0.9365532717998071
Position 3512: 0.9334789555783418
Position 3337: 0.06566524393346725
Position 3699: 0.06248275157398237
Position 2228: 0.05310961094499568
Position 2894: 0.02606544253259204
Position 294: 0.02377493444067133
Position 3516: 0.022093011630381992
Position 3014: 0.01681353460828121
Position 1146: 0.01667477312875074
Position 441: 0.015321938213304152
Position 1965: 0.014376699744277889
Position 1921: 0.009237795654235327
Position 2332: 0.009047448169913657
Position 265: 0.008707932529259884
Position 808: 0.008303439992663876
Position 4763: 0.007962112557545586
Position 1631: 0.007629420423822747
Position 3823: 0.007532258991735327
Position 977: 0.006407382189729372
Position 3221: 0.005955224265898776
Position 3055: 0.005468920720842433
Position 3769: 0.004949035859707612
Position 3018: 0.004435548148946182
Position 3509: 0.004218085586499894
Position 273: 0.0041304702567817025
Position 289: 0.004072338363572564
Position 1135: 0.00336813606886959
Position 3703: 0.0026271813688789327
Position 2653: 0.0025168204136413186
Position 2513: 0.002196432325913864
Position 1189: 0.0020941589435804664
Position 6: 0.0020861985681807724
Position 996: 0.0018735166275014033
Position 2509: 0.0018200848325598015
Position 2668: 0.001648432871204613
Position 3990: 0.0015549323715739406
Position 2260: 0.001499860572990884
Position 2794: 0.001491052761362661
Position 4995: 0.0013169906060913152
Position 1011: 0.0012533142024322838
Position 1296: 0.0010842169572687626
Position 1006: 0.0010576286179428131
Position 4382: 0.0010457517334328545
Position 3374: 0.0010258478009380386
Position 794: 0.0009041403026569155
Position 1980: 0.0008720732160324252
Position 437: 0.0008592080969921167
Position 362: 0.0008123423142945149
Position 386: 0.0008025581938874153
Position 3682: 0.0008010341722855303
Position 934: 0.0007226049925686664
Position 2202: 0.000651477532883406
Position 258: 0.0006408135685809006
Position 980: 0.0005947332537311964
Position 462: 0.0005886645593394256
Position 3194: 0.0005419280841832323
Position 327: 0.0005325136424845526
Position 704: 0.000500392923963253
Position 3936: 0.0004997845560404115
Position 269: 0.00047766395768172334
Position 1097: 0.00047034563500275963
Position 2319: 0.00045906036062317034
Position 1399: 0.00045864552745091615
Position 2998: 0.000442376676774484
Position 34: 0.0004164851145617545
Position 1775: 0.00039967284601562735
Position 409: 0.00037324324104692595
Position 246: 0.0003573896751648041
Position 2939: 0.00035654121662017735
Position 1166: 0.000355850792253257
Position 2486: 0.00033768591876110637
Position 3175: 0.00032701326550618016
Position 1258: 0.00032631734992959486
Position 4064: 0.0003024931369163069
Position 2244: 0.000284299696966139
