Gene = bark
index = 1622
Annotated 5SS: [  152  3979  5608  9720 11988 12262 12687 12871 13065 13221 13655 13938]
Annotated 3SS: [ 3370  5428  5665  9781 12049 12330 12744 13040 13122 13283 13712 14040]
SMsplice 5SS: [  152  5608  5923  9720 11988 12262 12687 13065 13221 13655 13938]
SMsplice 3SS: [ 5428  5665  9570  9781 12049 12330 12744 13122 13283 13712 14040]
top_k =  1000
Partition function (log Z): 18.100428045013384

Sorted 5' Splice Sites (High to Low Probability):
Position 12687: 0.9969247592146957
Position 13221: 0.9963756838650494
Position 5608: 0.9952867724059158
Position 11988: 0.9824160553763118
Position 12262: 0.9776444719409704
Position 9720: 0.9564550341637611
Position 13065: 0.902184792104367
Position 13655: 0.8582378125857532
Position 5923: 0.7208863352313977
Position 13938: 0.7028740697489737
Position 152: 0.5617458859080153
Position 3979: 0.41509993432002457
Position 12871: 0.2865559615802901
Position 12456: 0.19048249352945099
Position 11399: 0.17921178536180535
Position 464: 0.12550953553291497
Position 8286: 0.08048935295966132
Position 34: 0.07007589512287725
Position 8682: 0.06687862592235852
Position 71: 0.05508672730544669
Position 7978: 0.054092868232661205
Position 8259: 0.0491410061388395
Position 5854: 0.04758546424200304
Position 1066: 0.042850797678480886
Position 74: 0.03814365036938957
Position 10833: 0.03605650997006456
Position 10506: 0.03475008348846674
Position 4714: 0.030433708536548938
Position 8585: 0.03035697822301559
Position 10854: 0.028987968261146992
Position 7104: 0.027260806505556866
Position 13350: 0.02489310488906312
Position 5794: 0.024658071001974143
Position 94: 0.021683825931164816
Position 10900: 0.02064313190177618
Position 12267: 0.018180485842866006
Position 7612: 0.01734223163352124
Position 1452: 0.017182662796926425
Position 13365: 0.016577363897852474
Position 340: 0.015945005579405848
Position 14375: 0.014852765985880796
Position 12544: 0.01451261566600488
Position 10021: 0.014135153849024754
Position 13541: 0.013858536848558513
Position 15215: 0.013741254844838338
Position 7461: 0.013612616443500153
Position 15075: 0.012651419963883023
Position 533: 0.010355378093140091
Position 7690: 0.010309583502368111
Position 1955: 0.010290805116557583
Position 15013: 0.00849771064732348
Position 643: 0.008071062929239195
Position 5848: 0.007884913436427448
Position 14187: 0.007387919885700432
Position 377: 0.007336343345713816
Position 7466: 0.006772832526722302
Position 13691: 0.005859840497878819
Position 13978: 0.005748245208104797
Position 6618: 0.0050111404024474095
Position 14147: 0.00461876834318409
Position 10070: 0.004506182942358635
Position 15182: 0.004301434245215111
Position 1379: 0.004085876505856178
Position 947: 0.0038705009451986882
Position 7132: 0.003771502765086104
Position 2548: 0.0036912942583534007
Position 1709: 0.0035951955897675562
Position 522: 0.0035844162279714113
Position 13498: 0.0033161419318158093
Position 131: 0.003283921489548838
Position 5612: 0.0031607448478567315
Position 683: 0.0031453614438947636
Position 881: 0.0030949100320005946
Position 10281: 0.003032436717427796
Position 136: 0.0030001550199501895
Position 6271: 0.0029231808288405913
Position 5771: 0.0027987376164143765
Position 125: 0.0027500099361468314
Position 11451: 0.002408800864802819
Position 15080: 0.001984323265286846
Position 4707: 0.001961096281339548
Position 18: 0.0019466014151448697
Position 11395: 0.001920677012519988
Position 345: 0.00187629391864405
Position 12483: 0.00174129440656012
Position 7491: 0.0017051494462755508
Position 6990: 0.001700632548948599
Position 12640: 0.0016892775066937782
Position 7936: 0.0016770796340477444
Position 7658: 0.0016589512451770363
Position 1239: 0.0015946462702793997
Position 15053: 0.0015895984806278869
