Gene = Rab3-GAP
index = 1403
Annotated 5SS: [ 104  469 2316 2598 2787 3972 4355]
Annotated 3SS: [ 158  521 2380 2658 2845 4156 4417]
SMsplice 5SS: [ 104  469 2316 2598 2787 3972 4355]
SMsplice 3SS: [ 158  521 2380 2658 2845 4156 4417]
top_k =  1000
Partition function (log Z): 11.829406844227009

Sorted 5' Splice Sites (High to Low Probability):
Position 2787: 0.9990285860812692
Position 2598: 0.9922641782533396
Position 3972: 0.986193058064652
Position 4355: 0.975163669733046
Position 469: 0.860045403343992
Position 104: 0.7912588842273321
Position 2316: 0.6953751992628763
Position 3139: 0.3891240238906379
Position 3472: 0.29145926836932323
Position 3128: 0.1673141629946162
Position 959: 0.08652947917656381
Position 4597: 0.06940125340301574
Position 2922: 0.05315147996879506
Position 1726: 0.045703450057784735
Position 4574: 0.03559816843824166
Position 683: 0.033368602344332886
Position 735: 0.03226305267670664
Position 1472: 0.03011767135953363
Position 2041: 0.021773890005428932
Position 2992: 0.020902412636821667
Position 4076: 0.014620427367575859
Position 449: 0.014271897824340433
Position 2164: 0.014091076823839335
Position 1387: 0.013403086921044452
Position 1780: 0.007328284964505313
Position 4621: 0.005548093214402764
Position 169: 0.005511480997773808
Position 856: 0.005088997025370936
Position 698: 0.005075914758242438
Position 4564: 0.004748825172690927
Position 298: 0.004487359483029611
Position 2565: 0.003934764270650347
Position 3417: 0.0034930158115836192
Position 695: 0.0032716868893216348
Position 3045: 0.00325652123532864
Position 976: 0.0031978131543372043
Position 1194: 0.0029427955639698463
Position 938: 0.002887706645227737
Position 3126: 0.002871732863344115
Position 4578: 0.0025859464069674064
Position 1719: 0.0024321293528680736
Position 3074: 0.0022514218695599483
Position 3026: 0.0022469335787971894
Position 2963: 0.002127795888021933
Position 1484: 0.001924384325120114
Position 3640: 0.0018711508097380017
Position 2997: 0.0017612611917320658
Position 2304: 0.0016189430831614413
Position 964: 0.001569530497484463
Position 886: 0.0015365839990482426
Position 673: 0.0014043429402597189
Position 1189: 0.00131474133845272
Position 447: 0.0010841728142157072
Position 3319: 0.001044173173930473
Position 2553: 0.0010073732581871472
Position 3980: 0.0010001888402858142
Position 2201: 0.0007790633953909219
Position 3242: 0.0007629336260604533
Position 702: 0.000722366158099352
Position 2521: 0.0006104043884024959
Position 4072: 0.0006069722508806394
Position 4089: 0.0005732399565369473
Position 3477: 0.0005416067192329538
Position 40: 0.0005373939331397373
Position 3304: 0.0005347220122554191
Position 4679: 0.00048325396988552503
Position 721: 0.00032468010281149287
Position 131: 0.00029467195749117357
Position 1983: 0.0002885058417355234
Position 228: 0.00028788392859496384
Position 473: 0.0002536316646862683
Position 718: 0.00024763399153373563
Position 3942: 0.00023391466835977236
Position 1845: 0.00023240312111637656
Position 4729: 0.0002275943705159312
Position 1254: 0.00019733008681473353
Position 425: 0.00017305377663891247
Position 62: 0.00016374399266535158
Position 2145: 0.0001527756735131605
Position 2602: 0.0001470672404589834
Position 1706: 0.0001338253152403646
Position 2183: 0.0001316512459371921
Position 3663: 0.00012735073319445012
Position 741: 0.0001233304669595736
Position 3596: 9.769780117718579e-05
Position 3226: 9.530073398769086e-05
Position 3184: 9.04873713550752e-05
Position 3464: 9.028755621839095e-05
Position 1198: 8.578521113951377e-05
Position 3934: 8.222186803028693e-05
Position 4330: 5.90164462307438e-05
Position 4697: 5.815719101656818e-05
Position 842: 5.7907899308332e-05
Position 1425: 5.6848539166397945e-05
Position 1292: 5.24773542527902e-05
Position 2974: 4.902362295214327e-05
Position 4709: 4.809856628519538e-05
Position 3881: 4.670730835582473e-05
Position 3249: 4.012204060113443e-05
Position 836: 4.011823014234767e-05
Position 4319: 3.473971661500265e-05
Position 76: 3.214162807103187e-05
Position 118: 3.202056910983678e-05
Position 287: 3.1392325538547366e-05
Position 488: 3.1240387928357046e-05
Position 3254: 2.38070518001519e-05
Position 2499: 2.3478661474020077e-05
Position 329: 1.6689663575269747e-05
Position 4263: 1.4853148434723826e-05
Position 3443: 1.4317841598822088e-05
Position 4180: 9.333710924680094e-06
Position 2446: 8.640339244280137e-06
Position 2486: 8.265688453787234e-06
Position 538: 6.772505556470936e-06
Position 153: 6.116785731128725e-06
Position 2791: 5.814183574192192e-06
Position 235: 5.0202354099047996e-06
Position 2544: 4.521783243203362e-06
Position 2871: 3.805451710653078e-06
Position 2767: 3.6626888408648764e-06
Position 2845: 3.167907308023597e-06
Position 3216: 2.6821335152284683e-06
Position 2929: 2.530422944122229e-06
Position 9: 2.1512514423694087e-06
Position 7: 2.0476208827585674e-06
Position 2908: 2.025672642276334e-06
Position 3078: 1.665137635592626e-06
Position 404: 1.4851103668410138e-06
Position 763: 1.4276615251479195e-06
Position 618: 1.385123870201869e-06
Position 4359: 1.2341306529042333e-06
Position 2730: 9.945132174841638e-07
Position 412: 5.862931877722118e-07
Position 4300: 5.187101266948033e-07
Position 4168: 4.3450564307867784e-07
Position 476: 3.2754369112144174e-07
Position 558: 2.732635129622201e-07
Position 2943: 2.2689813254515543e-07
Position 2708: 1.429962489984324e-07
Position 398: 8.722794186633755e-08
Position 4294: 7.914901708723112e-08
Position 4534: 7.872788267758864e-08
Position 820: 5.883258770704624e-08
Position 4386: 4.854478853468124e-09
Position 3485: 2.5434785024861893e-09
Position 4498: 2.424250674794871e-09
Position 521: 1.7046128849923514e-09
Position 2761: 1.4387870519684823e-09
Position 547: 1.7664155292278513e-11
Position 2885: 2.991911575263118e-12
Position 3380: 4.343415401563294e-13

