Gene = mfr
index = 1789
Annotated 5SS: [ 794 1225 1407 1650 2148 3459 3684 4950 5148 5607 5853 6254 6413]
Annotated 3SS: [ 865 1282 1471 1698 2199 3511 3736 5010 5424 5731 5962 6311 6476]
SMsplice 5SS: [ 348  794 1225 2148 3459 3684 4950 5148 5607 5883 6254 6413]
SMsplice 3SS: [ 460  865 1282 2199 3511 3736 5010 5424 5731 5962 6311 6528]
top_k =  1000
Partition function (log Z): 16.059312278642864

Sorted 5' Splice Sites (High to Low Probability):
Position 6254: 0.981367828187219
Position 1225: 0.9411975538308154
Position 794: 0.9251457971989192
Position 3684: 0.9187981658613766
Position 5148: 0.9158433190416857
Position 4950: 0.8790114205792149
Position 5607: 0.8429408404044109
Position 3459: 0.826566441806828
Position 1650: 0.7458441391179811
Position 6413: 0.7044455351321663
Position 5883: 0.6014646507781045
Position 2148: 0.578048692323402
Position 348: 0.5709138087389836
Position 5853: 0.37843062262078325
Position 1407: 0.26899688697132595
Position 4772: 0.15968270365803627
Position 4461: 0.1555236864456349
Position 5518: 0.09681479628234933
Position 291: 0.09351256527308514
Position 4481: 0.08324352727905822
Position 282: 0.08309074713673634
Position 5167: 0.04381944955917822
Position 1196: 0.040689587127512555
Position 3923: 0.03962917353024601
Position 359: 0.03867684577244507
Position 1386: 0.03769135343414399
Position 715: 0.03088317266863414
Position 199: 0.026260784441333004
Position 248: 0.023818020397792156
Position 3468: 0.023351797568154885
Position 3194: 0.023138391745089668
Position 362: 0.0208268156818537
Position 295: 0.01925666830628437
Position 2105: 0.018611090062205682
Position 2594: 0.01659471202139806
Position 4270: 0.016376902515035506
Position 3705: 0.015816814131989286
Position 6132: 0.0149608000598148
Position 4533: 0.014890595602092594
Position 1318: 0.014245196185549784
Position 1846: 0.014064169143510968
Position 6103: 0.012930953819956858
Position 4274: 0.012182985691025293
Position 2602: 0.008000135282433027
Position 2113: 0.007234443365319325
Position 796: 0.006810059391882184
Position 93: 0.005782561228449635
Position 1930: 0.0057312526105976844
Position 5362: 0.005223811130733827
Position 4893: 0.00503350950669593
Position 2914: 0.0048677495881435445
Position 5877: 0.004196629502958769
Position 5301: 0.004069574723740963
Position 6112: 0.004059587710847692
Position 415: 0.004031656674933988
Position 2278: 0.003295806799299536
Position 1351: 0.003058249179448175
Position 1391: 0.0027280201109734026
Position 3571: 0.002697732633445319
Position 5735: 0.00265167689277665
Position 5171: 0.002093822480392462
Position 6210: 0.0019272986632446474
Position 692: 0.0017673482438436562
Position 5619: 0.0016195050461665578
Position 5688: 0.0016167456695506015
Position 965: 0.001273971914312126
Position 2136: 0.0012690441103884679
Position 3877: 0.0012207446901008328
Position 6260: 0.0011132453658518992
Position 184: 0.0011006969714679401
Position 6035: 0.0010676048946402803
Position 3681: 0.0008793355404468874
Position 719: 0.0008482587539378644
