Gene = Irbp18
index = 1237
Annotated 5SS: [187]
Annotated 3SS: [313]
SMsplice 5SS: [187]
SMsplice 3SS: [313]
top_k =  1000
Partition function (log Z): -7.462307214922218

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.9565901097996122
Position 360: 0.09234824359154355
Position 407: 0.02908084522164324
Position 465: 0.009128402167760816
Position 208: 0.0008048367954759989
Position 264: 0.00037758519590342466
Position 604: 0.00018855959901022498
Position 156: 0.00011376415028966143
Position 134: 9.267555123688511e-05
Position 423: 3.102924086485992e-05
Position 199: 2.0559982002730045e-05
Position 191: 1.4893899792921318e-05
Position 237: 1.4276746608927433e-05
Position 59: 6.952040946153489e-06
Position 251: 5.539136274061231e-06
Position 618: 4.303482742247312e-06
Position 22: 3.4747762255856265e-06
Position 616: 1.2863087062502786e-06
Position 243: 1.066061282570347e-06
Position 607: 9.619216799535825e-07
Position 4: 7.847546625907284e-07
Position 102: 5.207164175854503e-07
Position 317: 3.939163942338698e-07
Position 629: 1.767390941557423e-07
Position 646: 1.7423090426681775e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 313: 0.8215007639103492
Position 463: 0.12243621620798224
Position 447: 0.0739775044714428
Position 629: 0.03868292832149532
Position 412: 0.014273739144911727
Position 499: 0.0035552612666759848
Position 261: 0.0029315549308355773
Position 406: 0.0025190106211011747
Position 591: 0.0016247828336651664
Position 322: 0.0015735261562099692
Position 277: 0.0012363335757603123
Position 518: 0.00107712122964865
Position 673: 0.000707923634879191
Position 337: 0.000633356811347728
Position 384: 0.0005807606115236585
Position 689: 0.0004785622757908936
Position 418: 0.00030327645042488457
Position 264: 0.0002916135240163705
Position 532: 0.0001421414852287832
Position 364: 9.666226746887785e-05
Position 678: 8.565822209906604e-05
Position 343: 5.9577339428192885e-05
Position 502: 1.9276494909565623e-05
Position 699: 1.4048933124037467e-05
Position 388: 1.1419155078070133e-05
Position 215: 9.259484207786362e-06
Position 478: 3.854432260572654e-06
Position 469: 1.6166682389084637e-06
Position 449: 8.954935706941868e-07
Position 59: 7.036149697203441e-07
Position 197: 4.971973867076955e-07
Position 134: 4.583613169007417e-07
Position 224: 2.1616124627585334e-07
Position 90: 2.1369657104015271e-07
Position 110: 1.56002089435599e-07
Position 199: 1.2733065411823077e-07
Position 92: 8.852305967394422e-08
Position 548: 8.213737168511324e-08
Position 119: 6.836590379651103e-08
Position 145: 6.321325094430952e-08
Position 72: 5.804497514737938e-08
Position 191: 1.9724637874359553e-08
Position 186: 1.4106997171546543e-08
Position 217: 1.5127107046962756e-09
Position 154: 8.735960151273812e-10
Position 551: 6.898324576371615e-10
Position 174: 3.305822663597637e-10
Position 170: 9.42279733748382e-11
Position 163: 5.972946411061747e-11
Position 355: 2.25380832093483e-11
Position 219: 9.731380761326901e-12
Position 423: 2.1343252422920097e-14
