Gene = Spc105R
index = 1511
Annotated 5SS: [  96  261 1059 5450 5965]
Annotated 3SS: [ 156  312 1134 5511 6023]
SMsplice 5SS: [  96  261 1059 1300 5450 5965]
SMsplice 3SS: [ 156  312 1134 5263 5511 6023]
top_k =  1000
Partition function (log Z): 1.221874987785457

Sorted 5' Splice Sites (High to Low Probability):
Position 96: 0.9763156454742425
Position 1059: 0.964465245742652
Position 261: 0.9638249470542586
Position 5450: 0.8907962489945607
Position 1300: 0.861507364573517
Position 5965: 0.7876955337197354
Position 794: 0.33140528174092404
Position 1348: 0.10518677649318421
Position 5720: 0.029422877772816235
Position 5675: 0.026628555692496468
Position 5142: 0.025340890122627326
Position 6122: 0.021514314944468062
Position 5616: 0.014486729007206404
Position 3623: 0.013807445019992724
Position 252: 0.01076654628001658
Position 1038: 0.010699756143182094
Position 767: 0.009276569770641877
Position 5672: 0.009094549758337954
Position 1880: 0.006423262159047233
Position 256: 0.0064134801058111845
Position 5982: 0.0049831434344833996
Position 2965: 0.004399107553636606
Position 265: 0.0037412860837238004
Position 942: 0.0033051008215739448
Position 2941: 0.0032879952587795587
Position 1063: 0.0031185182059589598
Position 270: 0.00245469634253502
Position 4683: 0.002450762111126242
Position 4630: 0.0022164176317547276
Position 6266: 0.0021547472246545092
Position 2161: 0.0018210872325949584
Position 929: 0.0014786577586812105
Position 4653: 0.0011156510622269075
Position 4017: 0.001099549838668756
Position 723: 0.0009465657879443115
Position 5699: 0.0007801518226449908
Position 798: 0.0007771586953502677
Position 91: 0.0007769213215313202
Position 770: 0.000743028862399617
Position 719: 0.0006584246534284017
Position 100: 0.0005555085007402023
Position 3831: 0.0004629938347156663
Position 1373: 0.0003777329709230287
Position 656: 0.00026308265835828373
Position 3585: 0.00024096928373432795
Position 3361: 0.00019823372576151043
Position 5571: 0.0001732785070128403
Position 1074: 0.00016216518598280633
Position 425: 0.0001214311669876446
Position 502: 9.269354153413932e-05
Position 506: 8.104901241370676e-05
Position 6270: 8.104576401545436e-05
Position 998: 7.788441929599592e-05
Position 1708: 7.365063578080664e-05
Position 524: 7.364709725986076e-05
Position 3043: 7.34249404629681e-05
Position 285: 6.563062973640168e-05
Position 1459: 5.9919203483784266e-05
Position 5914: 5.56012088807224e-05
Position 355: 5.491188749169773e-05
Position 6085: 4.9116606482868e-05
Position 434: 4.039853492328768e-05
Position 900: 3.728567299836046e-05
Position 236: 3.0340720840618875e-05
Position 1828: 2.5774486218362648e-05
Position 52: 2.298859898970386e-05
Position 400: 1.9084714189444985e-05
Position 743: 1.8953138687015102e-05
Position 712: 1.7819275378662524e-05
Position 362: 1.728459634257261e-05
Position 242: 1.4660147058772896e-05
Position 161: 9.192364062640673e-06
Position 1744: 6.997498394663246e-06
Position 166: 6.218019898070372e-06
Position 692: 5.415423203509282e-06
Position 2106: 5.24524632387859e-06
Position 201: 4.890291183606906e-06
Position 136: 4.5506331807850706e-06
Position 1544: 3.5767978547320345e-06
Position 364: 2.371238711065082e-06
Position 1780: 2.2367998653698016e-06
Position 20: 1.9192881812678007e-06
Position 494: 1.7218039429138464e-06
Position 320: 1.6019543700010685e-06
Position 2389: 1.3259235439208803e-06
Position 1367: 1.1340344984818091e-06
Position 3177: 1.0469476885390432e-06
Position 625: 1.0117068228429864e-06
Position 785: 6.272873729590712e-07
Position 1408: 5.509467379498797e-07
Position 869: 4.928795237547056e-07
Position 1637: 2.3451119611692596e-07
Position 2946: 1.7655384418200316e-07
Position 592: 1.55638175302465e-07
Position 636: 1.5217616834805388e-07
Position 1448: 1.226770643266379e-07
Position 946: 9.394420221721054e-08
Position 1884: 3.371091728656358e-08
Position 1732: 2.191495288423678e-08
Position 590: 9.441408005626014e-10
Position 1211: 1.235622866551705e-10
Position 1703: 5.4977131316407265e-11
Position 1492: 1.845561715279834e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1134: 0.9794410564276892
Position 156: 0.9770305444568146
Position 5511: 0.7868378167186512
Position 6023: 0.7825062259083896
Position 312: 0.6459786160093199
Position 5263: 0.3669123221313542
Position 334: 0.3183302901052918
Position 863: 0.27347125637095976
Position 4953: 0.18246028035069822
Position 4182: 0.1308479831858708
Position 5514: 0.10470026110828755
Position 3725: 0.09134873897481925
Position 5805: 0.06404062859873814
Position 900: 0.05560359032278552
Position 4416: 0.04323474872109012
Position 5738: 0.04179926056182838
Position 5587: 0.026811215607090162
Position 4481: 0.02357167276988762
Position 6047: 0.02278338993198031
Position 6192: 0.021679328310232126
Position 331: 0.016207523776626136
Position 4552: 0.015982607671087817
Position 5653: 0.015440827226170297
Position 4704: 0.015282125201156488
Position 4959: 0.013751584266114439
Position 5290: 0.012280135044165811
Position 3530: 0.01008344935483928
Position 3533: 0.008556654693152178
Position 3967: 0.006598325420193354
Position 3809: 0.004782369306654376
