Gene = Cwc25
index = 1113
Annotated 5SS: [119 397]
Annotated 3SS: [173 458]
SMsplice 5SS: [119 397]
SMsplice 3SS: [173 458]
top_k =  1000
Partition function (log Z): 2.8485546814829994

Sorted 5' Splice Sites (High to Low Probability):
Position 397: 0.9985983565628176
Position 119: 0.9896765857286566
Position 563: 0.06126859828856416
Position 944: 0.010829573364836191
Position 969: 0.009707379292193865
Position 123: 0.006508543754103167
Position 567: 0.0012830260754682307
Position 653: 0.0011518843800829225
Position 58: 0.0009094322950231401
Position 389: 0.0006491222570155041
Position 603: 0.0006458027465580551
Position 1673: 0.0005856186428691761
Position 501: 0.0005010022985469419
Position 590: 0.0004473361721669238
Position 54: 0.0003538360489104581
Position 105: 0.0003167126168954835
Position 885: 0.0002499560269049932
Position 65: 0.00011399577389691137
Position 410: 6.869903852694407e-05
Position 832: 6.223074027684718e-05
Position 635: 5.63959555892631e-05
Position 401: 3.0676802381977906e-05
Position 720: 2.907228828296689e-05
Position 1003: 2.5100198850765454e-05
Position 1586: 2.0718948428741776e-05
Position 1507: 2.021747688092345e-05
Position 383: 1.670456641915445e-05
Position 605: 8.652892536142434e-06
Position 1389: 5.585026572405297e-06
Position 77: 3.4845758030148104e-06
Position 640: 2.3910713430571393e-06
Position 69: 2.331310261185175e-06
Position 331: 2.1683124952634613e-06
Position 888: 1.902164619026063e-06
Position 1098: 1.2858753128773934e-06
Position 17: 1.0824817250238094e-06
Position 1589: 2.3271767210838997e-07
Position 1635: 2.208266569804921e-07
Position 1182: 1.818588334794566e-07
Position 128: 7.493634007730083e-08
Position 339: 1.068407121486513e-08
Position 514: 9.895600194306438e-09
Position 147: 6.752093105567974e-09
Position 743: 5.620731652653169e-09
Position 487: 1.5399266426699126e-09
Position 222: 5.688041363894091e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 173: 0.9976242984792456
Position 458: 0.8137847790445599
Position 462: 0.181435218402564
Position 652: 0.038664185832056316
Position 1028: 0.02337857089791715
Position 640: 0.011019266906395401
Position 775: 0.004521901810748154
Position 703: 0.00270321703122028
Position 853: 0.0019299990207273731
Position 467: 0.001493766905762622
Position 700: 0.0013094616768682048
Position 727: 0.000992165303127989
Position 1741: 0.000742113203239358
Position 664: 0.0005546238887078153
Position 784: 0.0005062097759706307
Position 748: 0.00044290380139666547
Position 1832: 0.0003625576061124185
Position 1101: 0.000263474777058559
Position 505: 0.00021809215299762184
Position 1045: 0.0002048052796582952
Position 1425: 0.0001938804590464719
Position 1571: 0.0001594554891198809
Position 850: 0.000154032608533431
Position 215: 0.00014620627427326265
Position 935: 0.0001236860367029803
Position 927: 0.00011281545496207142
Position 182: 9.803748680936534e-05
Position 1069: 7.348479671324338e-05
Position 487: 6.946691460466247e-05
Position 988: 6.357617316896168e-05
Position 1413: 6.055012349893149e-05
Position 793: 5.547535232887615e-05
Position 859: 5.1896788257792385e-05
Position 1146: 4.202710218694489e-05
Position 1372: 3.785310180054578e-05
Position 873: 3.7849412770508836e-05
Position 1066: 3.7334793316519076e-05
Position 1072: 2.8783839137046513e-05
Position 856: 2.8339459354187985e-05
Position 484: 2.824719332060332e-05
Position 894: 2.7791335388668805e-05
Position 1042: 2.476514335547743e-05
Position 1213: 2.1951913789218894e-05
Position 1473: 2.010570856783379e-05
Position 1089: 1.941782574167426e-05
Position 1051: 1.5750975329434532e-05
Position 1086: 1.5278555996976922e-05
Position 1428: 1.5115225489005584e-05
Position 1788: 1.3986218854290137e-05
Position 1431: 1.3926335954104886e-05
Position 1057: 1.3759698690494712e-05
Position 1764: 1.3713600376692814e-05
Position 944: 1.3037320627370759e-05
Position 469: 1.2015250181348743e-05
Position 1003: 1.1728965888131045e-05
Position 1501: 1.1392473719884644e-05
Position 1369: 1.0230812703102744e-05
Position 100: 9.160029075904237e-06
Position 1239: 8.76730882228539e-06
Position 1529: 7.702528225555846e-06
Position 968: 7.409342159178778e-06
Position 230: 6.775598943094369e-06
Position 1507: 6.5000349888914665e-06
Position 1245: 6.192738095619794e-06
Position 1200: 5.991742507796718e-06
Position 1669: 5.168757045799804e-06
Position 1233: 5.061058080947618e-06
Position 1485: 4.706101799058549e-06
Position 533: 4.431895632115407e-06
Position 1607: 4.421005743626436e-06
Position 832: 4.323938839650549e-06
Position 1386: 3.510864198972045e-06
Position 670: 3.4871253926711023e-06
Position 1080: 3.1646763838909414e-06
Position 1461: 2.477062323105722e-06
Position 838: 2.220338072399519e-06
Position 880: 2.2189947260541173e-06
Position 1109: 2.1762895337428727e-06
Position 1275: 1.9248603062501083e-06
Position 556: 1.8329364334643957e-06
Position 800: 1.422694827943582e-06
Position 1115: 1.3641005788157448e-06
Position 218: 1.3392128890819088e-06
Position 514: 1.2796522276165507e-06
Position 888: 1.2005716199414268e-06
Position 1077: 1.2004459603606754e-06
Position 1512: 1.1493816433854235e-06
Position 1681: 9.273650929950991e-07
Position 1517: 9.269756371266067e-07
Position 1392: 9.004436703324493e-07
Position 1357: 8.539754862081286e-07
Position 958: 8.399333495594959e-07
Position 736: 7.538682776870185e-07
Position 1284: 7.13434718649981e-07
Position 754: 6.499847930424862e-07
Position 898: 5.622389369361305e-07
Position 574: 4.4315399137512375e-07
Position 820: 4.3107949961128515e-07
Position 811: 3.986848723704292e-07
Position 543: 3.376974287740028e-07
Position 236: 2.1030961832210977e-07
Position 814: 2.617191782970286e-08
Position 823: 2.173193548859199e-08
Position 119: 9.698970250443029e-09
Position 331: 6.7227008188096535e-09
Position 269: 6.107728963086115e-09
Position 263: 4.837124069876886e-09
Position 523: 4.5328627940344934e-09
Position 316: 3.5816954523631602e-09
Position 885: 3.487162531277722e-09
Position 808: 2.3670044311632995e-09
Position 550: 1.8216556998498125e-09
Position 595: 1.3370491392690862e-09
Position 909: 1.1688366998630483e-09
Position 248: 1.1172244969067688e-09
Position 284: 1.0943088863021721e-09
Position 281: 7.477991273590701e-10
Position 113: 7.107062875598896e-10
Position 304: 3.5986284862513966e-10
Position 553: 3.10484304498251e-10
Position 339: 2.4327344361583853e-10
Position 243: 1.1927743022620244e-10
Position 254: 3.9674361268969345e-11
Position 377: 3.638238344610561e-11
Position 563: 2.4887884889092277e-11
Position 308: 2.326421559221323e-11
Position 123: 1.4376860691701175e-11
Position 538: 1.1741213940664256e-11
Position 296: 8.200810005943279e-12
Position 293: 3.829981226431353e-12
Position 679: 3.4447184468123805e-12
Position 397: 2.0703511361818806e-12
Position 239: 8.674890913944204e-13
Position 346: 8.010329901474403e-13
Position 257: 7.940399341749499e-13
Position 360: 7.770189282555729e-14
Position 383: 4.8573948280345904e-14
Position 306: 3.685410215042935e-14
Position 371: 1.4295567109093377e-16
Position 401: 1.038508846592237e-17
