Gene = LKRSDH
index = 1247
Annotated 5SS: [ 185  450 1368 1812 2451 3785 4021]
Annotated 3SS: [ 305 1190 1432 1875 2628 3843 4082]
SMsplice 5SS: [ 185  450  828 1368 1812 2451 3785 4021]
SMsplice 3SS: [ 305  513 1190 1432 1875 2628 3843 4082]
top_k =  1000
Partition function (log Z): 36.61107383941636

Sorted 5' Splice Sites (High to Low Probability):
Position 4021: 0.9998938900585291
Position 2451: 0.9964758010214276
Position 3785: 0.9961006876058072
Position 1812: 0.9956520837094465
Position 450: 0.9942545364100379
Position 185: 0.955614574402226
Position 1368: 0.8091226035395948
Position 4455: 0.5254338954874331
Position 828: 0.3053439198414116
Position 605: 0.11517750757859777
Position 629: 0.07148334797312644
Position 906: 0.05134972985690589
Position 618: 0.04913916305890584
Position 2749: 0.046393467692690746
Position 242: 0.0442224775110173
Position 591: 0.04292214015796912
Position 865: 0.03693506405351839
Position 3193: 0.02562236094314789
Position 2788: 0.023832607309062212
Position 3106: 0.016601365825679643
Position 2950: 0.013825692404957684
Position 2775: 0.01244385542713666
Position 980: 0.012052890788835917
Position 820: 0.011932132686419676
Position 3209: 0.011813267924229641
Position 1263: 0.011143258705377558
Position 2773: 0.009934076670837398
Position 1089: 0.009141797944659316
Position 4303: 0.008688852897300654
Position 3160: 0.008684073849649443
Position 568: 0.008109198135144161
Position 3341: 0.007606626567590078
Position 1523: 0.007252459642022801
Position 613: 0.0052433874886559755
Position 599: 0.004982766158558222
Position 949: 0.004258502879055672
Position 4164: 0.003667278179343119
Position 572: 0.0033492263723193046
Position 2871: 0.0029674427979743865
Position 4379: 0.002937809139954031
Position 2827: 0.0027678653310722915
Position 2729: 0.002301822680154972
Position 1387: 0.002272227416660301
Position 1103: 0.002160924794664882
Position 3086: 0.001983307310126203
Position 3122: 0.0017059992940488603
Position 2736: 0.0014823162937549117
Position 3789: 0.0014060061620404113
Position 1242: 0.001371994991949539
Position 2447: 0.0013149051768909603
Position 2134: 0.0013040803645893103
Position 2755: 0.001089872138700974
Position 1930: 0.0010616541621473695
Position 4459: 0.0010281866291037538
Position 408: 0.001018439794398748
Position 2953: 0.0007554155378414408
Position 925: 0.0007256771279359401
Position 1902: 0.0006905775261775492
Position 3485: 0.0006668493599264183
Position 2246: 0.0006667336843908028
Position 4432: 0.0006391302767508135
Position 2839: 0.0005921421276241938
Position 3457: 0.0005351638527599917
Position 2793: 0.00046314320931661814
Position 4648: 0.0004567373971672985
Position 3724: 0.0004378971875101113
Position 1059: 0.0004326837094104096
Position 840: 0.00041932512711404196
Position 430: 0.0004100702367560052
Position 1054: 0.0004040902751544915
Position 1020: 0.00039836850114538264
Position 786: 0.00037124098776798194
Position 2902: 0.0003690619124695748
Position 4202: 0.0003677076331616461
Position 735: 0.00035881838416475356
Position 4277: 0.00035429522601360125
Position 1796: 0.00033615264516850455
Position 2918: 0.00029661967625398817
Position 3059: 0.00028112405521810125
Position 2989: 0.0002809369721073173
Position 2012: 0.00027913902562557054
Position 2956: 0.0002653800979798698
Position 2517: 0.0002217065763467964
Position 1821: 0.00021391869935255003
Position 4558: 0.00020119695931826385
Position 2996: 0.00019819015552792517
Position 68: 0.00019030292615122138
Position 414: 0.00018749052777309257
Position 3401: 0.00015156738697263202
Position 1768: 0.00013965204994884303
Position 597: 0.0001395683963844692
