Gene = mTerf3
index = 1783
Annotated 5SS: [819]
Annotated 3SS: [877]
SMsplice 5SS: [819]
SMsplice 3SS: [877]
top_k =  1000
Partition function (log Z): -2.5291764550817595

Sorted 5' Splice Sites (High to Low Probability):
Position 819: 0.9884827583557121
Position 146: 0.03237006743213909
Position 791: 0.009795710299359257
Position 168: 0.006708673800329491
Position 521: 0.0027950905550066132
Position 404: 0.0022393336561556277
Position 345: 0.0009105779419934934
Position 377: 0.000586779199611948
Position 630: 0.0004918305042493649
Position 132: 0.0002776199655868036
Position 788: 0.0002744417720150666
Position 213: 0.0002276978382953277
Position 303: 0.00021583865999436544
Position 290: 0.00018273324787677903
Position 51: 0.00017899916350098751
Position 676: 0.00017787254948414897
Position 263: 0.00017168220341764586
Position 823: 0.00016691958350871996
Position 152: 0.00013487922996301266
Position 332: 7.733824470519163e-05
Position 428: 5.0770540629625205e-05
Position 440: 3.913227901806002e-05
Position 621: 3.662368621102405e-05
Position 39: 3.566384285141371e-05
Position 780: 3.542737775981858e-05
Position 134: 3.4741354053439864e-05
Position 154: 3.150987191949412e-05
Position 730: 3.056578824012582e-05
Position 230: 3.019077528035937e-05
Position 34: 2.4665136055731634e-05
Position 657: 1.9148850789265638e-05
Position 466: 1.0268289881548348e-05
Position 660: 9.846017012394748e-06
Position 1115: 7.556132115067032e-06
Position 646: 5.2813844000763195e-06
Position 614: 5.010262388880431e-06
Position 421: 3.4387429393826855e-06
Position 487: 2.2339529719556377e-06
Position 995: 1.6074981926827948e-06
Position 1002: 1.4725330892283888e-06
Position 853: 1.1642241415160282e-06
Position 1050: 6.165725056422313e-07
Position 598: 3.914894096220455e-07
Position 1105: 1.9463007908339234e-07
Position 736: 1.1616989537167364e-07
Position 734: 1.0251404034278013e-07
Position 905: 5.694415377424276e-08
Position 1072: 5.689707686238941e-08
Position 1096: 3.235843146016942e-08
Position 892: 2.9054255638854412e-08
Position 951: 3.4695019438669164e-09
Position 946: 2.2202846777261745e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 877: 0.9997153771837126
Position 609: 0.016078028795420408
Position 462: 0.01218832020309246
Position 230: 0.0034154316843095704
Position 313: 0.002540765887059144
Position 436: 0.002505974244532269
Position 730: 0.0023296595145471492
Position 196: 0.0017461878483202092
Position 643: 0.0016057259501580275
Position 580: 0.0015412695038274982
Position 687: 0.0006957359497480719
Position 184: 0.00041580497060085596
Position 748: 0.0003729455040843288
Position 218: 0.0002949832578459148
Position 227: 0.00025694704882627646
Position 918: 0.0001363284164326648
Position 324: 0.00012607835422078926
Position 345: 9.707352502026452e-05
Position 942: 8.30627963498562e-05
Position 493: 8.158536966098227e-05
Position 514: 7.994774488772317e-05
Position 385: 6.789439417496812e-05
Position 409: 6.763259662460322e-05
Position 541: 6.513373770803095e-05
Position 543: 5.493312802713206e-05
Position 537: 4.4098795076953524e-05
Position 561: 3.889956494487264e-05
Position 496: 3.7049569743187996e-05
Position 193: 3.326836513051182e-05
Position 646: 2.918439501268512e-05
Position 751: 2.1437162603351832e-05
Position 905: 1.6818787495503205e-05
Position 303: 1.537518612810824e-05
Position 845: 1.4129415015535255e-05
Position 772: 1.2433968827626417e-05
Position 557: 1.1813175438878077e-05
Position 1169: 7.888116775190818e-06
Position 614: 4.924080803748065e-06
Position 361: 4.688498217095521e-06
Position 475: 4.423952351379946e-06
Position 951: 4.284887738581565e-06
Position 983: 4.001264260908904e-06
Position 689: 3.5393670769844348e-06
Position 145: 3.53245378493034e-06
Position 1072: 3.1550593326920165e-06
Position 397: 1.4708984566125694e-06
Position 567: 1.1793720140674859e-06
Position 519: 8.143301521953227e-07
Position 799: 5.772356418416636e-07
Position 1115: 4.5146434042177366e-07
Position 1045: 4.317212362591386e-07
Position 780: 4.2377917755043894e-07
Position 149: 2.937405523625099e-07
Position 256: 2.8624732805966273e-07
Position 775: 2.684266545273602e-07
Position 332: 1.9940781249784077e-07
Position 122: 1.8029469621159894e-07
Position 132: 1.5851951464595561e-07
Position 1156: 1.3007518693268335e-07
Position 371: 6.047114095247021e-08
Position 1022: 2.9402994638553277e-08
Position 1151: 2.6028708213629082e-08
Position 823: 6.9164034067171905e-09
Position 1078: 7.399529966086984e-10
Position 152: 5.0580365022001226e-11
Position 202: 4.470282857599551e-11
