Gene = Zmynd10
index = 1606
Annotated 5SS: [ 749  998 1500]
Annotated 3SS: [ 807 1059 1556]
SMsplice 5SS: [ 749  998 1500]
SMsplice 3SS: [ 807 1059 1556]
top_k =  1000
Partition function (log Z): -1.8449789841288202

Sorted 5' Splice Sites (High to Low Probability):
Position 998: 0.9891092053641324
Position 749: 0.9358195362777836
Position 1500: 0.7187125537980958
Position 243: 0.04254487106868501
Position 1483: 0.037161575796781934
Position 766: 0.015383913739182095
Position 448: 0.007255555750580198
Position 303: 0.006886061346755636
Position 1504: 0.005262252554290328
Position 141: 0.0044505062314785125
Position 408: 0.004053979831370705
Position 81: 0.0033747915849027554
Position 308: 0.001971391208997441
Position 735: 0.0014448439666371164
Position 150: 0.0010554028161866523
Position 384: 0.0010304898977449627
Position 920: 0.0007795196140547207
Position 464: 0.0006350211011281124
Position 522: 0.0005561866447960992
Position 510: 0.0005021885949583962
Position 702: 0.00039076625958042114
Position 31: 0.0003088986519900268
Position 1464: 0.00030175456965695165
Position 174: 0.0002547836244271432
Position 663: 0.0002477057175065707
Position 423: 0.00017957849773109298
Position 1267: 0.00017040018741649874
Position 279: 0.00014744920959334443
Position 311: 9.248080223493435e-05
Position 65: 7.050793911889713e-05
Position 251: 5.013129919760872e-05
Position 4: 4.8242832992943276e-05
Position 988: 4.324096810399662e-05
Position 1219: 3.749119130246065e-05
Position 324: 3.260125033349818e-05
Position 107: 2.8860647350636693e-05
Position 442: 2.663525900331346e-05
Position 1002: 2.379163941032321e-05
Position 145: 2.2647825209407722e-05
Position 694: 1.7373897861676255e-05
Position 1466: 1.6460809850811498e-05
Position 368: 1.615506791367561e-05
Position 1120: 1.3937627603161154e-05
Position 890: 1.3804030440702105e-05
Position 33: 1.3382938586866961e-05
Position 425: 1.303610814492904e-05
Position 1594: 1.069479506566232e-05
Position 671: 1.0382420715853128e-05
Position 561: 9.992825149084358e-06
Position 1406: 9.109694850682303e-06
Position 1614: 8.697070182140772e-06
Position 924: 7.2151352753404225e-06
Position 322: 5.019362167173673e-06
Position 532: 4.441902486540506e-06
Position 468: 3.563598231839652e-06
Position 719: 3.449253116460852e-06
Position 918: 2.7856526890969807e-06
Position 573: 2.783126437757311e-06
Position 913: 2.5862881983268457e-06
Position 639: 2.042282371116357e-06
Position 164: 2.015647594512124e-06
Position 1067: 1.429034589663744e-06
Position 878: 1.078656572293661e-06
Position 1346: 1.028305871386841e-06
Position 221: 6.069366010922879e-07
Position 1556: 5.907495208762593e-07
Position 1562: 5.623818787465692e-07
Position 90: 4.991727269373608e-07
Position 869: 4.3208645246502304e-07
Position 1525: 2.487465145866369e-07
Position 117: 6.419777589739188e-08
Position 770: 3.950566366477747e-08
Position 859: 2.8905563898516646e-08
Position 1083: 1.129977420260409e-09
Position 130: 3.1292232944995306e-11
Position 1122: 7.61401930595266e-13
Position 844: 1.7578287271753063e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 807: 0.9653731826024305
Position 1059: 0.9555150530073143
Position 1556: 0.7646596260222525
Position 362: 0.03226447673542021
Position 817: 0.013833376644387538
Position 1111: 0.011671943898990483
Position 1046: 0.008514791208023042
Position 509: 0.0057740231669061465
Position 497: 0.0041367738002581885
Position 823: 0.002163341458649049
Position 1319: 0.002116576415652366
Position 1095: 0.0016253942941521634
Position 149: 0.0014649938353587712
Position 1277: 0.0013157604415177273
Position 1658: 0.0010053895113815623
Position 1359: 0.0008440722071808679
Position 1194: 0.0007832590674425328
Position 526: 0.0007391193531252803
Position 1130: 0.0007204332678313951
Position 206: 0.0005820573522431612
Position 1145: 0.00048546636112706596
Position 1356: 0.00046781003354790185
Position 1446: 0.00045380767353576956
Position 682: 0.000413082963070952
Position 946: 0.00040882821087668484
Position 1566: 0.00040182354686989853
Position 1245: 0.00031945608963345384
Position 841: 0.00029824545878777604
Position 1080: 0.000291270437260406
Position 1119: 0.00021381747301249288
Position 461: 0.00016556015323942726
Position 844: 0.0001564976296480243
Position 294: 0.00015021921075871318
Position 1377: 0.0001321732121498143
Position 639: 0.00011273810803940893
Position 657: 7.784185434555635e-05
Position 317: 6.615107215747373e-05
Position 1281: 5.951378885427397e-05
Position 859: 5.7658207324314125e-05
Position 1287: 5.595628061622886e-05
Position 548: 5.562360722595323e-05
Position 1254: 5.3047668222738524e-05
Position 140: 5.294388293959945e-05
Position 411: 4.972750103436505e-05
Position 1324: 4.042943814810363e-05
Position 617: 3.985539397814464e-05
Position 732: 3.850741011131211e-05
Position 344: 3.767555849178116e-05
Position 101: 3.712719401814955e-05
Position 227: 3.646500199676394e-05
Position 1200: 3.5743276545599707e-05
Position 1167: 3.3611273935108606e-05
Position 1622: 2.9117823786442106e-05
Position 928: 2.3766730607894587e-05
Position 973: 2.2145417724921435e-05
Position 542: 1.883204428950459e-05
Position 654: 1.8590245904754177e-05
Position 157: 1.6410728294628744e-05
Position 1260: 1.6323198338877355e-05
Position 828: 1.1828178092333098e-05
Position 554: 1.0600338413341485e-05
Position 203: 1.0561064875465505e-05
Position 272: 9.505318115350949e-06
Position 464: 8.011947941895425e-06
Position 1572: 5.693753379950861e-06
Position 1392: 5.460613426758736e-06
Position 1161: 5.409990200902523e-06
Position 398: 5.030801920491489e-06
Position 1629: 4.654120223296605e-06
Position 886: 4.552300745707702e-06
Position 1182: 3.9525982847932576e-06
Position 65: 3.5701031805971866e-06
Position 1113: 3.5537493906159918e-06
Position 573: 3.030964289412838e-06
Position 1387: 2.9628560094382926e-06
Position 895: 2.2374744326831085e-06
Position 832: 2.1888622036069386e-06
Position 1584: 1.8667614667339194e-06
