Gene = Zcchc7
index = 1605
Annotated 5SS: [ 124  504 3929 4191 4387]
Annotated 3SS: [ 181 1774 3990 4248 4448]
SMsplice 5SS: [ 124  504 2975 4191 4387 4630]
SMsplice 3SS: [ 181 1774 3990 4248 4448 4685]
top_k =  1000
Partition function (log Z): 7.885297394200819

Sorted 5' Splice Sites (High to Low Probability):
Position 4387: 0.9974749063977697
Position 124: 0.9880064165179965
Position 504: 0.9799669982930793
Position 4191: 0.9053059278653823
Position 4630: 0.6189976468351984
Position 2975: 0.492008289703008
Position 5344: 0.36563489059723603
Position 3929: 0.27205309184385207
Position 5568: 0.15089843915541326
Position 4195: 0.0908284342250138
Position 3260: 0.07188584177773995
Position 1591: 0.04280692195142574
Position 3085: 0.038663975966627864
Position 3460: 0.024952961068313597
Position 1154: 0.023077826535577682
Position 3910: 0.021338773274165973
Position 4842: 0.018288767619909965
Position 3242: 0.018017111671200868
Position 3682: 0.017047864868179972
Position 2738: 0.015212708044933418
Position 952: 0.015109555669242856
Position 4863: 0.015008860049360221
Position 594: 0.012802685601926878
Position 6863: 0.006650700489081417
Position 1418: 0.005683949828060783
Position 4760: 0.004653195381765485
Position 3454: 0.004622739725678082
Position 6439: 0.004578268312490889
Position 5019: 0.0040455679689089495
Position 2113: 0.0039409490220200785
Position 2767: 0.003791590763861991
Position 3239: 0.003726682623622421
Position 528: 0.0035214294876228292
Position 3947: 0.0034278829439374587
Position 4552: 0.0032924990783408737
Position 965: 0.0032250659309411736
Position 633: 0.003134145994560431
Position 5007: 0.0030172854012757476
Position 3257: 0.0028528758889761747
Position 1171: 0.0027827935132309477
Position 3619: 0.0026231757324346656
Position 539: 0.00227412498034648
Position 2606: 0.0022326354602347403
Position 5185: 0.0018155491698463083
Position 1090: 0.0017963819040854663
Position 2587: 0.001775606689749821
Position 1611: 0.0014108891054587284
Position 2071: 0.00137721102399187
Position 5134: 0.0012127193320339085
Position 2473: 0.0007686836671659579
Position 1283: 0.0007017901408490043
Position 957: 0.0006969863392141323
Position 3180: 0.0006872154964138651
Position 1603: 0.0006134369858813653
Position 1120: 0.0005975395433104594
Position 1652: 0.0005841061290116513
Position 2470: 0.0005450167194738986
Position 4699: 0.000544455825237525
Position 5390: 0.0005029820096966661
Position 1647: 0.00047968730920869274
Position 3668: 0.0004724830944936259
Position 4966: 0.0004521804349987869
Position 2074: 0.0003764447213711755
Position 1465: 0.00036147866093575695
Position 4479: 0.0003596558381041774
Position 2479: 0.0003575075190008332
Position 4618: 0.00034674464863628906
Position 4589: 0.0003459316466319508
Position 1535: 0.0003182206254456867
Position 5278: 0.00028757628551606554
Position 4727: 0.00028085743813081524
Position 1832: 0.0002639728865762796
Position 2824: 0.0002631290082529907
Position 1670: 0.00024789902304819795
Position 1222: 0.00023729126144254973
Position 2328: 0.00023577612942318052
Position 1860: 0.00023171224398481008
Position 119: 0.0002127115686849567
Position 5722: 0.00020725922413224163
Position 3329: 0.00020436800783405477
Position 1563: 0.0001904523600498963
Position 2424: 0.00018524732740333292
Position 2009: 0.000172978339577952
Position 648: 0.00016128438791945544
Position 1569: 0.0001569756564891516
Position 3775: 0.00011902098045369316
Position 2632: 0.0001149130427296512
Position 1310: 0.0001120136799018259
Position 455: 0.00010987199786116138
Position 721: 0.00010581224766093733
Position 4370: 0.00010541884352397007
Position 1240: 0.00010396903863817374
