Gene = Pus7
index = 1394
Annotated 5SS: [ 201  449  882 1040]
Annotated 3SS: [ 260  509  936 1098]
SMsplice 5SS: [ 201  445  882 1040]
SMsplice 3SS: [ 273  509  936 1098]
top_k =  1000
Partition function (log Z): 3.5884532561860993

Sorted 5' Splice Sites (High to Low Probability):
Position 1040: 0.9997399280988766
Position 882: 0.9305258064124202
Position 201: 0.7519325459556704
Position 445: 0.7432899631362464
Position 1430: 0.23165814044937916
Position 449: 0.16542998967234807
Position 857: 0.023067510357361185
Position 798: 0.02200838504318151
Position 1626: 0.016104687034053013
Position 188: 0.008861164342579244
Position 632: 0.004382975361828706
Position 827: 0.0036759549561969787
Position 453: 0.003227032615996495
Position 403: 0.002946966906972031
Position 1928: 0.0024161438941783034
Position 436: 0.0024041029070740977
Position 2527: 0.0013826988051281065
Position 2063: 0.0012334088022689569
Position 1723: 0.0007538451899613259
Position 2041: 0.0007322540673000762
Position 152: 0.0006170217138936957
Position 182: 0.000587341520943639
Position 354: 0.0005765947263299855
Position 1199: 0.0005708540737675764
Position 425: 0.0004442826881096156
Position 1966: 0.00042197215918220556
Position 1396: 0.00037923048056093863
Position 1877: 0.000362754625022548
Position 107: 0.0003415312586128197
Position 886: 0.00030634436698670904
Position 1176: 0.00028899824466916676
Position 557: 0.00022817010618181026
Position 298: 0.0002225373419456284
Position 376: 0.0002086609499090771
Position 1585: 0.00020811251940228162
Position 3: 0.00018894617751180937
Position 427: 0.00013579002029815037
Position 1179: 0.0001234579960475841
Position 677: 0.00011732023171364489
Position 1044: 0.00011471987453644525
Position 2173: 0.00010757862000346367
Position 755: 7.642325411615482e-05
Position 1223: 7.349818647765334e-05
Position 572: 7.289178764501089e-05
Position 22: 2.8627450948645794e-05
Position 2158: 2.8590398054896362e-05
Position 34: 2.4310464934158535e-05
Position 644: 2.402531549770753e-05
Position 1434: 1.719718711444221e-05
Position 2417: 1.607296877448283e-05
Position 229: 1.31312379081387e-05
Position 1115: 9.180603246736355e-06
Position 1293: 7.456032998109026e-06
Position 149: 7.139103501994785e-06
Position 2518: 5.848942441333025e-06
Position 312: 3.472263950799059e-06
Position 25: 2.776269550542608e-06
Position 1162: 9.125401522441288e-07
Position 260: 2.9667112996681753e-07
Position 249: 2.3120134207703887e-07
Position 1287: 1.7078331854251313e-07
Position 232: 1.644960698616106e-07
Position 999: 1.4984285885112847e-07
Position 937: 1.32475618290735e-07
Position 1169: 1.257776622124429e-07
Position 1534: 1.2529101729445236e-07
Position 1531: 1.1532600885543522e-07
Position 981: 1.0745602932835646e-07
Position 718: 8.121145808871798e-08
Position 1741: 6.903710524394759e-08
Position 1515: 6.273334182667075e-08
Position 242: 4.434786319718859e-08
Position 1502: 2.808487608700002e-08
Position 1415: 1.368472262414939e-08
Position 1011: 1.8673114257862284e-09
Position 1436: 1.1360902737187796e-09
Position 1507: 1.552510151093309e-10
Position 1413: 1.8023613360261466e-11
Position 969: 2.1173221047341805e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 936: 0.9821560917229899
Position 1098: 0.957183885815312
Position 509: 0.9307521458649505
Position 273: 0.37931696202752013
Position 260: 0.3646290375601288
Position 1716: 0.09613271758508908
Position 1786: 0.08676381646150141
Position 1114: 0.04225178206348602
Position 1943: 0.013079517805830582
Position 1507: 0.012163532561889326
Position 2022: 0.009528251210542798
Position 1528: 0.007194033467245313
Position 1657: 0.004868101944726582
Position 1646: 0.00457577533814311
Position 2951: 0.0042856197905599145
Position 1701: 0.004137446298231623
Position 2243: 0.0026941919268659406
Position 2383: 0.0023184888387675086
Position 697: 0.0022125581429096926
Position 739: 0.0014569565096875957
Position 1946: 0.0013896811730584014
Position 2148: 0.0013515374180352667
Position 685: 0.0012839468571452662
Position 736: 0.0010659510575149835
Position 1949: 0.0010658442703953247
Position 871: 0.000785957976839324
Position 706: 0.00042759461495859143
Position 2554: 0.00040854637604758963
Position 2344: 0.0003676680286398299
Position 1927: 0.0003517820691673201
Position 2089: 0.00034135000187607035
Position 903: 0.0003307110889373704
Position 1562: 0.0002821645217132299
