Gene = Csas
index = 1109
Annotated 5SS: [ 87 330 591]
Annotated 3SS: [138 385 645]
SMsplice 5SS: [ 87 330 591]
SMsplice 3SS: [138 385 645]
top_k =  1000
Partition function (log Z): -2.8023126114683703

Sorted 5' Splice Sites (High to Low Probability):
Position 591: 0.9294469108354739
Position 87: 0.8660159869388842
Position 330: 0.6459127499932138
Position 328: 0.16123766027251676
Position 531: 0.014202854436900593
Position 479: 0.0061923931294512275
Position 93: 0.005357030759793274
Position 572: 0.005156830121762236
Position 555: 0.004175825977643891
Position 72: 0.0025317500987211993
Position 287: 0.001424637757077661
Position 219: 0.000737976510312883
Position 352: 0.00035656596742467535
Position 469: 0.00029859443245714107
Position 514: 0.00029626481049726985
Position 561: 0.0001815589242819756
Position 574: 0.00014857489550712842
Position 459: 0.00014079477694944472
Position 547: 0.00012311812230771595
Position 91: 0.00010415167390367887
Position 52: 8.143601476713081e-05
Position 897: 5.8252924597071497e-05
Position 738: 3.3946564854410394e-05
Position 96: 1.3300967099272803e-05
Position 746: 1.1995553586129078e-05
Position 389: 7.327095122227847e-06
Position 814: 6.3146757546230594e-06
Position 678: 6.210614084558593e-06
Position 110: 4.712460087282765e-06
Position 792: 4.662856318811468e-06
Position 846: 1.8374240218886824e-06
Position 614: 1.5930163385317122e-06
Position 668: 1.2874961426620718e-06
Position 138: 1.2299102208039595e-06
Position 900: 3.945800885848162e-07
Position 760: 2.3256757562781133e-07
Position 785: 2.105633643473434e-07
Position 821: 9.983064597985004e-08
Position 824: 1.6280123055538588e-08
Position 671: 2.3771569975872255e-12
Position 620: 2.064781555810794e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 645: 0.9779624949974943
Position 138: 0.8668524496255814
Position 385: 0.7909272118628505
Position 531: 0.0029386264310346066
Position 174: 0.002291449337450755
Position 296: 0.0008376197187552015
Position 352: 0.0006951825396783217
Position 425: 0.0005486843444310343
Position 466: 0.0004967898182728056
Position 588: 0.00013348988154466722
Position 541: 0.00010908962466268177
Position 667: 5.762396273706162e-05
Position 183: 5.733448993577671e-05
Position 476: 5.143872331843607e-05
Position 144: 4.198625483347126e-05
Position 946: 4.112238595725508e-05
Position 427: 4.0601552104628684e-05
Position 813: 4.049061893092671e-05
Position 479: 3.8594844170997425e-05
Position 617: 2.0123487830567998e-05
Position 950: 1.950023360131754e-05
Position 414: 1.5582529037529585e-05
Position 377: 8.427774382876244e-06
Position 714: 7.757287934652255e-06
Position 459: 6.530974608999619e-06
Position 957: 5.50669917775438e-06
Position 749: 4.675718954699941e-06
Position 881: 4.5517727736260755e-06
Position 692: 3.6497106319334817e-06
Position 543: 2.7165675850852966e-06
Position 841: 2.178804443771063e-06
Position 864: 2.0384172925675145e-06
Position 736: 1.5940080981674887e-06
Position 900: 1.5715095681116484e-06
Position 319: 1.3896400946656652e-06
Position 928: 1.2544306462764675e-06
Position 922: 1.1778879714459735e-06
Position 328: 9.895153272792105e-07
Position 555: 9.02388537598165e-07
Position 755: 6.665037535044295e-07
Position 720: 5.54551429197235e-07
Position 792: 3.892992219631772e-07
Position 607: 3.668356542791112e-07
Position 846: 2.8538899583084133e-07
Position 774: 2.3121509866075122e-07
Position 897: 1.4566701883169116e-07
Position 196: 1.2764050051612358e-07
Position 708: 4.25124002382317e-08
Position 188: 3.2353203734587114e-08
Position 728: 1.873472627383457e-08
Position 561: 1.7370123726641265e-08
Position 101: 1.1840950274342815e-08
Position 96: 9.273082001607788e-10
Position 110: 4.474326480448935e-10
Position 179: 1.7239638374931043e-10
Position 334: 1.4954398362233e-17
