Gene = Atxn7
index = 39
Annotated 5SS: [ 303 2435]
Annotated 3SS: [1290 2494]
SMsplice 5SS: [ 303 2435]
SMsplice 3SS: [1290 2494]
top_k =  1000
Partition function (log Z): -8.017108118909258

Sorted 5' Splice Sites (High to Low Probability):
Position 2435: 0.9493292686573459
Position 303: 0.5717157361949243
Position 35: 0.25788645924572284
Position 239: 0.1924633639123155
Position 30: 0.17975527522334084
Position 591: 0.09117229045589056
Position 2255: 0.09030901483415542
Position 3729: 0.06558256287798793
Position 244: 0.0533381801358646
Position 2097: 0.021040260543412896
Position 252: 0.020337828960008072
Position 766: 0.011721973267803675
Position 718: 0.009594702730206264
Position 2642: 0.00955958307916046
Position 770: 0.009237249999208318
Position 290: 0.006726951023555375
Position 774: 0.006478348479403436
Position 1631: 0.0061870324647311774
Position 828: 0.005994725504768643
Position 1805: 0.004848899615985419
Position 4355: 0.0038565042500372524
Position 423: 0.0028506799361672397
Position 2234: 0.0020908803438279763
Position 1226: 0.0012336784592397077
Position 546: 0.0012162696036147839
Position 4444: 0.0010579571366855405
Position 2101: 0.0009227245571186017
Position 1181: 0.0008831516089619818
Position 715: 0.0007456098800551347
Position 2915: 0.0007116013192324329
Position 2043: 0.0007050276213412464
Position 2259: 0.0003896819212563619
Position 540: 0.00036287465069927903
Position 452: 0.0003351292140036927
Position 691: 0.0003160519820985415
Position 630: 0.0003100293108969799
Position 1232: 0.00029474321384493957
Position 556: 0.00027987883717049396
Position 366: 0.00026064593376616747
Position 1079: 0.0002553659038752609
Position 1547: 0.00025378373488425224
Position 431: 0.00024288164565514702
Position 1116: 0.0001887791686246366
Position 1093: 0.00017145075700330766
Position 3818: 0.00011970920320067475
Position 2450: 0.00010225352423814206
Position 1065: 0.00010129279352087746
Position 2558: 9.329457979624536e-05
Position 868: 8.762162945161462e-05
Position 822: 6.920014529448607e-05
Position 1087: 6.635799577859249e-05
Position 787: 5.995393553280605e-05
Position 801: 4.345406954922041e-05
Position 1153: 3.82586114355481e-05
Position 816: 3.594658407734965e-05
Position 427: 3.31443997048992e-05
Position 879: 2.9900660024376857e-05
Position 1713: 2.7618418700059137e-05
Position 2627: 2.4065776538961877e-05
Position 1048: 2.2297309903886465e-05
Position 729: 2.0711490659414247e-05
Position 1174: 2.0117409195788687e-05
Position 1427: 1.1236459602442712e-05
Position 891: 1.1014732645053515e-05
Position 509: 1.0920831631817448e-05
Position 1200: 9.923365847588538e-06
Position 696: 9.629857495883694e-06
Position 722: 8.5714810039147e-06
Position 778: 8.418740552367038e-06
Position 1291: 7.151725649716216e-06
Position 503: 6.730481804311733e-06
Position 3651: 3.374782436044092e-06
Position 1529: 2.0914814484798156e-06
Position 634: 1.1215271343443017e-06
Position 380: 1.0781655609429606e-06
Position 442: 1.014030028888276e-06
Position 744: 9.71957238781581e-07
Position 1062: 9.169541969866231e-07
Position 2354: 8.735670837171719e-07
Position 309: 5.112534388510039e-07
Position 2366: 4.420572545343774e-07
Position 478: 2.439973105505278e-07
Position 832: 2.2204175074860107e-07
Position 294: 1.597472608800256e-07
Position 292: 1.1995965486120144e-07
Position 727: 1.0153331971109927e-07
Position 419: 8.430715349443566e-08
Position 450: 6.951842042467888e-08
