Gene = roq
index = 1861
Annotated 5SS: [ 135 1491 3707]
Annotated 3SS: [1327 1555 3898]
SMsplice 5SS: [1221 1491 3707]
SMsplice 3SS: [1327 1555 3898]
top_k =  1000
Partition function (log Z): -0.6193178029117616

Sorted 5' Splice Sites (High to Low Probability):
Position 1491: 0.9999887166628298
Position 3707: 0.929650623596979
Position 1221: 0.7663805555612895
Position 715: 0.33993314161734817
Position 1841: 0.22912155001999227
Position 2859: 0.20407513661084772
Position 135: 0.1736582211028704
Position 4401: 0.16090734036686802
Position 465: 0.1015838498988116
Position 4037: 0.08301969040058972
Position 2804: 0.06849291158049375
Position 4942: 0.06376627438621715
Position 4090: 0.05558176006443839
Position 4159: 0.03769534442933275
Position 2208: 0.036527456572353095
Position 561: 0.035272000564026296
Position 1701: 0.02882832359568316
Position 4026: 0.02252537966085756
Position 4946: 0.022288788540473746
Position 2619: 0.022147207604564376
Position 914: 0.019272100212731607
Position 2644: 0.01837439343205795
Position 3441: 0.011465045433291703
Position 324: 0.011333230963865102
Position 3731: 0.010342910356990141
Position 2684: 0.010021129569335346
Position 1708: 0.007618318742120885
Position 217: 0.0074881631698004375
Position 965: 0.006523006078185026
Position 979: 0.00627345774473923
Position 687: 0.006097794499326034
Position 2212: 0.005989933468183778
Position 2675: 0.005438176800786398
Position 7464: 0.005409552878574103
Position 428: 0.004540150601275899
Position 210: 0.003965726922288046
Position 2810: 0.003927561163453399
Position 2059: 0.0036074642705159954
Position 776: 0.0035049618901271426
Position 178: 0.0034280918937095086
Position 773: 0.003242719840423208
Position 4374: 0.0030350089115385283
Position 2732: 0.002781394440034109
Position 338: 0.002572871492380725
Position 1033: 0.002391098168639147
Position 2123: 0.0023664813408821477
Position 461: 0.00236450753491461
Position 2308: 0.0023469614786364116
Position 4273: 0.0023345147220228757
Position 2503: 0.0022308090437873763
Position 457: 0.0015386798138873024
Position 3504: 0.001300795190088336
Position 2271: 0.0012837413292155215
Position 2697: 0.0012784198963983818
Position 459: 0.0012190629709351811
Position 4199: 0.0011792649262435144
Position 35: 0.0011423530543334145
Position 203: 0.0011322340630488975
Position 4268: 0.0010331452504821407
Position 1994: 0.001024199200455639
Position 683: 0.001005261504856671
Position 5133: 0.0009074481983990154
Position 937: 0.0008500877982485867
Position 819: 0.0008268719291185976
Position 423: 0.0006654131590234504
Position 904: 0.0006309997709607305
Position 650: 0.0005736556176642826
Position 550: 0.0005695337345291963
Position 3380: 0.0005636302271509131
Position 1921: 0.0005272554392383492
Position 249: 0.0004892431480301999
Position 383: 0.0004472958798000621
Position 2461: 0.00043306789928955236
Position 2156: 0.00041186716544499874
Position 1159: 0.0004041734845056027
Position 2296: 0.00040113702517827334
Position 4127: 0.0003853272568324825
Position 3804: 0.0003517889752017192
Position 3083: 0.00033974170621333695
Position 1687: 0.00029804186874357103
Position 2318: 0.00023963209874306528
Position 139: 0.0002222436963341313
Position 4303: 0.00021167486347482066
Position 538: 0.00019589934229266419
Position 576: 0.00019100254191389262
Position 182: 0.00018884643765657258
Position 11: 0.0001842345344153316
Position 2006: 0.0001839359819825563
Position 758: 0.00018239507066990463
Position 1021: 0.00014531455010490673
Position 1082: 0.00013125493134171786
Position 377: 0.0001265649923689111
Position 660: 0.00012299302726059597
Position 654: 0.00012078315155547943
Position 1799: 0.00011980364203084332
Position 1413: 0.00011286034709153829
Position 1559: 8.949519919290418e-05
Position 2120: 8.806610290409084e-05
Position 4697: 8.765667999247237e-05
Position 1738: 8.640329683165881e-05
Position 656: 8.488737877639171e-05
Position 807: 7.632122156305401e-05
Position 252: 6.68507993970844e-05
Position 2048: 6.65538086587971e-05
Position 4724: 6.451539473625604e-05
Position 2555: 6.331004395822291e-05
Position 685: 6.292946325187009e-05
Position 1303: 5.982723259270712e-05
Position 802: 5.959457923377234e-05
Position 2610: 5.8394941252775886e-05
Position 463: 5.48506968804917e-05
Position 2579: 5.4262427852727575e-05
Position 1936: 5.324178191580177e-05
Position 1656: 4.596549933969813e-05
Position 1228: 4.5225328427025906e-05
Position 281: 3.6931917029451245e-05
Position 1565: 3.598481931856911e-05
Position 2616: 3.571816110624317e-05
Position 983: 3.37541772516563e-05
Position 3624: 2.977083487827202e-05
Position 3711: 2.900023490186983e-05
Position 4152: 2.658232051573837e-05
Position 4759: 2.4987328277125955e-05
Position 488: 2.4607576957490467e-05
Position 4010: 2.2221656798533163e-05
Position 3719: 1.931568179045011e-05
Position 1094: 1.430631449160646e-05
Position 259: 9.353810662407145e-06
Position 412: 8.75929783909898e-06
Position 231: 8.582813585529933e-06
Position 3524: 7.793342450860075e-06
Position 1084: 7.013018251782046e-06
Position 1609: 6.822796735199323e-06
Position 247: 6.442021147140364e-06
Position 101: 5.808771540789597e-06
Position 122: 5.6018092612291986e-06
Position 469: 5.282239507412323e-06
Position 2949: 5.2583362872270134e-06
Position 450: 5.2118822437511675e-06
Position 666: 3.4039284497401987e-06
Position 691: 2.9973905996231373e-06
Position 3028: 2.815873684034938e-06
Position 2182: 2.4368408024711147e-06
Position 2054: 2.3428530943329546e-06
Position 3289: 2.0856925478273813e-06
Position 25: 1.9020407312660094e-06
Position 434: 1.7968490539480711e-06
Position 2507: 1.7469727808173136e-06
Position 648: 1.6799463007180587e-06
Position 1511: 1.496232848760186e-06
Position 2086: 1.2744590326841727e-06
Position 1495: 6.582592083671155e-07
Position 2066: 4.737094181449636e-07
Position 1786: 4.24214873362526e-07
Position 1658: 3.6724151501325717e-07
Position 1883: 1.9996853244305332e-07
Position 1808: 1.6158076350360128e-07
Position 2063: 1.5710674455930954e-07
Position 1475: 1.4770769375915795e-07
Position 1689: 8.983761089763741e-08
Position 432: 7.514207841027272e-08
Position 1477: 3.884562845663838e-08
Position 143: 3.673523219762723e-08
Position 154: 1.3903603880851562e-08
Position 2179: 6.586330257604395e-09
Position 1613: 6.5781547967051104e-09
Position 664: 4.1683327672859314e-09
Position 1417: 3.860996356670029e-09
Position 612: 2.3800323861576317e-09
Position 708: 2.1228679664312897e-09
Position 1569: 1.10163621216047e-09
Position 305: 5.121380433356543e-10
Position 1408: 3.465957215326797e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1327: 0.9765494562784505
Position 1555: 0.967091738039696
Position 3898: 0.4981199722190689
Position 7390: 0.19862621716499504
Position 2913: 0.19857481553367304
Position 1074: 0.18515377337147804
Position 3842: 0.15848921330802446
Position 4451: 0.1469753114173944
Position 2725: 0.13311935670173258
Position 7374: 0.13118618708343743
Position 3901: 0.11478965998700474
Position 1097: 0.09659827947849167
Position 3533: 0.08811635514234224
Position 1009: 0.08222991426182753
Position 890: 0.05181310636823679
Position 2948: 0.04818326326205969
Position 6487: 0.03735443380102196
Position 2413: 0.034205020924661926
Position 4366: 0.032865499311423255
Position 913: 0.030220436006730873
Position 1033: 0.02200906620186583
Position 2988: 0.02188477073277934
Position 3863: 0.02028376812099003
Position 1903: 0.019456476629190145
Position 7052: 0.018976351375816238
Position 6212: 0.017782937485416896
Position 1609: 0.013146197073724624
Position 3785: 0.013027812352384528
Position 3509: 0.011267398800575324
Position 2976: 0.008704043142566724
Position 1946: 0.008462278960378922
Position 1116: 0.00811789908264305
Position 3334: 0.0076390896721779036
Position 1356: 0.007042468194423939
Position 1155: 0.007035962113839893
Position 3123: 0.007033127726378589
Position 4156: 0.006332034718220065
Position 3024: 0.005872766101264012
Position 4173: 0.005493455132020758
Position 7523: 0.005409552878574106
Position 2931: 0.005298697336992277
Position 3441: 0.005157189858189949
Position 1987: 0.005142631439599979
Position 4456: 0.005037222543217826
Position 2569: 0.00487524311391191
Position 2254: 0.004742150481290846
Position 962: 0.004717174953726915
Position 4208: 0.004539695609918212
Position 782: 0.004515020264044413
Position 1340: 0.004429250028973123
Position 4840: 0.004182031096797004
Position 1921: 0.003995028583975745
Position 2341: 0.003937516565432309
Position 6184: 0.003739277395893804
Position 595: 0.003630130915994737
Position 2728: 0.0035906580614333636
Position 863: 0.003568119379567609
Position 2387: 0.003287394825360876
Position 5093: 0.0029435200284160506
