Gene = anchor
index = 1609
Annotated 5SS: [ 670 4574 4809 5201 5429 5731 5981 6195 6548 6976 7411 7592]
Annotated 3SS: [4283 4668 4868 5262 5490 5788 6040 6454 6602 7035 7465 7960]
SMsplice 5SS: [ 670 4574 4809 5201 5429 5731 5981 6195 6548 6976 7411 7592]
SMsplice 3SS: [4283 4668 4868 5262 5490 5788 6040 6454 6602 7035 7465 7960]
top_k =  1000
Partition function (log Z): 44.40857079400382

Sorted 5' Splice Sites (High to Low Probability):
Position 4574: 0.9989431988992671
Position 5731: 0.9985248352037642
Position 5981: 0.9934847359746661
Position 6976: 0.9933166157580361
Position 7411: 0.9928701829374534
Position 5201: 0.9803475561236049
Position 5429: 0.9624723252481162
Position 4809: 0.9619481279592981
Position 6548: 0.9556263148674391
Position 670: 0.9471054262762711
Position 7592: 0.7866508882538081
Position 6195: 0.5487861848650532
Position 7783: 0.3674470804220115
Position 3164: 0.3559233232084738
Position 2485: 0.08143684045558783
Position 3849: 0.06077485966626224
Position 7787: 0.05889032974145343
Position 3229: 0.04798489497603345
Position 6304: 0.044723733161975324
Position 7624: 0.04427283081253571
Position 6524: 0.03620222158808005
Position 3114: 0.036099676374433405
Position 8361: 0.03378025438016772
Position 5420: 0.03337872840010789
Position 7893: 0.030381416493836008
Position 818: 0.030212935335333722
Position 4806: 0.02643465599245258
Position 2840: 0.02604931375530887
Position 7661: 0.023523898718468925
Position 3237: 0.02258288439819361
Position 4202: 0.018217932237506423
Position 2530: 0.01729392346394769
Position 2624: 0.014041025679485997
Position 6299: 0.013351038909175253
Position 2536: 0.012179689250909098
Position 771: 0.009513074807731328
Position 8025: 0.008789074364078194
Position 4813: 0.008723061442386904
Position 7828: 0.007636592141320942
Position 5130: 0.007410598738172891
Position 4098: 0.007294384127553177
Position 7723: 0.007205113285777997
Position 5065: 0.006483482170211023
Position 2826: 0.0064512513140143534
Position 7666: 0.006428793521727273
Position 5134: 0.006341286624304936
Position 5991: 0.004909765210726246
Position 315: 0.004667807307685453
Position 4939: 0.004308574815255764
Position 2020: 0.0037322257969281823
Position 3471: 0.003724994833843753
Position 983: 0.0035500132925248814
Position 6167: 0.0035203544937977855
Position 4104: 0.003305210910010931
Position 8174: 0.003272552304625854
Position 611: 0.0030865284774093454
Position 1701: 0.003051776181470812
Position 156: 0.003022705195553683
Position 7543: 0.0030045118997946442
Position 2703: 0.0029998640434387596
Position 3517: 0.002936657755859686
Position 5158: 0.002914101827989484
Position 2013: 0.0028160890315799157
Position 2783: 0.0027370891908152875
Position 6139: 0.002736809934201208
Position 7228: 0.002405088175945533
Position 8088: 0.0022654425833497607
Position 6310: 0.0021769155146274762
Position 3904: 0.0021689085032504754
Position 637: 0.002103150601551874
Position 6388: 0.002057495534179272
Position 7405: 0.0019510004596751224
Position 5193: 0.001872537223294133
Position 3118: 0.0018498337192747979
Position 7332: 0.0018123989588761473
Position 4946: 0.001707496366855393
Position 6208: 0.001611786152189948
Position 321: 0.0015766183176264628
Position 7236: 0.0015461053722394859
Position 1201: 0.001486658321463985
Position 5407: 0.001403736189417636
Position 218: 0.0013345249927337191
Position 8338: 0.0013275060652399129
Position 3125: 0.0011668342432470868
Position 3671: 0.0010911786824817963
Position 3465: 0.0010243785196303488
Position 2104: 0.0009761708177413519
Position 8300: 0.0009018499566774282
Position 5690: 0.0008872953126332999
Position 3609: 0.0008801982073874577
Position 3916: 0.0008736875708469537
Position 1379: 0.0008736449833222876
Position 1739: 0.000851550864944462
Position 8595: 0.000798992397253381
Position 6356: 0.0007956658815672146
Position 5444: 0.0007634454882542211
Position 8385: 0.0007550623999914945
Position 266: 0.0007372879634523978
Position 8536: 0.0006878475665833059
Position 7938: 0.0006798054981327668
