Gene = Clc
index = 1080
Annotated 5SS: [54]
Annotated 3SS: [1731]
SMsplice 5SS: [54]
SMsplice 3SS: [1435]
top_k =  1000
Partition function (log Z): -11.49256400049118

Sorted 5' Splice Sites (High to Low Probability):
Position 54: 0.5207320544475958
Position 632: 0.3396969283333
Position 1478: 0.13010488883045032
Position 1678: 0.1147832365815666
Position 488: 0.048085123330368865
Position 1127: 0.03718698795590021
Position 2405: 0.01520785316672061
Position 1272: 0.015053605317578019
Position 1615: 0.010534777622073858
Position 1560: 0.010103006824062502
Position 48: 0.009947298068973485
Position 1899: 0.008038477508190827
Position 1684: 0.006733766847852111
Position 1132: 0.0061597039097592825
Position 2387: 0.0032842277023317342
Position 503: 0.003193681774414076
Position 600: 0.0028702178077910138
Position 157: 0.002770429046449092
Position 40: 0.0021081576265873253
Position 549: 0.0018501167471266938
Position 240: 0.0015345893009966287
Position 784: 0.001327782211529699
Position 1352: 0.0010437386139505078
Position 32: 0.0010390800057729767
Position 732: 0.0009887092604409374
Position 859: 0.0009678081362470756
Position 1694: 0.000865668156433615
Position 1280: 0.0008607615218982483
Position 1482: 0.0008279633761435159
Position 1150: 0.0007515980740719548
Position 729: 0.0007431841366018366
Position 1488: 0.0007276208827426993
Position 58: 0.000716935890203472
Position 1290: 0.000651763544925884
Position 1162: 0.0006130785900446099
Position 519: 0.000609177797012617
Position 170: 0.000582552854953998
Position 770: 0.0005328678983169291
Position 2315: 0.00045247577400095305
Position 410: 0.0004446071752082791
Position 753: 0.00044149062466499275
Position 909: 0.000424092715217098
Position 126: 0.0004196520480114564
Position 1318: 0.0003432761501705959
Position 779: 0.0003131601313539544
Position 1510: 0.0002566831705077817
Position 760: 0.00024031705542880294
Position 727: 0.00020125183530093964
Position 583: 0.0001715376828929989
Position 295: 0.00016723622558442177
Position 232: 0.0001669412769087538
Position 1000: 0.00016563624726008286
Position 1350: 0.00012796395592844218
Position 180: 0.00012133754292827692
Position 1016: 9.165073541835607e-05
Position 1500: 9.140043875084529e-05
Position 1816: 7.30831857340438e-05
Position 391: 5.796147799360335e-05
Position 707: 3.7924919670702486e-05
Position 782: 3.729362512410079e-05
Position 291: 2.3258152871502976e-05
Position 373: 1.8228724083327445e-05
Position 527: 1.5735510070573063e-05
Position 658: 1.478843920934869e-05
Position 844: 1.4429324052600958e-05
Position 511: 1.2287059251793509e-05
Position 881: 7.6131514747851235e-06
Position 653: 7.090400036125329e-06
Position 1211: 6.062984965612733e-06
Position 114: 5.795374427816587e-06
Position 1242: 5.274836955674712e-06
Position 636: 3.6058485907474495e-06
Position 542: 3.4721515833601235e-06
Position 540: 2.6409428313786e-06
Position 677: 2.373234241563203e-06
Position 553: 1.3882976300280228e-06
Position 1296: 1.19275703598496e-06
Position 663: 1.1406532903570849e-06
Position 661: 1.0925747387131162e-06
Position 577: 9.524919386756725e-07
Position 1252: 7.824533344998124e-07
Position 1021: 6.130583722473411e-07
Position 464: 5.488434800342066e-07
Position 425: 4.3380477673682633e-07
Position 1237: 4.227677419774729e-07
Position 561: 4.1743155144908026e-07
Position 246: 3.2171414400322294e-07
Position 274: 2.541866514579648e-07
Position 564: 1.7523365990184352e-07
Position 616: 1.392152155687685e-07
Position 244: 1.3107773445090885e-07
Position 609: 9.038075362462676e-08
Position 271: 4.1578323284589356e-08
Position 623: 1.624783244428433e-08
Position 257: 5.963667042147945e-09
Position 614: 1.5191944980096275e-10
Position 1094: 3.0610845172884047e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1435: 0.34089636895790837
Position 1731: 0.1981418484425615
Position 858: 0.17412390040988104
Position 280: 0.12154778419202053
Position 1194: 0.08967304452227805
Position 1214: 0.05769371132394762
Position 1564: 0.056274020646726486
Position 271: 0.051999882755273744
Position 1553: 0.03872534521903244
Position 1592: 0.030492391099063043
Position 999: 0.029003763182295205
Position 404: 0.01904080482283703
Position 2526: 0.016382806498976957
Position 1980: 0.01611314239314726
Position 691: 0.013020800755213528
Position 2575: 0.010933289771972507
Position 1609: 0.006576176634015541
Position 1886: 0.0042225573165903816
Position 1332: 0.0035104037064969374
Position 385: 0.003045481663188284
Position 487: 0.002710877248764217
Position 1526: 0.0024579924379711363
Position 2314: 0.002287478065267471
Position 1048: 0.002063583206974797
Position 1247: 0.0019360202367316743
Position 1777: 0.0019060055679743766
Position 631: 0.0018233364375775177
Position 720: 0.0017393596114135066
Position 812: 0.0014554400623349587
Position 2562: 0.0010241742353518152
Position 1713: 0.0008438626887445992
Position 826: 0.0008290111759947578
Position 2466: 0.0007848614327458368
Position 600: 0.0007184724758352411
Position 2674: 0.0007070070362127549
Position 464: 0.0005939065809800667
Position 1086: 0.0005109444900365158
Position 1774: 0.0004491812619987984
Position 1455: 0.00032904149717871147
Position 253: 0.00023870214516447065
Position 145: 0.00023757448669422317
Position 760: 0.00023479905013593775
Position 1661: 0.00021669246617548511
Position 1757: 0.00013509691504432736
Position 653: 0.00013159034997458962
Position 1742: 0.00012686890936583172
Position 1622: 0.00012659949828332904
Position 257: 0.00012494055854355291
Position 527: 0.00011236073631751037
Position 909: 0.00010275464206862108
Position 310: 0.00010065195767153381
Position 1500: 9.932558906777495e-05
Position 2622: 8.797015966543562e-05
Position 2644: 6.776131126400226e-05
Position 636: 6.080989781799686e-05
Position 336: 1.5042551606890367e-05
Position 1127: 1.1792228246628739e-05
Position 1094: 3.788799746791326e-06
Position 1132: 3.0454564742702363e-06
Position 1272: 2.84421509163814e-06
Position 540: 7.77243491992806e-08
Position 362: 4.1004651193136773e-08
