Gene = Chs2
index = 1071
Annotated 5SS: [  77  381  612 1207 1515 2178 2851 3917 5955]
Annotated 3SS: [ 138  438 1079 1307 2001 2286 3666 4724 6100]
SMsplice 5SS: [  77  381  612 1207 1515 2178 2851 3917 5955]
SMsplice 3SS: [ 138  438 1052 1307 2001 2286 3666 5829 6100]
top_k =  1000
Partition function (log Z): 10.617065224918203

Sorted 5' Splice Sites (High to Low Probability):
Position 2178: 0.99313101323922
Position 5955: 0.9803468233473768
Position 381: 0.9462550004078354
Position 77: 0.8886673666035476
Position 2851: 0.8482203943844652
Position 1207: 0.7558953151031484
Position 1515: 0.7437347538074344
Position 612: 0.6746330646938343
Position 3917: 0.6207435531974652
Position 3606: 0.37621540896135675
Position 2416: 0.2972283117146616
Position 5623: 0.21128858394721303
Position 4679: 0.19807395615510157
Position 5693: 0.1463142743648112
Position 4359: 0.12125710755606638
Position 2447: 0.09660310579501159
Position 3195: 0.09006236262390331
Position 4801: 0.08008571134271497
Position 7192: 0.04879974582034063
Position 7245: 0.04195034976075746
Position 3921: 0.03387854022870098
Position 565: 0.026603146203101745
Position 1743: 0.024568088840453934
Position 4394: 0.019612351200929936
Position 5239: 0.015748907086782102
Position 3751: 0.014813900763335941
Position 1558: 0.014726028919894555
Position 81: 0.014461314921071888
Position 633: 0.013771235709048384
Position 1480: 0.013458052019413573
Position 616: 0.012220322838867375
Position 984: 0.010687986198475967
Position 3088: 0.010618038488171132
Position 1550: 0.009505000658216127
Position 733: 0.009193455540068554
Position 603: 0.007772809666044387
Position 659: 0.007453986329142333
Position 3943: 0.00719925341364148
Position 6764: 0.005944292909010282
Position 7290: 0.005831386161191138
Position 365: 0.005225258109741664
Position 385: 0.005190234217174465
Position 5201: 0.004843087847001311
Position 2895: 0.00470789447477853
Position 6481: 0.004324675187537127
Position 3967: 0.004000709075438818
Position 376: 0.003492712251790141
Position 5224: 0.003479398156084043
Position 2134: 0.0032452084088733144
Position 55: 0.0025798297853035237
Position 5989: 0.002302289811556227
Position 5632: 0.002287136099136672
Position 1789: 0.002227951777636841
Position 2692: 0.0021734267242906322
Position 4026: 0.0020884952687069136
Position 715: 0.0018269562649986246
Position 4385: 0.0018057106566272945
Position 3900: 0.001669557753307164
Position 342: 0.0016491153663492804
Position 6598: 0.001619837897122848
Position 73: 0.0014206946704308694
Position 1800: 0.0014047463642289312
Position 5219: 0.001332455043486757
Position 5362: 0.0012659895150056934
Position 5002: 0.0012523678964766545
Position 6407: 0.0012477367843813925
Position 1428: 0.0011868665685606248
Position 1830: 0.0011562517272266297
Position 3272: 0.000960392967274651
Position 1761: 0.0008978192657074485
Position 644: 0.0007540089756330848
Position 913: 0.0007161297278401594
Position 3131: 0.0006963908577785675
Position 1628: 0.0005752546172945366
Position 4561: 0.0005316705255183162
Position 924: 0.0005287121886906107
Position 3427: 0.000494961009466911
Position 3768: 0.000477062759114208
Position 1249: 0.00045899731289771023
Position 2175: 0.00042973281568607576
Position 6615: 0.00042632922107539907
Position 4213: 0.00038962816588203423
Position 3766: 0.0003785409378192827
Position 2184: 0.0003307838394441937
Position 5930: 0.00030922771375414403
Position 4342: 0.00028516052841499504
Position 3819: 0.0002843644193379632
Position 1406: 0.00026053569769379764
Position 2208: 0.00025817981086628464
Position 1242: 0.0002502855732689112
Position 627: 0.00018718298774328236
Position 929: 0.00018017480163632976
Position 2182: 0.00017251533302746805
Position 796: 0.00014703878616957798
Position 769: 0.00014279210375227715
Position 1519: 0.00013824989539891797
Position 6171: 0.0001374752736115489
Position 367: 0.0001358024721275496
Position 1211: 0.00013365178787540604
Position 390: 0.00011598779408868774
Position 3120: 0.00010878482664031793
Position 6931: 0.00010854738869304885
Position 2073: 0.00010174447238285207
Position 3201: 9.686353135457694e-05
Position 2855: 8.263330386162547e-05
Position 7230: 8.185682957504719e-05
Position 3078: 7.013203442554148e-05
Position 763: 6.723895756702256e-05
Position 1080: 5.497917030996432e-05
Position 7418: 4.974440767539182e-05
Position 1182: 4.617034668095355e-05
Position 2906: 3.850324054194942e-05
Position 3343: 3.844313519860152e-05
Position 498: 3.508086007548973e-05
Position 4847: 3.23976072504557e-05
Position 742: 2.0560208567138813e-05
Position 1152: 1.9820423033697587e-05
Position 85: 1.832734029664819e-05
Position 119: 1.8185288678703303e-05
Position 808: 1.6833391606053608e-05
Position 1598: 1.5827438420921396e-05
Position 2769: 1.5461170603882675e-05
Position 4303: 7.967272126094192e-06
Position 3096: 7.897000526570336e-06
Position 281: 7.496919447645823e-06
Position 1328: 7.3708265113640005e-06
Position 758: 6.971009785356476e-06
Position 1159: 6.731759781397517e-06
Position 359: 6.704833190985148e-06
Position 301: 5.694623965970072e-06
Position 2420: 5.07823901629589e-06
Position 569: 4.984152356735399e-06
Position 5430: 4.6616679988678445e-06
