Gene = SsRbeta
index = 1524
Annotated 5SS: [ 96 667]
Annotated 3SS: [290 888]
SMsplice 5SS: [ 96 667]
SMsplice 3SS: [290 888]
top_k =  1000
Partition function (log Z): -1.1833895071782812

Sorted 5' Splice Sites (High to Low Probability):
Position 667: 0.9855189046277043
Position 96: 0.852960791853544
Position 430: 0.007360889815666172
Position 475: 0.005996645058426198
Position 1102: 0.001522167804900427
Position 237: 0.001328984410364294
Position 125: 0.0012409410198902454
Position 58: 0.0010603820456575918
Position 1154: 0.0007137014467636774
Position 589: 0.0004404457183217574
Position 426: 0.00035530895891358496
Position 100: 0.00033580071360543226
Position 249: 0.00032088151740069934
Position 802: 0.0002606778100622663
Position 484: 0.00022331937060468928
Position 256: 0.00021137702358110222
Position 402: 0.00018030491275612952
Position 55: 0.00016865910621203308
Position 684: 0.00015934606854612265
Position 281: 9.55655574236106e-05
Position 216: 9.305792914648795e-05
Position 287: 6.245434082373188e-05
Position 103: 5.3416808468869106e-05
Position 917: 5.2450880714155265e-05
Position 331: 4.716864812672529e-05
Position 207: 4.6313258593095046e-05
Position 705: 4.288596904683734e-05
Position 1172: 3.8299358231912376e-05
Position 451: 3.667449190272347e-05
Position 409: 3.191787838236997e-05
Position 820: 3.1029981064575834e-05
Position 671: 2.9366269847330966e-05
Position 634: 1.3305956172952697e-05
Position 657: 1.2924314126150168e-05
Position 166: 1.2603480780031261e-05
Position 1163: 1.17145041525524e-05
Position 324: 9.864188517195046e-06
Position 461: 7.041786546714683e-06
Position 586: 5.957969816761999e-06
Position 737: 5.370772553555018e-06
Position 196: 5.1506030132379765e-06
Position 544: 5.015304279284771e-06
Position 333: 3.662407722805779e-06
Position 142: 3.629234861821223e-06
Position 735: 3.1299508151035613e-06
Position 994: 2.9987921759250054e-06
Position 982: 2.8951456803604347e-06
Position 945: 2.7199835521983013e-06
Position 901: 2.6124307154466857e-06
Position 636: 2.2501115187759185e-06
Position 923: 2.145206811425367e-06
Position 517: 2.0233623337808907e-06
Position 703: 1.936891956767673e-06
Position 541: 1.6285808228341888e-06
Position 315: 1.3937615588870656e-06
Position 123: 1.1315430443221831e-06
Position 9: 1.070709233718824e-06
Position 379: 8.872930857627199e-07
Position 371: 7.610756599119668e-07
Position 172: 7.336210332081006e-07
Position 294: 6.856687604910092e-07
Position 348: 4.42257663024693e-07
Position 837: 4.267445054389629e-07
Position 129: 3.468466875502055e-07
Position 649: 3.0197610670323186e-07
Position 931: 2.2052900722805393e-07
Position 520: 2.1317080454219384e-07
Position 1041: 1.6919264119989035e-07
Position 1032: 1.3668773833856906e-07
Position 1192: 9.832969352810841e-08
Position 144: 9.155456948748344e-08
Position 1258: 7.124423477727435e-08
Position 844: 4.338393920500412e-08
Position 1266: 3.6759994581332513e-08
Position 1195: 1.2319113715901254e-08
Position 365: 7.834478757477078e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 888: 0.9881808640526429
Position 290: 0.41175021451119587
Position 156: 0.21389284534281192
Position 177: 0.17727880579438832
Position 338: 0.025075141422264545
Position 390: 0.014224900954911347
Position 487: 0.006479417006392367
Position 820: 0.004749518867583641
Position 564: 0.004306201020261586
Position 735: 0.002770730342368939
Position 1172: 0.0021223085990980752
Position 507: 0.001735402733445031
Position 1231: 0.0013450479923241086
Position 851: 0.0013177035457561464
Position 458: 0.001181569576878034
Position 551: 0.0008970012841325709
Position 531: 0.0008633565699045939
Position 387: 0.0008467492516256594
Position 300: 0.0003519104101994122
Position 862: 0.0003358211801980403
Position 743: 0.0003350354139015391
Position 193: 0.00018159257053464644
Position 802: 0.00017367003071248546
Position 355: 0.00016045110279620534
Position 474: 0.00014445202535470317
Position 402: 0.00013608314929118567
Position 526: 9.082682758602796e-05
Position 249: 5.714547283650133e-05
Position 417: 5.091931372310899e-05
Position 645: 2.6385153242976562e-05
Position 1272: 2.3063296501212796e-05
Position 1041: 2.256943660118668e-05
Position 746: 1.4253853389485575e-05
Position 905: 6.807470701186779e-06
Position 921: 6.0173080040175435e-06
Position 600: 3.915657771590378e-06
Position 633: 3.2729344900538662e-06
Position 1071: 1.9927210329700463e-06
Position 954: 1.3140574713194746e-06
Position 945: 8.989081518476518e-07
Position 1335: 7.307650587069547e-07
Position 758: 5.216198838631698e-07
Position 593: 4.0909043199878355e-07
Position 1137: 3.879258316514989e-07
Position 1315: 3.328142797690719e-07
Position 360: 3.002646276325795e-07
Position 1251: 2.2359663704906896e-07
Position 1330: 1.9605771228194403e-07
Position 663: 1.3430693435145045e-07
Position 657: 1.326025454182169e-07
Position 1077: 1.0919015245032784e-07
Position 912: 6.283549192738353e-08
Position 1284: 6.034080176339378e-08
Position 1047: 6.001887134371277e-08
Position 1121: 4.868298724290899e-08
Position 1080: 3.595969285084211e-08
Position 103: 3.228915530800041e-08
Position 703: 3.074803971420744e-08
Position 77: 4.3457554725589606e-11
Position 100: 3.34442515540513e-11
Position 55: 2.1027071743210655e-11
Position 414: 1.0339776057168514e-11
Position 96: 1.1576604469622065e-12
