Gene = Tango1
index = 1546
Annotated 5SS: [ 293 2508 3057 3242 3990 4149]
Annotated 3SS: [ 398 2619 3108 3364 4046 4206]
SMsplice 5SS: [ 293 1146 3057 3242 3990 4149 4940]
SMsplice 3SS: [ 398 2619 3108 3364 4046 4206 5088]
top_k =  1000
Partition function (log Z): 9.942569039331778

Sorted 5' Splice Sites (High to Low Probability):
Position 4149: 0.9997328894729551
Position 293: 0.9859279321079853
Position 3990: 0.8337669991457106
Position 3242: 0.7991759190340314
Position 1146: 0.6848746579328245
Position 3057: 0.6155036408607962
Position 4940: 0.579295666837316
Position 897: 0.30288306171399293
Position 3039: 0.2740379047681494
Position 2508: 0.08334002832061535
Position 3510: 0.03398604126882863
Position 3277: 0.027689808975217504
Position 2715: 0.023402188338049634
Position 3946: 0.02179161195577877
Position 3993: 0.021092474851996407
Position 4954: 0.02073550227876666
Position 4982: 0.012747906837451885
Position 3636: 0.008790805598938158
Position 610: 0.007429577400964235
Position 3814: 0.006870913135847214
Position 3869: 0.006651164923109653
Position 649: 0.00657908927217739
Position 1397: 0.005262884562493023
Position 617: 0.00515170346828699
Position 1169: 0.0049557642400694345
Position 3011: 0.004535873162940227
Position 626: 0.0037189249488415775
Position 3404: 0.00365178629441785
Position 806: 0.003608314107534218
Position 845: 0.003208908198101072
Position 3173: 0.003164044827937242
Position 444: 0.0031353407513686747
Position 3767: 0.0030849315991779273
Position 5038: 0.002792020911278829
Position 3851: 0.0027682277848120607
Position 4368: 0.0027226258229703674
Position 319: 0.00265688272807603
Position 2010: 0.002461841611085129
Position 1855: 0.0022673834107605315
Position 636: 0.0020361584149397685
Position 2795: 0.0019136317492489303
Position 1945: 0.001858960213174367
Position 2760: 0.00180545167474408
Position 2821: 0.001255930367341548
Position 3495: 0.0012196510869507747
Position 2390: 0.0010097559487018575
Position 1885: 0.0010094060026005955
Position 3619: 0.0009628894486249332
Position 4843: 0.0008865697698870093
Position 3311: 0.0008861250522994787
Position 2271: 0.0008856623226639464
Position 2733: 0.0008075356703118775
Position 674: 0.0008050450730247669
Position 525: 0.0007759471918676312
Position 287: 0.0006666704262835601
Position 1612: 0.0005937221777319208
Position 3255: 0.0005903472395353621
Position 3877: 0.0005335535679349146
