Gene = shd
index = 1871
Annotated 5SS: [ 473 5270 6055 6298 6595 6939]
Annotated 3SS: [4974 5459 6119 6354 6722 7014]
SMsplice 5SS: [ 473 4333 5270 6055 6298 6595 6939]
SMsplice 3SS: [4124 4388 5459 6119 6354 6722 7014]
top_k =  1000
Partition function (log Z): 19.582361274309115

Sorted 5' Splice Sites (High to Low Probability):
Position 6595: 0.9996632678234343
Position 6939: 0.9992899587635325
Position 6298: 0.9908613897426338
Position 473: 0.975641836408936
Position 4333: 0.9347920366669437
Position 5270: 0.8778471852901537
Position 6055: 0.5672710272922584
Position 6059: 0.320653640771582
Position 2549: 0.1466628346516953
Position 5260: 0.10620454872536823
Position 7181: 0.0724936235443369
Position 6070: 0.06022813081022461
Position 4055: 0.04475622024032906
Position 108: 0.03950319849849801
Position 3672: 0.027319969155575174
Position 7386: 0.023433366426000003
Position 7391: 0.01567937061154604
Position 3441: 0.012190963689046907
Position 1186: 0.011012553876373362
Position 4080: 0.010737696254295293
Position 3676: 0.00997382967374276
Position 5988: 0.009479973884198026
Position 105: 0.008905230267956537
Position 4337: 0.00874906563108906
Position 3474: 0.008031708006239388
Position 5403: 0.0073977283024285094
Position 125: 0.007311272409706877
Position 3434: 0.007298333726718401
Position 2312: 0.0064667277562969255
Position 5235: 0.006049622119178644
Position 7132: 0.00507853315965886
Position 5753: 0.004978231431300464
Position 2749: 0.004867935458378802
Position 2248: 0.004749984980017293
Position 816: 0.004037651725462396
Position 1211: 0.004019109173905947
Position 3051: 0.003954908721726248
Position 2719: 0.003140283825530596
Position 5552: 0.003082038791797339
Position 3683: 0.0030398622843361063
Position 6309: 0.002965184298259595
Position 1230: 0.0028572699702160962
Position 2681: 0.0028243590511936967
Position 5560: 0.002573280211686411
Position 2815: 0.002460549244024225
Position 5393: 0.002439175211991726
Position 150: 0.001729067454615503
Position 477: 0.0016266756557625124
Position 4950: 0.0015346860661393106
Position 7222: 0.001529467341496354
Position 4649: 0.001332454135348861
Position 312: 0.0012906555890614335
Position 5651: 0.0012559165041976807
Position 2329: 0.0012411487758767412
Position 4599: 0.0011635795480442912
Position 7403: 0.0009322805782137802
Position 3634: 0.0009293145250475962
Position 1825: 0.0008717148412722511
Position 7160: 0.0008600597504694854
Position 4984: 0.0008241905490621913
Position 2802: 0.0008185730972403076
Position 6016: 0.0006017196287010991
Position 7233: 0.0005806117596675374
Position 3829: 0.0005199428839065483
Position 5642: 0.0005002896127854295
Position 7117: 0.00048614433248648977
Position 82: 0.00047756486719725973
Position 6258: 0.0004740548440393078
Position 4670: 0.00040724787359957507
Position 5640: 0.00039899424556615585
Position 4503: 0.00037013724122478086
Position 94: 0.0003270151498228386
Position 7033: 0.00032347200516937865
Position 2733: 0.0003207534463656204
Position 5407: 0.00029460053273392436
Position 5294: 0.00024887241759190856
Position 5285: 0.00023021790993378905
Position 205: 0.00022903655393625782
Position 5807: 0.00021848297706290062
Position 6302: 0.00021226309492675284
Position 4672: 0.0001992051576873802
Position 7097: 0.0001845566730935588
Position 808: 0.00016681020759215778
Position 2703: 0.00015785480652667208
Position 470: 0.00015580689489679312
Position 5608: 0.00014263254963718048
Position 6943: 0.00014041896903158206
Position 5603: 0.00013358926146875473
Position 2848: 0.00012722018336965048
Position 2928: 0.00011987409609435841
Position 324: 0.00011561513848273595
Position 5416: 0.00011139101330089992
Position 754: 0.00011043739150442647
Position 3570: 0.00010701764576076959
Position 1807: 0.00010323181503103184
Position 937: 9.050712820389371e-05
Position 5869: 9.042323567606085e-05
Position 224: 7.70734346800728e-05
Position 5982: 7.332910688045607e-05
Position 141: 6.795499519153287e-05
Position 1756: 6.674600164962284e-05
Position 670: 6.392797810047819e-05
