Gene = Pde1c
index = 1363
Annotated 5SS: [ 54316  69682  90090  93483  95313  98296 109973 111220]
Annotated 3SS: [ 69011  89798  92920  95198  97740 109722 110078 111865]
SMsplice 5SS: [   147  90090  93483  95313 109973 111220]
SMsplice 3SS: [ 89798  92920  95198 109722 110078 111865]
top_k =  1000
Partition function (log Z): -132.71696743487985

Sorted 5' Splice Sites (High to Low Probability):
Position 2082: 0.4514137294062969
Position 12373: 0.2917318541357013
Position 147: 0.20920884598798134
Position 13040: 0.2019858228809388
Position 1175: 0.18441372506745699
Position 711: 0.12294303051779963
Position 887: 0.11291607245903144
Position 18708: 0.08490338454634473
Position 16887: 0.07544231171901963
Position 1181: 0.0634195820963942
Position 934: 0.05720907227827169
Position 707: 0.05186729619190517
Position 874: 0.04831823688922214
Position 30: 0.04612635119149174
Position 13220: 0.03532679436891032
Position 3031: 0.03233848216162849
Position 12857: 0.030330617462790196
Position 672: 0.02739702778465927
Position 7706: 0.02616537629828783
Position 251: 0.023690255472775437
Position 12630: 0.02249026877761154
Position 1725: 0.019672161090887957
Position 12676: 0.01739205831168314
Position 2106: 0.01296457444426964
Position 168: 0.012665175946969741
Position 6838: 0.012375701866170067
Position 6661: 0.009883685126269732
Position 4870: 0.00861137390429756
Position 5276: 0.007297489088015032
Position 670: 0.00473635461494786
Position 131: 0.004242785016126905
Position 129: 0.004153968056390611
Position 7518: 0.003716447472455986
Position 133: 0.003680163993175096
Position 127: 0.003452305526216674
Position 135: 0.003204641914321811
Position 125: 0.0027018244741237115
Position 681: 0.0015270999312996985
Position 496: 0.001228283800865728
Position 401: 0.001186699444838686
Position 843: 0.0006106681140448402
Position 679: 0.0005635345736809558
Position 507: 0.0005567958313771168
Position 227: 0.0005458342562584897
Position 1008: 0.0005351827529069859
Position 1717: 0.000489990420305474
Position 1398: 0.0004744701873540057
Position 123: 0.00045445119976605404
Position 7098: 0.00042712179592444753
Position 999: 0.00035925383624007504
Position 4656: 0.00035337010171749596
Position 697: 0.00035039395394738723
Position 317: 0.00028022734380445493
Position 349: 0.00027100888567912264
Position 275: 0.00023825838346049234
Position 96: 0.00020031375676348123
Position 548: 0.00016631829605738807
Position 6649: 0.00012696897589908976
Position 1367: 0.00010752683971354823
Position 554: 9.828001537451813e-05
Position 6656: 8.996646600200525e-05
Position 1388: 7.920961509839817e-05
Position 73: 7.456471652051488e-05
Position 643: 5.8105699379624865e-05
Position 608: 5.3690676027961545e-05
Position 139: 4.7382273522007325e-05
Position 723: 4.652640177520975e-05
Position 1220: 4.605925359687855e-05
Position 1277: 4.58483310942328e-05
Position 38: 4.1348891857052814e-05
Position 981: 3.924036313155202e-05
Position 2682: 3.8105653811436694e-05
Position 117: 3.6394142540634783e-05
Position 328: 3.627985210122542e-05
Position 2635: 3.616550225156234e-05
Position 2871: 2.7922060783567745e-05
Position 2281: 2.727805459967666e-05
Position 98: 2.6320233821994514e-05
Position 137: 1.8411278433575943e-05
Position 1141: 1.6674124949437258e-05
Position 1349: 1.543143515558863e-05
Position 645: 1.2358590542050759e-05
Position 145: 1.1914319444408107e-05
Position 912: 7.883447421397766e-06
Position 972: 7.610589899942846e-06
Position 929: 6.147001613387734e-06
Position 425: 6.03039970679348e-06
Position 5373: 5.836506533590935e-06
Position 470: 5.761389913606393e-06
Position 151: 2.2552376104363713e-06
Position 759: 2.1806702190733715e-06
Position 159: 2.065319928824449e-06
Position 467: 2.05034652356064e-06
Position 3035: 1.9623502097974686e-06
Position 3: 1.8024000872425853e-06
Position 540: 1.6135233344178492e-06
Position 1010: 1.028256918046e-06
Position 1217: 9.292178610052802e-07
Position 6: 7.381622391178261e-07
Position 734: 2.5204706209411745e-07
Position 378: 1.2895724028987617e-07
Position 85: 1.0922025608528093e-07
Position 459: 1.0676363434482028e-07
Position 428: 8.194089026284543e-08
Position 1105: 3.031579972600308e-08
Position 2268: 1.5618411454788867e-08
Position 801: 1.438298702272049e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 16863: 0.8698924606379637
Position 11829: 0.3067975426420333
Position 779: 0.20847825069367573
Position 18555: 0.19174502534910257
Position 12521: 0.13311721334438742
Position 12500: 0.11524202086484917
Position 19074: 0.08490338454634475
Position 951: 0.0754006878165902
Position 1497: 0.048957061195947435
Position 1784: 0.0441900479871729
Position 1086: 0.02710059234530566
Position 6479: 0.02036004193477075
Position 1260: 0.02016949700867468
Position 7262: 0.019188226510234968
Position 12780: 0.0187910868989415
Position 12665: 0.016112283826791553
Position 1002: 0.015451299190858782
Position 1957: 0.01218084679824775
Position 2174: 0.011124832587183425
Position 1031: 0.009941983737757416
Position 5166: 0.008720241572622975
Position 16941: 0.007887997777394865
Position 12913: 0.007606980066446069
Position 7141: 0.004685451053008739
Position 7573: 0.004155732643556553
Position 14992: 0.003712437991065202
Position 12693: 0.0036407414349254744
Position 2150: 0.003608754052017093
Position 2856: 0.0031850970513821065
Position 1263: 0.003163228940570738
Position 4793: 0.002865252086509009
Position 1724: 0.0028307637352043696
Position 2334: 0.002627642548117029
Position 4745: 0.002296836808323928
Position 194: 0.0022243381708131334
Position 2909: 0.002119561152436606
Position 4551: 0.002003108244329276
Position 2978: 0.0019097235818997663
Position 1005: 0.0017142113576081904
Position 826: 0.0016062071116567387
Position 2730: 0.0015777097789168503
Position 759: 0.001386981267928213
Position 5498: 0.0013011461870430212
Position 332: 0.0012702918355047207
Position 1174: 0.0011218828076648918
Position 1883: 0.0009633109875510173
Position 2889: 0.0008448201194685065
Position 317: 0.000826878128564103
Position 1554: 0.0007973135392773335
Position 1060: 0.0007831054197133583
Position 4765: 0.0007792206385640794
Position 1522: 0.0006934037597390734
Position 1266: 0.000685536679507245
Position 6990: 0.0006751045569572343
Position 6188: 0.0006359886982652251
Position 4756: 0.0005610408131247651
Position 2461: 0.0005155305543627372
Position 830: 0.0004054722859342605
Position 2426: 0.0004026542892238428
Position 2790: 0.00039974316706474
Position 2307: 0.00038055372586976956
Position 5063: 0.00036680771202942335
Position 2205: 0.00035034444856599543
Position 1367: 0.0003230725089399656
Position 81: 0.00031575236156864095
Position 2874: 0.0003135342773255763
Position 2950: 0.0003057216188707162
Position 3119: 0.0002244535064898268
Position 2015: 0.00020620247074485418
Position 1141: 0.00019654114242433985
Position 2671: 0.0001683452360896478
Position 13414: 0.00014921194106497812
Position 1892: 0.00011782321690543806
Position 859: 0.00011571267339286325
Position 623: 0.00011282421813737366
Position 4399: 8.743881171617333e-05
Position 3905: 7.902872143493562e-05
Position 4178: 5.7125602114227095e-05
Position 575: 4.8131507438801845e-05
Position 1128: 3.792092711905194e-05
Position 222: 3.463761724381506e-05
Position 111: 2.9790516470778228e-05
Position 275: 2.6775910513329247e-05
Position 425: 2.3025536529252935e-05
Position 457: 2.109342126897308e-05
Position 480: 1.536945268976971e-05
Position 349: 1.3930628116152998e-05
Position 362: 1.0832560404991152e-05
Position 346: 1.0007004277919216e-05
Position 969: 5.761067843912807e-06
Position 145: 5.002114681739358e-06
Position 3917: 4.868448518247882e-06
Position 245: 4.536982177621322e-06
Position 1599: 2.9036655830120686e-06
Position 227: 2.2664277359018783e-06
Position 1741: 2.2644061711834706e-06
Position 1257: 2.0874098388312993e-06
Position 512: 1.8103112420805964e-06
Position 593: 1.6284425953104477e-06
Position 10004: 1.4368487935834306e-06
Position 1017: 1.4156565859066643e-06
Position 577: 1.3522680571554473e-06
Position 5193: 1.196227686530003e-06
Position 5136: 1.1304014746338253e-06
Position 1535: 9.329629299862024e-07
Position 507: 6.952552762490906e-07
Position 2351: 5.895061463879117e-07
Position 288: 4.882748253450732e-07
Position 934: 4.844285794257437e-07
Position 168: 4.4055806246722595e-07
Position 8029: 3.911417079862707e-07
Position 3553: 2.374147157064633e-07
Position 9518: 1.9140458320731233e-07
Position 200: 1.5303636245508898e-07
Position 91: 1.3609841890612333e-07
Position 2569: 1.204978904137899e-07
Position 8423: 9.821439428175665e-08
Position 1105: 8.141327640455376e-08
Position 964: 8.134129072502622e-08
Position 7844: 5.4512229899800276e-08
Position 5454: 2.1236423906223135e-08
Position 486: 1.5028637372618147e-08
Position 172: 1.1617153152487047e-08
Position 117: 3.3021801557690954e-09
Position 5321: 2.7415888996557646e-09
Position 3241: 1.3982356123128934e-09
Position 3142: 1.3867793949313142e-09
Position 3566: 8.810810098072856e-10
Position 5120: 7.88016292444196e-10
Position 2947: 2.1989757103845842e-11
Position 151: 6.400911445071208e-12
Position 2992: 4.316090549567721e-12
Position 233: 1.5108998952510072e-12
