Gene = Pex16
index = 1368
Annotated 5SS: [222]
Annotated 3SS: [281]
SMsplice 5SS: [222]
SMsplice 3SS: [281]
top_k =  1000
Partition function (log Z): -7.285530263794304

Sorted 5' Splice Sites (High to Low Probability):
Position 222: 0.6596066557464619
Position 199: 0.3150736732436294
Position 1124: 0.1380720697803585
Position 1274: 0.02431462831804328
Position 518: 0.008518713698465512
Position 305: 0.007572467919267305
Position 203: 0.006036226929206302
Position 434: 0.005615231198180474
Position 395: 0.005352506584770221
Position 654: 0.004295485147161473
Position 920: 0.0035281810905329726
Position 309: 0.0029785900805776116
Position 317: 0.0025785177126759636
Position 464: 0.002247522978267695
Position 889: 0.002168538915298723
Position 227: 0.0018378297161898126
Position 173: 0.00183349971364983
Position 1107: 0.0015190181984281782
Position 847: 0.001505455732118948
Position 152: 0.001043710549601835
Position 511: 0.0008744494262052925
Position 735: 0.0008125037526454426
Position 148: 0.0007237111015404474
Position 903: 0.0005917903089673751
Position 1205: 0.0004828393807819213
Position 740: 0.00028795625572411367
Position 498: 0.00025980926611440005
Position 170: 0.0001965197244648234
Position 1212: 0.00019648800479543015
Position 728: 0.00018543054500978464
Position 1127: 0.00014498919643728963
Position 139: 0.00013317884360748643
Position 282: 0.00013071863339242325
Position 555: 0.0001287944561151215
Position 1278: 0.00012186291958625646
Position 875: 0.00010353520731557663
Position 747: 0.00010267716128225576
Position 426: 8.87776367419778e-05
Position 1300: 6.044800686130754e-05
Position 726: 5.8648780570033365e-05
Position 1248: 3.205453665469422e-05
Position 302: 2.536752626768125e-05
Position 48: 2.466282603453992e-05
Position 439: 1.9581256085782833e-05
Position 486: 1.7215933509883655e-05
Position 1027: 1.4295441948162646e-05
Position 343: 1.3763769227595514e-05
Position 4: 9.460131270986524e-06
Position 1289: 7.257011138231815e-06
Position 1037: 5.9465967045504535e-06
Position 1109: 5.760756675255723e-06
Position 1267: 3.8388556548897235e-06
Position 1283: 3.546727091558733e-06
Position 685: 2.9956144124853994e-06
Position 328: 2.6642180344925728e-06
Position 341: 2.4790576741475384e-06
Position 940: 2.236295198970975e-06
Position 1159: 1.6968125172797596e-07
Position 1183: 4.9133602658310665e-08
Position 656: 3.1686033861830473e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 281: 0.7809203615636982
Position 945: 0.1278845832666573
Position 1195: 0.11782094769542419
Position 247: 0.06942768238032357
Position 1346: 0.031100203734357804
Position 433: 0.02405038019251207
Position 685: 0.010173714574329301
Position 1227: 0.008861403662481572
Position 1204: 0.008168741598077298
Position 964: 0.004101622468670363
Position 1247: 0.003977312809406954
Position 256: 0.003586204164830612
Position 1059: 0.002455642085404085
Position 985: 0.0019903385287746763
Position 715: 0.0014972967003968852
Position 309: 0.0010223401305580475
Position 459: 0.0009071720771769563
Position 370: 0.0006627788359519136
Position 1208: 0.0005008043420386473
Position 482: 0.00036968821803173277
Position 778: 0.0002903555502120717
Position 788: 0.0002206234285986915
Position 624: 0.0001972308807078113
Position 1074: 0.00016333005248643788
Position 221: 0.00016153977072935015
Position 740: 0.00016055699120377958
Position 1233: 0.0001015233561804719
Position 691: 8.772927035013205e-05
Position 218: 8.638579349039499e-05
Position 1145: 7.880496905632825e-05
Position 923: 7.262578537766563e-05
Position 1000: 7.135976542238395e-05
Position 1272: 6.643145816748712e-05
Position 385: 6.016329980542511e-05
Position 859: 5.422947476271838e-05
Position 1241: 4.680150678151846e-05
Position 511: 2.8549184886799942e-05
Position 535: 2.6289000308389136e-05
Position 463: 1.8538532698538547e-05
Position 124: 1.7506513027943114e-05
Position 634: 1.3401703066585284e-05
Position 1167: 1.2574860208458635e-05
Position 1300: 1.00274252886701e-05
Position 1107: 8.166156449923083e-06
Position 51: 7.359020857659262e-06
Position 90: 6.977469640478424e-06
Position 800: 6.546843861476562e-06
Position 1008: 5.872825693863186e-06
Position 475: 5.288770176163261e-06
Position 544: 4.990953829948616e-06
Position 839: 1.6628970967465042e-06
Position 836: 1.2053174808452622e-06
Position 1123: 9.946918921465395e-07
Position 745: 8.845720856918701e-07
Position 548: 5.052080846247204e-07
Position 636: 3.226172092975807e-07
Position 194: 2.2703647456681763e-07
Position 227: 8.235978255512163e-08
Position 84: 3.519102609810109e-08
Position 199: 3.46589456504251e-08
Position 136: 1.6084678662384147e-08
Position 187: 1.2314201012840316e-08
Position 524: 8.59532766599318e-09
Position 388: 5.962784506467316e-09
Position 249: 5.613980764113692e-11
Position 313: 1.7908271305034392e-11
Position 145: 9.103352396580063e-12
