Gene = bol
index = 1631
Annotated 5SS: [ 4509 21360 21772 26274 26450 26787 27064]
Annotated 3SS: [20917 21617 26213 26331 26709 27029 31597]
SMsplice 5SS: [  128 21360 21772 22244 26274 26450 26787 27064]
SMsplice 3SS: [20917 21617 22036 26213 26346 26709 27029 32837]
top_k =  1000
Partition function (log Z): -3.3855539036358087

Sorted 5' Splice Sites (High to Low Probability):
Position 21772: 0.9978504676940675
Position 26450: 0.997500516911452
Position 26274: 0.9892464945531667
Position 21360: 0.9300532931940062
Position 26787: 0.9073409000482434
Position 23031: 0.7487130502278126
Position 128: 0.5040209994887777
Position 27064: 0.4825372259948265
Position 23471: 0.45944003629839675
Position 23167: 0.36178431805000505
Position 28027: 0.30068833818753643
Position 8820: 0.29055854784919527
Position 28231: 0.2521068522389521
Position 23212: 0.23828653020664992
Position 861: 0.23490818254861665
Position 22244: 0.22743816773917017
Position 1748: 0.21894989868281342
Position 27452: 0.19980834375852854
Position 33370: 0.15589716723267752
Position 1332: 0.13263494023307393
Position 28277: 0.1289937923586069
Position 28134: 0.1111267029443012
Position 27279: 0.09140738906742127
Position 28273: 0.08750457041876339
Position 23501: 0.04822557939244507
Position 27144: 0.04661474663539091
Position 27250: 0.03984033888099176
Position 27743: 0.03929412996571554
Position 27606: 0.03528111357402778
Position 816: 0.027191822274108327
Position 144: 0.02514220273114263
Position 377: 0.016838690469923437
Position 494: 0.01473379913737994
Position 26817: 0.013682103184808246
Position 31714: 0.013529445195943296
Position 33650: 0.013309316265565299
Position 1110: 0.011223466657574618
Position 33849: 0.01070804111958715
Position 29070: 0.009261888682134473
Position 131: 0.008383668333427468
Position 27723: 0.00794480509861857
Position 27091: 0.007706309145314344
Position 27621: 0.007526568786081683
Position 1146: 0.007142363484243969
Position 29353: 0.006095787563651323
Position 27750: 0.005661142979292656
Position 26904: 0.005656147655531789
Position 2693: 0.004608476026028622
Position 31745: 0.004179907554608001
Position 1757: 0.003553898646138292
Position 27616: 0.00324953987876428
Position 2322: 0.003081670499605234
Position 2179: 0.0029245462452411127
Position 4999: 0.0028818410176660817
Position 27798: 0.0025747432392379537
Position 2951: 0.002502985612071669
Position 27098: 0.0024178455917361896
Position 26927: 0.0023514987120310414
Position 21990: 0.002306958646976609
Position 25109: 0.002205516918795837
Position 28545: 0.002153952564674327
Position 23044: 0.0019049168140427143
Position 2183: 0.0018650466419956027
Position 27542: 0.0018175242233353277
Position 618: 0.0016095551357955284
Position 1363: 0.0015156448744554126
Position 2132: 0.0014121999600472553
Position 27120: 0.001257498983093059
Position 27610: 0.0011869236348457123
Position 1469: 0.0011186552195100873
Position 424: 0.0011167119072686732
Position 4509: 0.0010963702212109362
Position 457: 0.0009001473489677896
Position 27753: 0.0008608460545499886
Position 27499: 0.0008563394099717572
Position 272: 0.0005991370202617344
Position 21776: 0.0005951524654253693
Position 22381: 0.000581316015071307
Position 199: 0.0005521441181872795
Position 295: 0.0004228156393444907
Position 613: 0.0003938324728683784
Position 1037: 0.00035331074890799575
Position 404: 0.0003526392730062293
Position 164: 0.0003452730704977687
Position 22983: 0.0003421126678419931
Position 22157: 0.00033592262389820594
Position 31: 0.00033250505011446957
Position 446: 0.00033168116564711344
Position 1062: 0.00032510280440736447
Position 690: 0.00031956634333739803
