Gene = l(2)37Cd
index = 1745
Annotated 5SS: [133 397 584]
Annotated 3SS: [194 453 710]
SMsplice 5SS: [133 397 584]
SMsplice 3SS: [194 453 710]
top_k =  1000
Partition function (log Z): 2.9867896389755306

Sorted 5' Splice Sites (High to Low Probability):
Position 397: 0.998705417284388
Position 133: 0.973379126499383
Position 584: 0.9649215580229681
Position 933: 0.09278303779841993
Position 1022: 0.029323656130557138
Position 636: 0.01452659852160164
Position 1948: 0.014300538347263587
Position 1465: 0.0138438516405416
Position 1098: 0.0062340079998913864
Position 928: 0.0040363162192329416
Position 588: 0.0023786454594019665
Position 79: 0.0020369371362704307
Position 877: 0.0018451833382217406
Position 656: 0.0016811677214312924
Position 530: 0.0009608930512829157
Position 1738: 0.000892922775989623
Position 817: 0.0006698261662628118
Position 150: 0.0006005742664356743
Position 126: 0.0005905490820697559
Position 1361: 0.0005343768595108624
Position 1943: 0.0004957034897681422
Position 1212: 0.0003488815670165759
Position 1200: 0.0003284108476079273
Position 401: 0.000205803758845651
Position 859: 0.0002050986797019138
Position 961: 0.00016333651540382187
Position 1216: 0.00014151104027869808
Position 1657: 0.00010542149633653964
Position 1909: 0.0001046589980574915
Position 1469: 0.00010446125606184045
Position 124: 8.619058367617589e-05
Position 862: 8.17364798826567e-05
Position 837: 6.70482501753127e-05
Position 1357: 5.971648717573789e-05
Position 408: 5.619006221961212e-05
Position 826: 4.086932865428933e-05
Position 1869: 3.805258505795002e-05
Position 1044: 3.586911976422861e-05
Position 1900: 3.2180030004350804e-05
Position 867: 3.2147153417668966e-05
Position 1102: 2.455681499803195e-05
Position 1383: 1.578212411798302e-05
Position 1745: 1.4988916600285597e-05
Position 1778: 1.3543996524447786e-05
Position 681: 7.052577408036003e-06
Position 780: 6.861423854968616e-06
Position 1279: 6.658993151765946e-06
Position 76: 5.119416163233401e-06
Position 545: 4.626752781288768e-06
Position 354: 4.240324695990934e-06
Position 360: 3.852243373995539e-06
Position 63: 3.8485901296536765e-06
Position 831: 3.308970306140545e-06
Position 309: 2.959892427160017e-06
Position 1938: 2.7116413358527688e-06
Position 499: 2.3607035165692584e-06
Position 612: 2.224877440912288e-06
Position 362: 2.183149318621633e-06
Position 605: 2.152990310161431e-06
Position 1878: 2.098118486246005e-06
Position 54: 6.481121936585703e-07
Position 29: 4.3338268527584176e-07
Position 747: 4.083627371210951e-07
Position 685: 1.9302065404893453e-07
Position 3: 1.5798296570945028e-07
Position 195: 1.3310474456920632e-07
Position 210: 1.2911197549214164e-07
