Gene = Tdrd3
index = 1549
Annotated 5SS: [  91  228 2423]
Annotated 3SS: [ 142  301 2527]
SMsplice 5SS: [  91  228 2423 2807]
SMsplice 3SS: [ 142  301 2527 2868]
top_k =  1000
Partition function (log Z): 7.209621424803866

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9938700582310236
Position 91: 0.9878474419469998
Position 2423: 0.9823033266807929
Position 2807: 0.8471998709219902
Position 1218: 0.05414906545992711
Position 366: 0.04504555054059838
Position 1622: 0.013147951435906878
Position 1922: 0.010896127772113764
Position 724: 0.00928845495675899
Position 2448: 0.006520051713863101
Position 383: 0.0043996117334751264
Position 2606: 0.004355926447371675
Position 1890: 0.004245660121712597
Position 2462: 0.0035413922722712364
Position 235: 0.002616173738572087
Position 2456: 0.0019798715795515667
Position 1064: 0.0015362226533518247
Position 1381: 0.0012425322560095237
Position 1430: 0.0011076823764447179
Position 1953: 0.0009697472697358894
Position 2465: 0.0009299198640875263
Position 926: 0.0006380210151423495
Position 2826: 0.000562607214126139
Position 1046: 0.0005196167922669184
Position 687: 0.0004947130213988619
Position 2433: 0.00042730170281933154
Position 2404: 0.00042701464348564896
Position 1434: 0.0003481214385377758
Position 465: 0.00032834852854063596
Position 88: 0.0003147967312856117
Position 2817: 0.00027743828372104066
Position 2427: 0.00022685669744300883
Position 1599: 0.0002147522125094431
Position 210: 0.00021041663630287866
Position 1133: 0.00018826321248940073
Position 2026: 0.00017057870706138316
Position 1110: 0.0001661598079615287
Position 95: 0.00015187325131474109
Position 392: 0.00015177410141044658
Position 1168: 0.0001504452260017675
Position 2615: 0.00014059227673815584
Position 390: 0.00014007334211917107
Position 232: 0.0001383306146286138
Position 598: 0.00012756106273510202
Position 2765: 0.00011019560126275048
Position 1655: 0.00010939606937513306
Position 2475: 9.654285751342855e-05
Position 83: 9.477015908210502e-05
Position 1050: 7.356613500960055e-05
Position 527: 6.702248528534901e-05
Position 454: 4.766950233524872e-05
Position 900: 4.699312728880645e-05
