Gene = Bsg25D
index = 55
Annotated 5SS: [ 615 1613 2037 2261 4530 5388 5563]
Annotated 3SS: [1367 1816 2179 2767 4957 5450 5619]
SMsplice 5SS: [ 591 1613 2037 2261 4530 5388 5563]
SMsplice 3SS: [1367 1816 2179 2767 4993 5450 5619]
top_k =  1000
Partition function (log Z): 10.814109512686619

Sorted 5' Splice Sites (High to Low Probability):
Position 1613: 0.9980246726732329
Position 5563: 0.9949129113406923
Position 5388: 0.9659802289104705
Position 2037: 0.9564373338306021
Position 2261: 0.9088379483852528
Position 4530: 0.6352485621675785
Position 1302: 0.5754017395577785
Position 591: 0.5040288380339509
Position 615: 0.3557240171276987
Position 3187: 0.2587824367393314
Position 1156: 0.12115182774528228
Position 4599: 0.06110775906891395
Position 1025: 0.039700499722625765
Position 833: 0.03848451159203255
Position 2893: 0.03116494158119833
Position 1257: 0.02921232135805098
Position 4551: 0.025759561953618927
Position 365: 0.022844963507273313
Position 2674: 0.021398499891296684
Position 6292: 0.014125863431185286
Position 801: 0.012480759273667492
Position 2690: 0.012081583299330916
Position 6283: 0.005777394567807536
Position 3313: 0.005396234010139467
Position 3154: 0.0052147213802923595
Position 2326: 0.004665508895217068
Position 2703: 0.004224077701295828
Position 661: 0.0030219639326650306
Position 4534: 0.002868757471059731
Position 4105: 0.0028544979504447976
Position 698: 0.0025531369985776096
Position 4564: 0.002430015731284521
Position 6015: 0.0023103735493343745
Position 4678: 0.0022978847697693967
Position 5889: 0.002036139904377514
Position 349: 0.0019736770950820825
Position 4562: 0.0018550843428218663
Position 6286: 0.0017937535299390396
Position 150: 0.0016606776687003717
Position 6275: 0.001597300778956255
Position 606: 0.0014683784967983735
Position 2701: 0.0014476864986287376
Position 2418: 0.0013296658364352952
Position 4304: 0.00119318130771219
Position 256: 0.0011412455215763994
Position 583: 0.0010024840055331112
Position 2410: 0.0008391080222075002
Position 1666: 0.0006803257365025978
Position 144: 0.0006617763092638209
Position 2265: 0.0006256512211259447
Position 187: 0.0006094950084268258
Position 6125: 0.000528915230063435
Position 831: 0.0005036621533550711
Position 1636: 0.0004904232725913355
Position 1445: 0.000466010192954823
Position 1163: 0.00043935769874865814
Position 5802: 0.0004373023447847518
Position 6051: 0.0003921936624732487
Position 3551: 0.00039121447083049376
Position 2377: 0.00038229260939920715
Position 5841: 0.0003357958950468705
Position 6538: 0.000319058759693847
Position 6514: 0.00030657301026369444
Position 141: 0.0003049690964669123
Position 598: 0.0002804802792846338
Position 776: 0.00025536488479716495
Position 1683: 0.0002471671444585362
Position 5730: 0.00024281267468551703
Position 379: 0.0002248973106993877
Position 1237: 0.00018235763127757943
Position 837: 0.00017584001183290678
Position 2469: 0.0001647679670762723
Position 1261: 0.00016387907032494654
Position 727: 0.00015789141088619094
Position 5848: 0.00014767377826625872
Position 46: 0.00014448471124747832
Position 6338: 0.00012781436332080903
Position 2243: 0.00011997605556212211
Position 2105: 0.00010222297863565534
Position 124: 9.894743142007272e-05
Position 5197: 8.144334598152639e-05
Position 1176: 7.468977775274878e-05
Position 1206: 7.241785936049557e-05
Position 6483: 6.647533446766436e-05
Position 5602: 5.7045138165644236e-05
Position 5896: 5.680725280980944e-05
Position 23: 5.557785869461558e-05
Position 1867: 5.439228872113379e-05
Position 2129: 5.1619744058519206e-05
Position 937: 4.99546513687276e-05
Position 292: 4.724630456197581e-05
Position 6303: 4.5572228189262153e-05
Position 5772: 4.539397770784245e-05
Position 2345: 4.528018338863537e-05
Position 1607: 4.459594828665699e-05
Position 5780: 4.3401063285296105e-05
Position 2283: 4.255996859183657e-05
Position 105: 4.242600526862848e-05
Position 1661: 4.1983900626941597e-05
Position 1978: 4.059678571064607e-05
Position 5640: 4.005738066613664e-05
Position 1631: 4.0040125635543855e-05
Position 1722: 3.774264690718155e-05
Position 1211: 3.388648602939882e-05
Position 1622: 3.294462197475392e-05
Position 923: 3.129258939863845e-05
Position 3003: 3.0793035097018114e-05
Position 103: 2.8876262688194025e-05
Position 2041: 2.670179558479963e-05
Position 2102: 2.161161398484135e-05
Position 2318: 2.033103626545403e-05
Position 2247: 1.8509270717571934e-05
Position 2099: 1.5736078335839812e-05
Position 2364: 1.449982258811039e-05
Position 547: 1.1650932761040094e-05
Position 1120: 1.0917170988851488e-05
Position 533: 1.0876170874820933e-05
Position 260: 1.0563068628170318e-05
Position 1429: 9.681426214731398e-06
Position 1379: 9.523180059790778e-06
Position 2024: 9.067373961811321e-06
Position 111: 8.00882918436469e-06
Position 718: 6.409645026531477e-06
Position 1737: 4.518585491933967e-06
Position 403: 4.144012349168848e-06
Position 445: 4.119757271875533e-06
Position 1643: 3.5919135090911497e-06
Position 1899: 2.6866712118797474e-06
Position 1704: 2.591514310161816e-06
Position 535: 2.581973274384554e-06
Position 2970: 2.3776326497085164e-06
Position 1419: 2.0641588749020606e-06
Position 116: 1.983155504915592e-06
Position 1617: 1.5008675105532919e-06
Position 1619: 1.245509332224035e-06
Position 1902: 1.213568178107352e-06
Position 172: 1.1079253719329156e-06
Position 6079: 7.487990770365279e-07
Position 5993: 6.579084780058047e-07
Position 237: 5.963111815835027e-07
Position 1860: 5.790788036477549e-07
Position 1696: 5.620944127080749e-07
Position 5936: 5.497246519820008e-07
Position 5939: 5.348038339709407e-07
Position 424: 3.520558926642413e-07
Position 2747: 3.1588234265994546e-07
Position 5870: 1.9671061693907759e-07
Position 5567: 1.7656440126719132e-07
Position 1626: 1.659109927399794e-07
Position 1463: 1.6255085948809964e-07
Position 1489: 1.1819883088142965e-07
Position 2518: 8.791258123537303e-08
Position 1555: 6.780478271964297e-08
Position 1460: 6.338188087599697e-08
Position 2496: 4.572841596627478e-08
Position 1482: 4.0562057338720996e-08
Position 2167: 2.0354326593845865e-08
Position 5716: 1.596213895570094e-08
Position 4113: 1.049987018805728e-08
Position 426: 9.45846099864333e-09
Position 2176: 8.012662241205028e-09
Position 883: 7.100967719734148e-09
Position 5549: 6.462005879040426e-09
Position 2083: 1.9478552482693647e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1816: 0.9813017020714292
Position 5619: 0.980115473758302
Position 1367: 0.961581867946826
Position 5450: 0.9564373853188358
Position 2767: 0.8696719997871881
Position 2179: 0.8245174605023824
Position 4993: 0.4849763885737602
Position 4957: 0.38283697080420126
Position 883: 0.27275767766092585
Position 880: 0.20209078210964573
Position 1155: 0.06714528370098818
Position 3621: 0.06423653234072418
Position 2109: 0.04951455489955553
Position 1206: 0.03833665080777525
Position 1013: 0.03302593066008096
Position 4721: 0.03216930617440043
Position 2518: 0.03180902395730117
Position 411: 0.025370173447303187
Position 5041: 0.02425022444745027
Position 753: 0.021855728842270886
Position 697: 0.016684038849796842
Position 2469: 0.01637161735027363
Position 6358: 0.016216138179892505
Position 685: 0.01583839807658991
Position 5011: 0.014413995327028906
Position 1837: 0.012894314324475251
Position 5215: 0.012321655574631333
Position 4013: 0.010437182986742278
Position 4327: 0.010152029228641267
Position 4464: 0.009609503896204128
Position 5018: 0.009135995610804096
Position 5477: 0.008882307700200119
Position 3373: 0.008368541850451213
Position 2715: 0.008225575709734407
Position 661: 0.008049468363043407
Position 920: 0.0072918111173000165
Position 923: 0.006941519958090651
Position 647: 0.0068726348618171
Position 3387: 0.006363649846750292
Position 2410: 0.006244181931779287
Position 6355: 0.006099892573463948
Position 1043: 0.0060786753657954325
Position 3282: 0.005338077480515226
Position 1211: 0.004864533307623712
Position 4910: 0.004793699083932788
Position 5516: 0.004574210084907433
Position 3428: 0.004278957654979367
Position 5197: 0.0041921880879161886
Position 5474: 0.004167487185798833
Position 5699: 0.003876838244604094
Position 1854: 0.0035655808471459303
Position 1087: 0.0035548503172890653
Position 2578: 0.0033227314042968336
Position 6018: 0.0032956062948004835
Position 1333: 0.003226898216371194
Position 2348: 0.0032080410136095306
Position 4622: 0.003131383478193661
Position 3470: 0.0029344579698899753
Position 3279: 0.0026537098101668613
Position 2148: 0.002643100898227407
Position 784: 0.0025653955415011536
Position 3747: 0.0025551810149494654
Position 762: 0.0025344392327657796
Position 4422: 0.0025016093455425483
Position 2136: 0.002437768788400445
Position 5633: 0.0024224911476207725
Position 3029: 0.002353351757384814
Position 6364: 0.0023478023137642654
Position 2565: 0.0022430368933846483
Position 1159: 0.002060254279872735
Position 6206: 0.0019918245971945105
Position 3721: 0.0018982911353184256
Position 4406: 0.0016871032408772185
Position 3405: 0.0015216358869485176
Position 5662: 0.0014892709360586993
Position 3642: 0.0014066835715178102
Position 1494: 0.001355019844927943
Position 5050: 0.0013470871317441124
Position 6332: 0.0013204994191555865
Position 4657: 0.0012468570682490352
Position 6592: 0.0011917568046843148
Position 951: 0.0011143832426022268
Position 5980: 0.0010992860915285286
Position 5714: 0.001056637988347879
Position 2318: 0.0010485718273523007
Position 890: 0.0010124180166371595
Position 6588: 0.001012351938736757
Position 3929: 0.0010075408916777827
Position 1023: 0.0009199961544891478
Position 2994: 0.0009077801995463316
Position 311: 0.0007859481790420359
Position 3396: 0.000756187105532302
Position 2580: 0.0006804586978754977
Position 5120: 0.0006114796551912396
Position 1791: 0.0006057858571493196
Position 3634: 0.0006014852837217865
Position 277: 0.0005411635002121257
Position 795: 0.0005367987938124214
Position 3017: 0.0005058695690374922
Position 6465: 0.0004717874726561954
Position 2473: 0.00046863774215570396
Position 6393: 0.00046320071652263456
Position 3086: 0.00040712016284034214
Position 1268: 0.0004036275105796062
Position 5291: 0.00040090698186313135
Position 3236: 0.00037200409132098127
Position 2784: 0.0003704135748743758
Position 1305: 0.00034365657850390257
Position 668: 0.00032445989855872057
Position 1725: 0.00027420974264684726
Position 5903: 0.0002347934396179689
Position 2803: 0.0002193245524558297
Position 5777: 0.00020775297300783542
Position 5705: 0.00019865199389392356
Position 5678: 0.00018153156302356684
Position 5822: 0.0001778284542244458
Position 4047: 0.00016626826380412716
Position 6533: 0.00012713067088664616
Position 331: 0.00012067131160718372
Position 1881: 0.0001183535544796617
Position 165: 9.876623324644417e-05
Position 6679: 9.6420561998838e-05
Position 2446: 9.514832493914385e-05
Position 3249: 9.098967118898051e-05
Position 214: 8.732033336579729e-05
Position 1916: 8.047306972965361e-05
Position 6182: 7.669950910076994e-05
Position 5495: 7.237011893358012e-05
Position 1055: 6.80234688384316e-05
Position 3033: 6.249972356371171e-05
Position 3261: 6.176549514421064e-05
Position 900: 5.767636402252357e-05
Position 1683: 5.721407298918897e-05
Position 2810: 5.495880591504963e-05
Position 3476: 5.156128973675426e-05
Position 1444: 4.461826119550052e-05
Position 1066: 4.4375839642030004e-05
Position 1417: 4.271019578842489e-05
Position 3452: 3.691302561511503e-05
Position 5955: 3.368670482143499e-05
Position 1722: 3.316334157354316e-05
Position 1474: 3.298102206564386e-05
Position 6024: 3.173271858311302e-05
Position 2217: 2.2902846001486603e-05
Position 5819: 2.226900198170285e-05
Position 5870: 1.9459306811361756e-05
Position 5998: 1.9380481480177733e-05
Position 1690: 1.8278698161309266e-05
Position 3447: 1.5906345294807527e-05
Position 1999: 1.525927708928677e-05
Position 1314: 1.3919369915424311e-05
Position 424: 1.2631115518304037e-05
Position 6242: 1.1527849208410646e-05
Position 445: 1.120745435673124e-05
Position 1839: 1.0457692427717304e-05
Position 457: 1.0225283438023167e-05
Position 6751: 8.598128497293207e-06
Position 124: 6.959733621205957e-06
Position 388: 6.67231960982825e-06
Position 136: 5.9628415006079554e-06
Position 1501: 5.247043850816091e-06
Position 287: 4.366391770261046e-06
Position 1751: 4.24127190120224e-06
Position 801: 4.218834394337384e-06
Position 103: 3.50912543094839e-06
Position 1740: 2.6115009117223865e-06
Position 2793: 2.5836223313081086e-06
Position 507: 2.1884316223397176e-06
Position 292: 2.1003739150828896e-06
Position 1261: 1.6821697031539083e-06
Position 1285: 1.1963291570258422e-06
Position 2260: 1.1156356968931476e-06
Position 364: 1.0692890480958381e-06
Position 2225: 9.67314135901512e-07
Position 1970: 9.414004121246701e-07
Position 547: 6.945682781939675e-07
Position 1935: 6.837431602345102e-07
Position 2720: 5.349655888978156e-07
Position 391: 4.5440758555515167e-07
Position 385: 3.5408780849727246e-07
Position 65: 3.0506372290084046e-07
Position 553: 2.3952887785476676e-07
Position 2277: 2.351223578288247e-07
Position 2886: 1.8639470188428135e-07
Position 1927: 1.8630784010884022e-07
Position 487: 1.7806237677203224e-07
Position 475: 1.7060942695415776e-07
Position 1897: 1.6463057869831783e-07
Position 418: 1.5191469773754786e-07
Position 519: 1.348651217930532e-07
Position 1987: 9.831637222505604e-08
Position 2821: 9.165280047633318e-08
Position 526: 6.235483682868292e-08
Position 150: 5.218189584216271e-08
Position 144: 4.6110909695974186e-08
Position 1737: 3.5495802719551324e-08
Position 3036: 3.324122344905755e-08
Position 2005: 3.2163518326418157e-08
Position 141: 2.2398040791889335e-08
Position 556: 1.802029090334814e-08
Position 2055: 1.2240717238325934e-08
Position 442: 5.35051326143481e-09
Position 797: 4.66823641486462e-09
Position 2001: 4.009265876632825e-09
Position 2011: 3.5841066812965784e-09
Position 583: 3.3437848804524034e-11
Position 308: 1.0880129194171949e-12
