Gene = cutlet
index = 1660
Annotated 5SS: [1012 1647 1932 2115 2274 2473 2771 3258 3451 3734 4233]
Annotated 3SS: [1066 1702 1997 2170 2332 2535 3081 3316 3512 4168 4293]
SMsplice 5SS: [1012 1647 1875 2115 2274 2473 2771 3258 3451 3734 4233]
SMsplice 3SS: [1066 1702 1997 2170 2332 2535 3081 3316 3512 4168 4293]
top_k =  1000
Partition function (log Z): 27.367619043558403

Sorted 5' Splice Sites (High to Low Probability):
Position 2115: 0.9940461298171931
Position 2473: 0.9932472545086295
Position 4233: 0.9932132375031195
Position 3451: 0.9900906081534442
Position 3258: 0.9679033800395432
Position 1012: 0.962978139938382
Position 1647: 0.9226647561230401
Position 2771: 0.8195572273117167
Position 3734: 0.6518579289627557
Position 2274: 0.6321134122383747
Position 2284: 0.1975013128412942
Position 1879: 0.18719279589845098
Position 2242: 0.15509556092504964
Position 2970: 0.1134867513195121
Position 1919: 0.10012483954126224
Position 2673: 0.05231741760942135
Position 4112: 0.03180771944481689
Position 580: 0.02878576376880231
Position 781: 0.02854650582122064
Position 1350: 0.025961661959822205
Position 2944: 0.014776842091961008
Position 1896: 0.008598868164791542
Position 4037: 0.008154804233362938
Position 1289: 0.007055044834274322
Position 1777: 0.00578907075408984
Position 1670: 0.00532800398858124
Position 1888: 0.005183289553141368
Position 2692: 0.005003676839583231
Position 2697: 0.004575006009958701
Position 971: 0.004336801664888529
Position 34: 0.003860607614946705
Position 2255: 0.003493485075511196
Position 1473: 0.0034744276751060045
Position 2457: 0.003404106779711378
Position 4237: 0.0033860301307738812
Position 222: 0.0031543709859971707
Position 889: 0.0024866773677109924
Position 1234: 0.0024321582249122345
Position 2080: 0.0023573454428946405
Position 3969: 0.002154878009580111
Position 1448: 0.00212590087641384
Position 63: 0.0020030178496604815
Position 28: 0.0019531809212758253
Position 2119: 0.0017687911654923885
Position 1962: 0.001520954335955313
Position 1159: 0.0014948274025506298
Position 1891: 0.0014765979532243639
Position 1640: 0.0014722192595686544
Position 2444: 0.0014592701627028542
Position 1042: 0.0014208903344038613
Position 454: 0.0012354929501487387
Position 3947: 0.0011971225715158122
Position 3812: 0.0011745414431787644
Position 2435: 0.0011083970978213792
Position 3606: 0.0010684728335689864
Position 2677: 0.0008817397177876625
Position 1023: 0.0008741012057570018
Position 1050: 0.0008219719246948111
Position 415: 0.0007172753322768211
Position 3717: 0.0006197757827652446
Position 584: 0.0005807050981449513
Position 1247: 0.0005589864716745396
Position 3828: 0.0005303538618259518
Position 4097: 0.0004950404661752282
Position 1607: 0.00048432195234242813
Position 374: 0.00046973919037644415
Position 2989: 0.0004684872715585984
Position 2483: 0.0004330197993232991
Position 3262: 0.00035883812150486666
Position 1016: 0.00035308641115551725
Position 2620: 0.0003477201657123211
Position 3964: 0.0003360791392791452
Position 1810: 0.00033581417801004137
Position 955: 0.00033325556003879607
Position 2090: 0.0003283582596059554
Position 828: 0.00032473614333777525
Position 2639: 0.00031011061819666475
Position 2602: 0.00030484925984233585
Position 1749: 0.00030295417370809313
Position 2683: 0.0002691773676694272
Position 1518: 0.0002660819391724017
Position 2253: 0.00024930522639194204
Position 1112: 0.0002340186144613735
Position 1103: 0.00020558907697296037
Position 2246: 0.00020290836337512466
Position 3238: 0.00018266171661630246
Position 3865: 0.0001717413731662381
Position 446: 0.00016273758567340562
Position 1418: 0.00015636309847522919
Position 3354: 0.00014829843848330034
Position 3348: 0.00014041116681668875
Position 1244: 0.000134374596338684
Position 3455: 0.0001207366048973099
Position 952: 0.00011746323138201557
Position 2551: 0.00010049105109431927
Position 2719: 9.665158715574767e-05
Position 1846: 9.481744188350655e-05
Position 465: 8.957930824042364e-05
Position 595: 8.59016599818687e-05
