Gene = GlcAT-S
index = 1189
Annotated 5SS: [1372 4949 5273 5840]
Annotated 3SS: [4675 5009 5487 5896]
SMsplice 5SS: [1141 4949 5273 5840]
SMsplice 3SS: [4675 5009 5487 5896]
top_k =  1000
Partition function (log Z): 2.7838899053425816

Sorted 5' Splice Sites (High to Low Probability):
Position 4949: 0.9972606809868613
Position 5840: 0.9733162523696559
Position 5273: 0.7095816454711226
Position 1141: 0.49335909649952303
Position 38: 0.30020095393233265
Position 5225: 0.2378576439490196
Position 156: 0.15198111843023906
Position 45: 0.08184811834833612
Position 4628: 0.07873562511932744
Position 1868: 0.07224460780553608
Position 183: 0.030652991665396777
Position 4568: 0.021578706608350113
Position 4257: 0.01990508626893665
Position 448: 0.015928336797409712
Position 326: 0.013242734470935663
Position 1372: 0.012901639435512756
Position 473: 0.012391850029384912
Position 5178: 0.011326492821373846
Position 1237: 0.008802970403425599
Position 6292: 0.00879996570638015
Position 5229: 0.008084847005560487
Position 1877: 0.00796053316806465
Position 5331: 0.005733102319117186
Position 3747: 0.0051525351853755055
Position 2841: 0.005096909527841928
Position 6007: 0.004448117537308675
Position 5834: 0.004100150558918602
Position 4481: 0.003859976065905745
Position 4546: 0.0036824727155859954
Position 726: 0.003591642075593853
Position 6130: 0.0028880530005130937
Position 6012: 0.0022052433879034957
Position 442: 0.0022027241679161806
Position 678: 0.00200735541500516
Position 6335: 0.001911666821965503
Position 3081: 0.0018804604150089162
Position 2113: 0.0017219432001272883
Position 3456: 0.001631229323471307
Position 5358: 0.0015657021740881915
Position 2687: 0.0015656621268809025
Position 3797: 0.001516042701627574
Position 2953: 0.001475181535226251
Position 5249: 0.0014136066495308078
Position 5079: 0.001323985317658851
Position 5318: 0.0012843674908369638
Position 142: 0.0012644928347532098
Position 993: 0.0012568509122430434
Position 2654: 0.0008572128129282175
Position 2180: 0.0008322869880424887
Position 5583: 0.000803858427484821
Position 1033: 0.000782422772054609
Position 319: 0.0007764868598017614
Position 2063: 0.0006750474269131909
Position 354: 0.0006472433555832788
Position 5740: 0.00060446618562378
Position 5593: 0.0005657049515511054
Position 5264: 0.000465205594300436
Position 6296: 0.0003901085370781688
Position 5355: 0.0003419487508916582
Position 5571: 0.0003368031002108594
Position 639: 0.0003256439746081359
Position 5378: 0.0003186985341277418
Position 5210: 0.00025366082502240446
Position 6546: 0.00024109477328620145
Position 539: 0.00021798489218378725
Position 3227: 0.0002163130959919987
Position 759: 0.0002068953856941066
Position 1559: 0.00020624320598331805
Position 5107: 0.0001932727127549875
Position 6519: 0.00016791507769828244
Position 5261: 0.00015804511561778815
Position 1740: 0.0001528022504082476
Position 469: 0.00014362886476954826
Position 5341: 0.00012208514301884839
Position 1917: 0.00011289508268596109
Position 124: 0.00011225547383520903
Position 5844: 0.00011054442184999746
Position 323: 0.00010564316955643326
Position 6566: 9.972432683519622e-05
Position 5967: 9.672857594608741e-05
Position 6459: 9.421754676243556e-05
Position 6134: 9.008744330004895e-05
Position 5560: 8.646146034465915e-05
Position 1701: 8.63355816021287e-05
Position 6299: 8.332635225798525e-05
Position 1454: 7.718397686467907e-05
Position 582: 6.956010544645005e-05
Position 6261: 6.860978402872616e-05
Position 696: 6.697138873350398e-05
Position 5494: 6.444510216314913e-05
Position 5701: 6.199701477161007e-05
Position 1714: 6.035626991144765e-05
Position 1900: 5.4580109702183775e-05
Position 2457: 3.86572012972568e-05
Position 567: 3.850410769383662e-05
Position 3223: 3.776280388011468e-05
Position 3245: 3.642729797714481e-05
Position 2428: 3.157959460927345e-05
Position 371: 2.7858431161315262e-05
Position 682: 2.78430955043172e-05
Position 6414: 2.709549647868868e-05
Position 1006: 2.6217212718994203e-05
Position 496: 2.530732333881051e-05
Position 2637: 2.4593845126335223e-05
Position 5721: 2.421976940522217e-05
Position 6048: 2.392806430089341e-05
Position 5822: 2.335476777850008e-05
Position 376: 2.0753582858223934e-05
Position 1815: 1.9981086920361863e-05
Position 778: 1.8008382413742648e-05
Position 6170: 1.6958439297626544e-05
Position 4789: 1.649754435485475e-05
Position 5182: 1.609051800022631e-05
Position 1158: 1.569460100943338e-05
Position 6511: 1.5486161882492058e-05
Position 699: 1.5429121160682613e-05
Position 675: 1.5256473692923275e-05
Position 839: 1.3777139924226223e-05
Position 388: 1.3746818521056652e-05
Position 4812: 1.2854078305079275e-05
Position 5959: 1.2843587687712157e-05
Position 467: 1.2751943932325031e-05
Position 6417: 1.2488031625701857e-05
Position 6091: 1.2201629134051922e-05
Position 5552: 9.612325370977723e-06
Position 6371: 6.280905425325444e-06
Position 5410: 6.142120528686778e-06
Position 6557: 5.928147728434405e-06
Position 116: 5.010336672473812e-06
Position 507: 3.5429986017495286e-06
Position 317: 3.3517906938583208e-06
Position 509: 3.107002340035943e-06
Position 458: 2.503325973240921e-06
Position 5218: 2.479368152028124e-06
Position 5441: 2.3206013826794437e-06
Position 97: 2.2765109042921767e-06
Position 5604: 1.6318306871806251e-06
Position 357: 1.6027868134128109e-06
Position 401: 1.5939786474299972e-06
Position 3476: 1.428560170378662e-06
Position 5030: 1.3070098971684231e-06
Position 2320: 1.2003314386580274e-06
Position 359: 1.1068965427261521e-06
Position 3483: 9.79760083375094e-07
Position 649: 7.048467674477853e-07
Position 6375: 6.28234480989671e-07
Position 4091: 5.063121025891269e-07
Position 3498: 4.6348040664465063e-07
Position 526: 4.5190808626135066e-07
Position 281: 3.8143723771822294e-07
Position 3437: 3.6925265377213077e-07
Position 5861: 1.2970426018391721e-07
Position 5815: 5.788131032201236e-08
Position 6147: 4.100454393706002e-08
Position 6192: 2.6129391872764313e-08
Position 6187: 2.14484834573341e-08
Position 6082: 1.2046265377147545e-08
Position 6215: 6.7183771499613645e-09
Position 6211: 5.1248637535652626e-09
Position 5771: 3.4458322882995685e-09
Position 6380: 2.1761776828683776e-09
Position 519: 2.1190203257740865e-09
Position 86: 8.304904980062737e-10
Position 514: 3.046906882772165e-10
Position 247: 1.4272031659636902e-10
Position 374: 9.056715696590351e-11
Position 420: 3.5510533928977794e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5009: 0.9995452595942602
Position 5896: 0.9674782643683645
Position 4675: 0.8874783194138831
Position 5487: 0.8232621553408236
Position 4370: 0.1027834632329509
Position 5441: 0.10190755553339936
Position 105: 0.08123472602529398
Position 4721: 0.05097026428011878
Position 868: 0.04495575850668023
Position 244: 0.028860042487473328
Position 5493: 0.025318911107420544
Position 4479: 0.02444205791815706
Position 3356: 0.017197865893378555
Position 5560: 0.016893058666116397
Position 4352: 0.015399557864680193
Position 1802: 0.011080497924546753
Position 6075: 0.009808447911910052
Position 4604: 0.008857225822998593
Position 874: 0.007167016731917293
Position 1772: 0.0062202291699266585
Position 6354: 0.006169512102932343
Position 1348: 0.00601087763556152
Position 5228: 0.0055877011317214806
Position 4078: 0.005365967672153876
Position 1395: 0.005094778583982391
Position 281: 0.00503493178201824
Position 4117: 0.0050157410266467506
Position 6400: 0.004423156677275082
Position 3691: 0.004399293766209629
Position 5990: 0.004255806105693107
Position 5642: 0.0041278976932413005
Position 2179: 0.0038155523351105455
Position 2728: 0.003402899510198262
Position 6200: 0.003338827939021544
Position 3653: 0.003278999539115776
Position 1307: 0.003045864970623472
Position 592: 0.0026245565435140603
Position 722: 0.0026155375062378605
Position 1978: 0.002224734097350826
Position 1366: 0.0021002277408688585
Position 4679: 0.0018015564812156755
Position 1627: 0.0015449202118505989
Position 4322: 0.00147409707484181
Position 5715: 0.0014640306061270037
Position 2263: 0.001443711846184763
Position 374: 0.001438768034159472
Position 4256: 0.001429305956385145
Position 2513: 0.0013141723671267836
Position 5341: 0.00131338672957292
Position 507: 0.0011650908921243628
Position 3643: 0.0011440801251976023
Position 6206: 0.0011422984310163434
Position 1081: 0.0011005977277671018
Position 6364: 0.0010688644215892603
Position 354: 0.0008726032820589108
Position 251: 0.0007739001252714584
Position 1624: 0.0007624476413460278
Position 5954: 0.0007253752086650241
Position 2775: 0.0006920523968522431
Position 4457: 0.0006919313215973541
Position 1211: 0.0006319123363365735
Position 6617: 0.0005151533696569117
Position 2275: 0.0005030355259901641
Position 5386: 0.0004992342413041405
Position 2205: 0.0004591025551576978
Position 1751: 0.0004246642621556498
Position 5998: 0.0004051768877199925
Position 1714: 0.00040415861622076815
Position 997: 0.0003999674963146213
Position 5034: 0.00031159060515065397
Position 5500: 0.00024970788188726824
Position 4440: 0.00024638120765557557
Position 380: 0.00022451998871368241
Position 6153: 0.00022116243457951954
Position 6082: 0.00020997273902273494
Position 5410: 0.00020717563794202896
Position 6473: 0.00020664230713508661
Position 357: 0.00020440087220536125
Position 1684: 0.0001952120976056653
Position 6574: 0.00019361274944545864
Position 3556: 0.00019154170451118449
Position 4307: 0.00018871394692207086
Position 5749: 0.00017283772388435666
Position 5610: 0.00017056053006743297
Position 371: 0.00015863126128587126
Position 1420: 0.00015582164716187723
Position 438: 0.0001552479720003237
Position 890: 0.00015145295885744635
Position 1657: 0.0001500673600353559
Position 1651: 0.00013228983351566914
Position 1032: 0.00011040389346248322
Position 6627: 0.00010849802776880248
Position 142: 9.618108270179593e-05
Position 526: 9.189093528597095e-05
Position 3013: 8.939473367440822e-05
Position 567: 7.794292152883608e-05
Position 768: 7.123584462598966e-05
Position 5915: 6.73382078110768e-05
Position 5583: 6.669640749099071e-05
Position 2634: 6.473106308059827e-05
Position 6393: 6.399128621467218e-05
Position 1311: 6.33384292474318e-05
Position 6503: 5.583952179836617e-05
Position 1701: 5.07253491169969e-05
Position 6454: 4.849143833100003e-05
Position 6292: 4.477056348014065e-05
Position 6242: 4.220135271023861e-05
Position 1573: 4.152393125085757e-05
Position 949: 3.608890655405527e-05
Position 708: 3.486795972377787e-05
Position 818: 3.451692648902715e-05
Position 6225: 3.3879867142634884e-05
Position 1546: 3.1313419304124655e-05
Position 314: 3.0167704182654354e-05
Position 5626: 2.3733080871005847e-05
Position 6295: 2.2343220657208826e-05
Position 6485: 1.380557256336087e-05
Position 5046: 1.2999819668785317e-05
Position 6604: 5.90713467387007e-06
Position 5571: 5.260136560110581e-06
Position 1517: 4.8530740732826986e-06
Position 5153: 4.549397754111654e-06
Position 2217: 4.325977612901155e-06
Position 6233: 4.232523107264102e-06
Position 6170: 4.152513568099058e-06
Position 5822: 3.5127266557803936e-06
Position 6586: 3.3291836619636763e-06
Position 5065: 2.6658965150833518e-06
Position 6012: 2.57965623439653e-06
Position 1236: 2.4571264393169407e-06
Position 116: 2.2776092523248288e-06
Position 5069: 1.7682242737394421e-06
Position 6519: 1.5907662728905477e-06
Position 5277: 1.2232313518790943e-06
Position 124: 8.073096461127061e-07
Position 599: 7.659333886103745e-07
Position 148: 7.455842923903308e-07
Position 1270: 7.115102871923315e-07
Position 688: 5.590175796933182e-07
Position 5253: 5.460270823566237e-07
Position 955: 5.102395881835656e-07
Position 1264: 4.963660598334861e-07
Position 183: 4.413896686413167e-07
Position 195: 3.820181616277152e-07
Position 5273: 3.5590187903879876e-07
Position 1314: 3.522545476870008e-07
Position 1512: 2.5450096188042886e-07
Position 935: 2.1745502630819045e-07
Position 1242: 1.2423203373349322e-07
Position 1217: 1.0583797874211752e-07
Position 1140: 9.721700729667638e-08
Position 458: 8.613572726149857e-09
Position 1254: 2.2181646450207627e-09
Position 156: 9.022766941840838e-10
