Gene = fy
index = 1711
Annotated 5SS: [ 277 1450]
Annotated 3SS: [ 334 1508]
SMsplice 5SS: [277]
SMsplice 3SS: [334]
top_k =  1000
Partition function (log Z): -5.418986950271807

Sorted 5' Splice Sites (High to Low Probability):
Position 277: 0.9894359153732347
Position 1450: 0.270951863075761
Position 57: 0.21485619244748136
Position 65: 0.04298751512384512
Position 652: 0.009078609283564434
Position 1555: 0.001726721030302395
Position 696: 0.0015317918522480742
Position 529: 0.0014327799372908546
Position 1551: 0.0011984069949130423
Position 283: 0.0009070630334160462
Position 1336: 0.0007717140824414499
Position 1145: 0.0006996254199793726
Position 844: 0.0005213616543097973
Position 1235: 0.0004685781165268769
Position 997: 0.00042625875189071066
Position 759: 0.0003073837499366302
Position 511: 0.0003065102069255895
Position 1430: 0.0002845432174600841
Position 80: 0.00027696187473091297
Position 1603: 0.00026048640658224616
Position 509: 0.0002597806389728963
Position 1563: 0.0002151760491815368
Position 155: 0.0002147414442077114
Position 1482: 0.00021272705512433753
Position 522: 0.00013731872342165192
Position 1185: 0.0001237173748182953
Position 1270: 0.00010910856815362041
Position 175: 8.622769799892069e-05
Position 524: 8.044908214122122e-05
Position 1417: 7.327858334794926e-05
Position 1559: 6.534884565746908e-05
Position 923: 5.938916730840233e-05
Position 965: 4.903436274731309e-05
Position 1113: 4.752746066099371e-05
Position 895: 4.254805062700126e-05
Position 1627: 3.212889697690846e-05
Position 246: 2.8892602783209422e-05
Position 244: 2.7819491555519652e-05
Position 982: 2.698178514583175e-05
Position 935: 1.9307582400563326e-05
Position 1414: 1.9014646433023685e-05
Position 218: 1.8741239490103532e-05
Position 942: 1.7000304503219887e-05
Position 310: 1.3491806315174995e-05
Position 690: 1.0175805611927952e-05
Position 1372: 9.638784543781567e-06
Position 583: 8.593349796327717e-06
Position 917: 8.560475141171045e-06
Position 1499: 4.721400678737587e-06
Position 213: 4.204154996268719e-06
Position 466: 3.6894539759395595e-06
Position 563: 3.2922379106190304e-06
Position 886: 3.287256001461242e-06
Position 108: 3.2500941830496965e-06
Position 969: 2.3720833178207593e-06
Position 806: 2.1555880689591548e-06
Position 819: 1.6037379264251965e-06
Position 1220: 1.5722003375945619e-06
Position 1210: 1.5569206839404798e-06
Position 880: 8.064149772873771e-07
Position 1036: 7.941533419650703e-07
Position 990: 3.061750015216242e-07
Position 723: 2.2122267459015155e-07
Position 201: 6.39030340348112e-08
Position 168: 4.5777096063024186e-08
Position 1494: 3.316155574866144e-09
Position 1006: 2.5081091552139395e-09
Position 809: 2.3640798573521404e-09
Position 385: 1.791493177733269e-09
Position 757: 1.6247286077613863e-09
Position 350: 1.2973349286476515e-09
Position 665: 6.570634490596118e-10
Position 783: 4.814515628360109e-10
Position 376: 3.509067002444242e-10
Position 774: 3.844253902933401e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 334: 0.9865146734473897
Position 1508: 0.2731589844453189
Position 108: 0.22511841389875495
Position 159: 0.014805409709814202
Position 174: 0.008851522969891914
Position 385: 0.006608766628577708
Position 1664: 0.004905294918318787
Position 1315: 0.00442984886177162
Position 171: 0.004300132213267296
Position 1249: 0.0019058042822433187
Position 602: 0.0011071337939325653
Position 990: 0.0010431530154986757
Position 1210: 0.001010865488989892
Position 1545: 0.0009953229031501236
Position 1088: 0.0009239201756785671
Position 1685: 0.0006530435306118152
Position 630: 0.0005070062465660726
Position 1197: 0.0004909754147866471
Position 1295: 0.00038170060562539267
Position 953: 0.0003050049244668086
Position 969: 0.00030224150141127873
Position 774: 0.0002806973480588826
Position 578: 0.0002534651021751802
Position 1056: 0.0002072773939529601
Position 1353: 0.00017443629173703168
Position 1690: 0.000158045896246612
Position 1551: 0.00014232242025529862
Position 1323: 0.00011432300326258116
Position 310: 0.00010496039537461822
Position 1585: 0.00010068848964829246
Position 1340: 8.204644416971015e-05
Position 1113: 6.755964241133837e-05
Position 1494: 6.361716652847361e-05
Position 1073: 5.599622395501726e-05
Position 757: 5.081903809654751e-05
Position 1481: 4.940486018156943e-05
Position 188: 4.2910016829234005e-05
Position 1548: 3.5115694026319126e-05
Position 406: 3.0832447797464466e-05
Position 1427: 2.3513977839859164e-05
Position 1185: 2.253990140332803e-05
Position 942: 2.041379313141727e-05
Position 1270: 1.971200015159742e-05
Position 1267: 1.6699023335238944e-05
Position 191: 1.2229192433428229e-05
Position 1372: 8.403865083409708e-06
Position 1592: 7.995185721492114e-06
Position 1218: 4.952264698654569e-06
Position 244: 1.6706597493508982e-06
Position 445: 1.587788389047748e-06
Position 1018: 1.3727334398904202e-06
Position 439: 1.1875449475929186e-06
Position 427: 1.141326814406644e-06
Position 185: 9.92424527855357e-07
Position 420: 9.321994372140951e-07
Position 683: 8.889903838506781e-07
Position 261: 7.922200377757657e-07
Position 258: 1.9107879774369958e-07
Position 430: 2.0760889468627592e-09
Position 193: 1.7198353671903574e-09
Position 640: 6.756429381555584e-10
Position 265: 4.906123745096283e-10
Position 547: 3.0885997622465336e-10
Position 463: 1.2289751465741744e-10
Position 748: 1.220037611895675e-10
Position 572: 8.616365365842806e-11
Position 281: 2.9135414962395e-11
Position 652: 1.4451805003600072e-11
Position 466: 7.887593423820335e-12
Position 535: 1.4188346399375443e-12
Position 283: 1.0993116620025729e-12
Position 649: 4.482664056911583e-14
Position 637: 4.0925400253404366e-14
