Gene = Drgx
index = 1139
Annotated 5SS: [  562 10557 15558 15720 21224 21889 27735]
Annotated 3SS: [10432 15465 15617 21121 21316 27576 28092]
SMsplice 5SS: [  562 10557 11074 15558 15720 21224 21889 27735]
SMsplice 3SS: [10432 10679 15465 15617 21121 21316 27576 28092]
top_k =  1000
Partition function (log Z): 16.768456512460155

Sorted 5' Splice Sites (High to Low Probability):
Position 21889: 0.9991010633614105
Position 21224: 0.9968275985264509
Position 10557: 0.9924107996813835
Position 15558: 0.9816423503307922
Position 27735: 0.9730023138536945
Position 15720: 0.9700654553750693
Position 11074: 0.8176545788701591
Position 562: 0.6243616009772623
Position 26819: 0.373117694672965
Position 554: 0.3006994211767464
Position 9899: 0.18132179006600577
Position 11692: 0.16138919406743474
Position 16598: 0.15126726739388194
Position 208: 0.07538095656110635
Position 1379: 0.06886206494562286
Position 7784: 0.05692437429647218
Position 27031: 0.05444489808759956
Position 22547: 0.05125090752081138
Position 13941: 0.045177529765068315
Position 23282: 0.03942714044587773
Position 23118: 0.034752333553467574
Position 1653: 0.03415082222834858
Position 9613: 0.03100158082679131
Position 5176: 0.028332881669428576
Position 20550: 0.023394635750018156
Position 27805: 0.023309306272970412
Position 26943: 0.022947994789337907
Position 9351: 0.021430933067024257
Position 20304: 0.018904087015729196
Position 17897: 0.017937695636443842
Position 1057: 0.017935841816843087
Position 22428: 0.016846762670903737
Position 210: 0.014278683995666518
Position 13464: 0.012868221920695174
Position 1217: 0.012645434357845391
Position 12854: 0.010799384266528298
Position 23207: 0.010411173424785548
Position 24326: 0.010130635290227228
Position 214: 0.0100692714841994
Position 25653: 0.009489185224178442
Position 8218: 0.009191337422498103
Position 896: 0.007910659064261789
Position 9155: 0.007840754199040638
Position 9349: 0.007555890679408112
Position 16397: 0.007008774944567304
Position 22256: 0.006834070051316394
Position 9179: 0.0063059912267639535
Position 12481: 0.006256716125641015
Position 9521: 0.006026553481372819
Position 20706: 0.0060110315994216495
Position 25666: 0.005858918879667667
Position 16025: 0.005767968287526696
Position 13938: 0.005729067745306547
Position 2193: 0.005226112103427328
Position 5825: 0.005218964539599765
Position 27173: 0.004936490638069383
Position 3347: 0.0040472287450366625
Position 11081: 0.0038333342707510105
Position 844: 0.003809084176858691
Position 2658: 0.0037646457480744306
Position 16709: 0.0032714293159641816
Position 24552: 0.003249095633048013
Position 19681: 0.0032475534465275457
Position 2373: 0.003128345115383163
Position 21228: 0.003123167560995295
Position 26616: 0.0030139118219635387
Position 1139: 0.0027286069858590413
Position 727: 0.0026640515421623365
Position 3340: 0.002491268803026732
Position 23714: 0.0023561508874823966
Position 6478: 0.002337654674612288
Position 26254: 0.0021466304296907535
Position 23317: 0.0021149120027034
Position 6341: 0.0020527771715786085
Position 3433: 0.002044066782389705
Position 274: 0.002035415626727749
Position 195: 0.002005073144067337
Position 27177: 0.0019076419203566484
Position 22347: 0.0018679297662515411
Position 1834: 0.0018444664007151112
Position 8102: 0.0016575905165405623
Position 5741: 0.0016569889868636928
Position 21701: 0.001578168831777498
Position 7633: 0.0015491313832095717
Position 834: 0.0014984535904047957
Position 28765: 0.001478647682986563
Position 3: 0.0013779037605047746
Position 18429: 0.0013382046423366194
Position 527: 0.0012164147579415108
Position 24372: 0.0011972698187057184
Position 21397: 0.0011848621024914674
Position 15730: 0.001130576475284758
Position 17680: 0.001075907832117993
Position 29056: 0.0010289805591140355
Position 9485: 0.001018557357064502
Position 21405: 0.000984728266300388
Position 5709: 0.0009814417089708378
Position 5865: 0.0009810438732592505
Position 875: 0.0009433438313423134
Position 26235: 0.0009360484927882855
Position 9517: 0.0009180987873145971
Position 22666: 0.0008996480745826044
Position 25351: 0.0008946287654512758
Position 1639: 0.000886894714104859
Position 28516: 0.0008675395037289927
Position 1395: 0.0008500032739132949
Position 23799: 0.0007858900997396073
Position 6188: 0.0007734136127433471
Position 10561: 0.0007280481625979316
Position 832: 0.0006898695662813395
Position 28710: 0.0006840636180827962
Position 7599: 0.0006483475781610652
Position 28740: 0.0006152827009128928
Position 8882: 0.0005880445284682346
Position 22940: 0.0005692486619539009
Position 6256: 0.0005526792309785467
Position 15567: 0.0005433537718743153
Position 13691: 0.0005349830605823057
Position 27879: 0.0005293764883220692
Position 19998: 0.0005044668598162667
Position 28785: 0.00047198299679164
Position 27764: 0.0004592583131128062
Position 69: 0.00044292711813649334
Position 22573: 0.00044018943357860895
Position 24026: 0.0004099063495610981
Position 11096: 0.00038700010423116095
Position 19960: 0.0003867350691772383
Position 22494: 0.00037453728758594034
Position 10884: 0.00035543417180469033
Position 10905: 0.0003542625071809782
Position 15871: 0.0003397563023711091
Position 7099: 0.00030115610319817067
Position 28693: 0.0002971790453281647
Position 11975: 0.0002707635175547175
Position 22564: 0.0002546973734304186
Position 328: 0.00024044694796758733
Position 25136: 0.0002315209689317309
Position 18464: 0.00022064573393867757
Position 27848: 0.00021359683668013252
Position 23764: 0.00020139184332384588
Position 13863: 0.00017807729029730465
Position 28985: 0.00017440805745721103
Position 1275: 0.0001699415856106754
Position 22464: 0.00016693984888281488
Position 16218: 0.00015876379766655897
Position 16232: 0.00015807089458406206
Position 22782: 0.00015755658407649235
Position 1065: 0.00014740745539698255
Position 12156: 0.00014184135557598787
Position 13177: 0.000135405209779531
Position 22239: 0.00013503665950989865
