Gene = nab
index = 1813
Annotated 5SS: [ 602 4709 5694 6566 6763]
Annotated 3SS: [4435 4818 6473 6686 6847]
SMsplice 5SS: [ 602 4709 6566 6763]
SMsplice 3SS: [4435 4818 6686 6847]
top_k =  1000
Partition function (log Z): 9.893857776212576

Sorted 5' Splice Sites (High to Low Probability):
Position 4709: 0.9993054802636394
Position 602: 0.9854292760032592
Position 6566: 0.8910047306602159
Position 6763: 0.8347024888297062
Position 2356: 0.5242982435455941
Position 5320: 0.42405530287307425
Position 5694: 0.2925060872432455
Position 1409: 0.26792274522644116
Position 2534: 0.2623093221445007
Position 2694: 0.1881728440219605
Position 2690: 0.14021790714508212
Position 1825: 0.10450233919451606
Position 3889: 0.0968981546361409
Position 6767: 0.08878347820333565
Position 3893: 0.08134002020432594
Position 3073: 0.07537575001777373
Position 1247: 0.035308606712912374
Position 6577: 0.03310231047298596
Position 4288: 0.032740816373293055
Position 2389: 0.02936501198261015
Position 5906: 0.021547372929600184
Position 2581: 0.021470490748618943
Position 2128: 0.020936688905694077
Position 3907: 0.016851212695925863
Position 1931: 0.01393558018996104
Position 2317: 0.013919645161804684
Position 2135: 0.013879426930559829
Position 3624: 0.01226416162022054
Position 5894: 0.011736523154247008
Position 3837: 0.009432339757120982
Position 913: 0.008946523988949134
Position 5043: 0.007968929329291836
Position 2886: 0.007942315634627283
Position 2308: 0.006288813035911124
Position 1490: 0.006022756015169587
Position 2142: 0.005658561927285703
Position 5854: 0.005584365861056368
Position 1698: 0.005179463979495292
Position 1694: 0.004925954861047519
Position 5391: 0.0047737342999654145
Position 5531: 0.004230513718967946
Position 5777: 0.0036082865849669304
Position 1458: 0.0026356300666880716
Position 1993: 0.0023090289424280105
Position 2155: 0.002282407226617052
Position 6570: 0.002147241684355641
Position 213: 0.0017784495340970134
Position 5947: 0.0017518546346215436
Position 5121: 0.001604480011227814
Position 2184: 0.0015223533073678256
Position 3485: 0.0014007297795322659
Position 1668: 0.0013331282737957073
Position 1472: 0.0011953665419916627
Position 1788: 0.0011656330762269394
Position 1942: 0.001041764886840596
Position 707: 0.001007080647509962
Position 1527: 0.000974182366434864
Position 3016: 0.0009271296146917165
Position 5393: 0.0008114758078103262
Position 2590: 0.0007702503448001155
Position 2543: 0.0007208633937442206
Position 5274: 0.000639921090333329
Position 714: 0.0005638130168760535
Position 2988: 0.0005579046702647618
Position 968: 0.0005107762506899089
Position 114: 0.0004661571434218082
Position 62: 0.0004562323892214973
Position 5092: 0.00043827660734612487
Position 748: 0.0004371477602950586
Position 3063: 0.0003742235607791552
Position 1163: 0.0003290840491752716
Position 1487: 0.0003228742706169473
Position 94: 0.0003125840443608261
Position 606: 0.0003074695142467013
Position 2567: 0.00028741105156139253
Position 1347: 0.00024545995545942844
Position 7120: 0.0002418178889115484
Position 5724: 0.0002355633160046296
Position 6031: 0.00022875979687854883
Position 6870: 0.00022806947463228095
Position 6771: 0.0002233695762643744
Position 1033: 0.00022050808096130172
Position 5712: 0.00021349481215206907
Position 1434: 0.00019123344765307313
Position 2169: 0.00018983572391228405
Position 4676: 0.00018807096925028843
Position 48: 0.00017371276123426707
Position 1233: 0.00017340507347799304
Position 1765: 0.0001716523166808216
Position 39: 0.00016002359094905114
Position 4915: 0.0001574052733244283
Position 1981: 0.00014330441562448055
Position 6773: 0.00014321704992279542
Position 637: 0.00014252483347433953
Position 2121: 0.0001395995716914848
Position 202: 0.00012439414763849467
Position 6974: 0.00011891218151929263
Position 629: 0.0001154654034743887
Position 5736: 0.00011535894183348914
Position 6797: 0.00011019646092056162
Position 757: 0.00010447896714047537
Position 5422: 9.694500942353804e-05
Position 2175: 9.44523402169657e-05
Position 53: 8.863388834277826e-05
Position 1041: 8.649308960584695e-05
Position 5504: 7.93659551417521e-05
Position 2191: 7.284355815524211e-05
Position 1740: 7.164258392820115e-05
Position 900: 6.207980933783777e-05
Position 117: 6.204226650433326e-05
Position 4659: 5.363317954996749e-05
Position 5762: 5.335243269687594e-05
Position 7049: 5.2998342842516295e-05
Position 861: 4.7525163427644705e-05
Position 6545: 4.351160961956133e-05
Position 2011: 4.166117681354122e-05
Position 765: 4.025740811566107e-05
Position 689: 3.6665065579302475e-05
Position 193: 3.599038011223987e-05
Position 131: 3.532582221921067e-05
Position 694: 3.494431406674572e-05
Position 5131: 3.4436318805358205e-05
Position 1731: 2.844985328166292e-05
Position 4713: 2.80650846740065e-05
Position 5071: 2.7149290259209314e-05
Position 6963: 2.6634301947602785e-05
Position 241: 2.5635112879240505e-05
Position 5028: 2.4801582852503083e-05
Position 112: 2.4617222606909412e-05
Position 5950: 2.4469016663744788e-05
Position 7238: 2.2971988456853265e-05
Position 5977: 2.088847428402767e-05
Position 609: 1.6633309420418708e-05
Position 6521: 1.6132364551416236e-05
Position 5324: 1.6070183712941287e-05
Position 5186: 1.584125383673175e-05
Position 926: 1.4399862093043124e-05
Position 1530: 1.1215421082549278e-05
Position 75: 1.1177796673361974e-05
Position 6089: 1.1089241426150618e-05
Position 124: 1.0417542239767529e-05
Position 7184: 1.0395350633813149e-05
Position 270: 1.0200969521738851e-05
Position 7189: 9.276521175318162e-06
Position 1984: 8.15589922209056e-06
Position 802: 8.086837119958332e-06
Position 560: 7.664207330482663e-06
Position 1936: 6.827286541631913e-06
Position 5536: 6.195137765502288e-06
Position 1158: 5.951178601047898e-06
Position 7135: 4.669060157341089e-06
Position 5846: 4.6006892205692935e-06
Position 483: 4.5852688397047815e-06
Position 7090: 3.7886998461117066e-06
Position 7247: 3.6024780724257877e-06
Position 5539: 3.592263958056039e-06
Position 4938: 3.5002433655634353e-06
Position 200: 3.2269374348726883e-06
Position 2014: 3.2080243761293516e-06
Position 1282: 2.987444500790627e-06
Position 206: 2.7092589565951853e-06
Position 4560: 2.556875991996203e-06
Position 474: 2.378683107438615e-06
Position 865: 2.3310122681276193e-06
Position 1661: 2.2304618025190205e-06
Position 822: 2.154837820312442e-06
Position 4971: 1.8868800460254295e-06
Position 1288: 1.8303585318299003e-06
Position 4603: 1.4793323275434718e-06
Position 446: 1.4301848453586387e-06
Position 426: 1.3304491711466392e-06
Position 1209: 1.130287326391608e-06
Position 935: 1.106390923528762e-06
Position 7123: 9.905012536764224e-07
Position 1303: 9.657545748098235e-07
Position 260: 7.529687417956264e-07
Position 5729: 7.070048976992589e-07
Position 322: 6.310356101338279e-07
Position 1049: 5.95849190295114e-07
Position 134: 5.439687157551026e-07
Position 172: 5.221949247365624e-07
Position 254: 3.9433143377382793e-07
Position 906: 1.955470006293876e-07
Position 1463: 1.675632327592251e-07
Position 272: 1.6499495502700947e-07
Position 697: 1.0180173713519146e-07
Position 534: 8.392735458565503e-08
Position 680: 8.178349568653478e-08
Position 230: 7.914351719151089e-08
Position 347: 5.3503722948038355e-08
Position 664: 3.264054210462631e-08
Position 1023: 2.6566820710573866e-08
Position 487: 2.5961326081580918e-08
Position 1047: 2.1436493378920893e-08
Position 187: 1.5688741587809594e-08
Position 783: 1.012940357783373e-08
Position 669: 8.746463162507377e-09
Position 5397: 4.223681098853135e-09
Position 548: 3.73067380442996e-10
Position 671: 3.2331040986621476e-10
Position 879: 1.6348546158263907e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4818: 0.9985631844752332
Position 6686: 0.9964450663452049
Position 4435: 0.9386766170487588
Position 6847: 0.9097813356675205
Position 1886: 0.7927656652192756
Position 2421: 0.4503490416751092
Position 6473: 0.20233746562714644
Position 5810: 0.1842847848889329
Position 2951: 0.15897021120915567
Position 987: 0.08018212549265863
Position 1754: 0.063118665636674
Position 6220: 0.057656915649431706
Position 1020: 0.05747638798211091
Position 6394: 0.05460995529084692
Position 5950: 0.05403074735443061
Position 1346: 0.0502802374836051
Position 5486: 0.04691199019820832
Position 2444: 0.04455825453879497
Position 1553: 0.04103045376282388
Position 887: 0.0334937063153025
Position 3266: 0.0320399058940938
Position 4327: 0.0310570373458682
Position 6111: 0.03010669645003082
Position 2468: 0.026045841018862533
Position 1105: 0.023135299637868055
Position 1091: 0.022223208711269277
Position 5977: 0.020592779904751047
Position 2777: 0.0204119671432311
Position 6895: 0.014726906282889666
Position 865: 0.014681581515857375
Position 5846: 0.012726753693603118
Position 6060: 0.011499542468555782
Position 812: 0.011248932846849117
Position 3692: 0.010603406494516703
Position 2968: 0.009975223560804719
Position 3244: 0.00942578387248367
Position 967: 0.009389233921656122
Position 1718: 0.009289397842849453
Position 2590: 0.009026601630703396
Position 2764: 0.008592744193891074
Position 1273: 0.0067469838062799836
Position 6241: 0.006669028539748736
Position 2636: 0.006546454296575887
Position 1864: 0.005956384693729236
Position 5552: 0.005651882027944137
Position 680: 0.0049331470785206315
Position 3328: 0.004816569533375948
Position 6233: 0.00462074685864655
Position 5564: 0.004236518247863573
Position 827: 0.0038234618192473408
Position 768: 0.003663013882450651
Position 926: 0.003593471257236636
Position 1694: 0.003048929874105993
Position 5749: 0.002721417292640086
Position 689: 0.0024797041459437476
Position 5760: 0.0022514033493964613
Position 5986: 0.0018645971523152346
Position 5435: 0.00157324288161881
Position 757: 0.001394593080238095
Position 2645: 0.0013868194330070123
Position 1352: 0.0013512854059856852
Position 2062: 0.0011850928425045165
Position 5168: 0.0010776786752685521
Position 802: 0.0009814695718526189
Position 1201: 0.0007992234769060203
Position 347: 0.000754451880158193
Position 6003: 0.0007344842011395018
Position 1469: 0.0007293278126773364
Position 2028: 0.0007187586272254704
Position 2379: 0.0007168401232497665
Position 165: 0.0007161495169456265
Position 6737: 0.0006982760990335966
Position 5390: 0.0006899810384775265
Position 5741: 0.0006215441629251159
Position 1367: 0.0006206095417748896
Position 5521: 0.0006124586428251741
Position 7165: 0.0005116175431608528
Position 6069: 0.0005066474963510011
Position 112: 0.0004272471419905109
Position 1222: 0.00042489156883962535
Position 5198: 0.00040962877276316155
Position 288: 0.0003824542791665875
Position 6521: 0.00034765009472619316
Position 6810: 0.00034567427889552524
Position 654: 0.0003216280036836315
Position 2059: 0.00030508007663912587
Position 1390: 0.0002958385515620368
Position 1363: 0.0002868086168285857
Position 6692: 0.00028396041661000305
Position 490: 0.0002807036510787546
Position 6157: 0.0002794179213135942
Position 7032: 0.0002738689433407265
Position 6248: 0.00025434762647842733
Position 3175: 0.00024849959147829143
Position 6688: 0.0002284271249433035
Position 644: 0.00021247952261111151
Position 2215: 0.0002097028242944047
Position 4759: 0.00020202143320152823
Position 5092: 0.00019915412298215598
Position 400: 0.00019178952349316745
Position 5826: 0.00018904544441396268
Position 7300: 0.0001776452231641814
Position 1179: 0.00016685202500403684
Position 426: 0.00016231345946449008
Position 358: 0.00015554084758091555
Position 6477: 0.00015341743592189286
Position 694: 0.0001379245359162493
Position 3287: 0.00013041554230263955
Position 6956: 0.00011420644659581535
Position 5120: 0.00011270139592067243
Position 6649: 0.00011240389314116321
Position 5864: 0.00010727908431492534
Position 2154: 0.00010358172551110535
Position 3419: 8.317506645319527e-05
Position 117: 7.445095658006845e-05
Position 7241: 7.424028503492094e-05
Position 3387: 7.018247937640229e-05
Position 3312: 6.985073831303125e-05
Position 2344: 6.47723414432336e-05
Position 1402: 6.280795950838355e-05
Position 172: 6.160942818078289e-05
Position 4889: 5.9510747476779824e-05
Position 5206: 5.608886704842808e-05
Position 7213: 5.1691716023241014e-05
Position 2988: 5.002883253937603e-05
Position 2780: 4.864756740368587e-05
Position 5141: 4.4740608524868396e-05
Position 134: 4.351296265473463e-05
Position 5003: 3.480502266562001e-05
Position 2664: 3.426088785397188e-05
Position 1457: 3.4049030552155355e-05
Position 5417: 3.308208807057908e-05
Position 432: 2.7748833997983622e-05
Position 6869: 2.722653454269114e-05
Position 3593: 2.698259425426029e-05
Position 5372: 2.6390145230915344e-05
Position 1376: 2.6225760553628384e-05
Position 7179: 2.406479044213613e-05
Position 6901: 2.3893775454834693e-05
Position 707: 2.3728126981770073e-05
Position 704: 2.1495700941582216e-05
Position 127: 2.0653344105062756e-05
Position 2667: 1.8945305294927494e-05
Position 1427: 1.8711459210668366e-05
Position 5359: 1.861714030518002e-05
Position 1494: 1.820956919166101e-05
Position 713: 1.6843600531252267e-05
Position 3301: 1.319863729058797e-05
Position 92: 1.302090027304506e-05
Position 2783: 1.1286928524514031e-05
Position 7123: 1.0885074438087718e-05
Position 2381: 1.0010858344713691e-05
Position 6926: 8.275327608574112e-06
Position 446: 8.240712049925113e-06
Position 1226: 5.504334509497213e-06
Position 6746: 5.32555160415045e-06
Position 5294: 5.177470096872991e-06
Position 5071: 4.199850681952637e-06
Position 494: 3.6365472644372276e-06
Position 4947: 3.236832175023034e-06
Position 5495: 2.5218422651044684e-06
Position 567: 2.1072865729486842e-06
Position 6696: 1.9639456223110843e-06
Position 5131: 1.952988541769338e-06
Position 5068: 1.941256397512258e-06
Position 5219: 1.0847065324588726e-06
Position 5163: 1.0052735267243318e-06
Position 5245: 1.0033496135946138e-06
Position 5237: 9.67775319767038e-07
Position 772: 5.572616592712417e-07
Position 5174: 5.013814144721213e-07
Position 462: 4.3258974349057147e-07
