Gene = Sras
index = 1518
Annotated 5SS: [493]
Annotated 3SS: [551]
SMsplice 5SS: [493]
SMsplice 3SS: [551]
top_k =  1000
Partition function (log Z): -5.3001766241472215

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.979415943885549
Position 763: 0.046880814354175765
Position 177: 0.022111878092165842
Position 354: 0.015690123495988795
Position 628: 0.01447447062829526
Position 790: 0.010207598172480615
Position 796: 0.006955866217335687
Position 499: 0.0047630876428322345
Position 593: 0.004501953727463387
Position 206: 0.002520510582918328
Position 376: 0.0025154917232869025
Position 758: 0.002037512095161572
Position 283: 0.0019967611209025997
Position 210: 0.001601641305692093
Position 605: 0.0012089543894261083
Position 100: 0.0011624439756701813
Position 294: 0.0009927966869030316
Position 473: 0.0009330119859180758
Position 477: 0.0005421166817244539
Position 634: 0.00045042998204805813
Position 716: 0.0003819714200961774
Position 135: 0.00024081458461231524
Position 214: 0.0002205172619891629
Position 6: 0.00011252856963017664
Position 689: 9.874353455415643e-05
Position 1067: 9.301951255478934e-05
Position 632: 7.749191597847206e-05
Position 429: 7.632091251163402e-05
Position 683: 7.160177157013495e-05
Position 900: 3.282265083692604e-05
Position 55: 3.150984170217271e-05
Position 32: 3.086498266118135e-05
Position 264: 3.0369182966953762e-05
Position 852: 1.7964792670759136e-05
Position 408: 1.7018520684196977e-05
Position 405: 1.5522406660656468e-05
Position 318: 1.5173248989860934e-05
Position 857: 1.3374072903520429e-05
Position 998: 1.2465777558595583e-05
Position 395: 5.262212078469845e-06
Position 846: 4.957038556132771e-06
Position 1141: 2.2992933481302086e-06
Position 947: 2.122789728971103e-06
Position 875: 2.122217998804972e-06
Position 1059: 2.009988356372201e-06
Position 287: 1.8622834657433536e-06
Position 138: 1.650823053704694e-06
Position 285: 1.5526407675428945e-06
Position 165: 1.217206864687119e-06
Position 117: 1.2146133181250784e-06
Position 1106: 1.1023041144123764e-06
Position 311: 1.0056594168649618e-06
Position 1213: 9.815710651892736e-07
Position 456: 8.932808175733278e-07
Position 1090: 8.869552433026744e-07
Position 1071: 7.392209784470762e-07
Position 1094: 6.277868120542148e-07
Position 30: 1.6363249461852846e-07
Position 184: 1.6080596665029266e-07
Position 201: 1.5638620903418646e-07
Position 24: 1.1155931658725825e-07
Position 1120: 1.1041013765940614e-07
Position 27: 8.50864724304892e-08
Position 192: 2.3271011815006927e-08
Position 922: 3.8882808463064675e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 551: 0.9850141394163986
Position 851: 0.09861532417237603
Position 421: 0.029830358901719672
Position 467: 0.0020565534968786927
Position 667: 0.0014788007410786958
Position 158: 0.0010599457245444597
Position 269: 0.0007444116590327305
Position 341: 0.0007063371790896727
Position 274: 0.0005398440267520238
Position 368: 0.0004188963701167819
Position 737: 0.0002964589312685639
Position 796: 0.0002630595126327965
Position 401: 0.00025854211533896007
Position 971: 0.0002558011252102966
Position 306: 0.0002234726195075264
Position 719: 0.00011402315389815122
Position 582: 9.548170903451365e-05
Position 55: 9.377066507318488e-05
Position 916: 9.019095334927604e-05
Position 1186: 8.037686645234991e-05
Position 521: 7.205660949947392e-05
Position 271: 4.437978074966881e-05
Position 217: 3.8407378430190376e-05
Position 232: 3.515421865000473e-05
Position 283: 3.393098479052502e-05
Position 611: 2.239177221013289e-05
Position 1237: 2.2089651036311722e-05
Position 755: 1.9762613024552238e-05
Position 349: 1.6099230296912413e-05
Position 1202: 1.0283260711985703e-05
Position 389: 9.152583655975347e-06
Position 1059: 8.378388135454607e-06
Position 499: 6.7058196465811185e-06
Position 505: 3.83017224977602e-06
Position 931: 1.4059371457540303e-06
Position 1267: 1.3524448938039286e-06
Position 928: 1.0056407360649794e-06
Position 138: 6.1117168405208e-07
Position 1218: 5.593728318842655e-07
Position 1163: 5.128213173854555e-07
Position 567: 5.064989365024469e-07
Position 1213: 4.7562482820519957e-07
Position 59: 4.751202396961398e-07
Position 1241: 4.6960942325118657e-07
Position 473: 3.555476449769448e-07
Position 100: 2.1018095798307546e-07
Position 1209: 1.7462271619481137e-07
Position 129: 1.4965284579300198e-07
Position 1269: 6.446997976519532e-08
Position 111: 4.020444804429475e-08
Position 117: 2.2537185637740577e-08
Position 64: 1.7510633758759077e-08
Position 104: 8.311378215478049e-12
Position 181: 3.945323234102889e-12
