Gene = Rcd4
index = 1413
Annotated 5SS: [410]
Annotated 3SS: [473]
SMsplice 5SS: [410]
SMsplice 3SS: [473]
top_k =  1000
Partition function (log Z): -6.1085649217734

Sorted 5' Splice Sites (High to Low Probability):
Position 410: 0.9749495072747263
Position 420: 0.016149351805234288
Position 295: 0.004197413383370038
Position 261: 0.0032423894635854656
Position 63: 0.0017316998284848568
Position 323: 0.00068600784115258
Position 108: 0.0005487535885570934
Position 61: 0.0003424533258547572
Position 16: 0.00017824613161017676
Position 243: 0.00015444845914938953
Position 231: 8.00450030848301e-05
Position 213: 4.5396099455641074e-05
Position 657: 4.157054218597605e-05
Position 84: 2.4501098689927654e-05
Position 27: 2.317033116799661e-05
Position 302: 1.889588106844259e-05
Position 191: 1.780153099084697e-05
Position 155: 1.1760423576603108e-05
Position 32: 1.1339239723536846e-05
Position 119: 1.0193223054774065e-05
Position 197: 9.772650231902737e-06
Position 37: 5.478416280899255e-06
Position 678: 5.01756256455433e-06
Position 25: 4.549970311180375e-06
Position 8: 4.409487748977707e-06
Position 432: 3.8116603937491207e-06
Position 175: 2.0733197436269275e-06
Position 525: 2.0112031695079884e-06
Position 555: 1.689767686433076e-06
Position 690: 7.732849145525964e-07
Position 510: 3.232716944538305e-07
Position 172: 3.063044821815368e-07
Position 537: 2.3058005025188607e-07
Position 3: 1.9559033347975667e-07
Position 507: 1.815281913885947e-07
Position 439: 8.028592357407177e-08
Position 505: 5.7554220206481735e-08
Position 519: 4.5081616914427716e-08
Position 549: 4.3674521537059654e-08
Position 459: 1.997811700810902e-08
Position 161: 1.850058928426702e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 473: 0.9928743428947024
Position 485: 0.004191108048036174
Position 409: 0.0028283289163243837
Position 111: 0.0015427914538282655
Position 146: 0.00041788171041778514
Position 135: 0.00021964440388171007
Position 364: 8.670898531742446e-05
Position 334: 8.29382841793055e-05
Position 568: 6.441912342340371e-05
Position 231: 4.996021333310443e-05
Position 243: 4.884851418309342e-05
Position 714: 2.8469016375665612e-05
Position 742: 2.091458526052757e-05
Position 587: 1.9742158699138088e-05
Position 299: 6.2865009517775835e-06
Position 331: 3.819805809303034e-06
Position 600: 3.416545027206934e-06
Position 295: 3.326297553111629e-06
Position 625: 2.4094696927194593e-06
Position 617: 2.3908359664430027e-06
Position 385: 1.6926759868667375e-06
Position 683: 1.463290180183433e-06
Position 660: 1.0002385635149452e-06
Position 758: 9.032363102679343e-07
Position 251: 6.705088032229909e-07
Position 260: 5.610773454980763e-07
Position 639: 4.6602246414964714e-07
Position 340: 3.2681055238285375e-07
Position 289: 2.651693214795398e-07
Position 745: 2.4611060810872336e-07
Position 257: 2.3217948473307582e-07
Position 61: 1.5845281410185607e-07
Position 635: 1.503242397760643e-07
Position 419: 7.082864102266008e-08
Position 84: 2.2850777866083568e-08
Position 788: 1.939884176692138e-08
Position 690: 1.1516108516555878e-08
Position 48: 1.052844648809038e-08
Position 50: 6.289255373163637e-09
Position 657: 5.81090585773629e-09
Position 119: 2.772428278689344e-09
Position 760: 2.9246816006630033e-10
