Gene = dlt
index = 1672
Annotated 5SS: [130]
Annotated 3SS: [1827]
SMsplice 5SS: [ 130 2048]
SMsplice 3SS: [1827 2108]
top_k =  1000
Partition function (log Z): -9.870025062665553

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.6549311260447002
Position 2048: 0.5667873224638003
Position 2771: 0.4145300795422285
Position 2134: 0.20892956378538233
Position 277: 0.20793316357168615
Position 2026: 0.15881657197095297
Position 2804: 0.09553014100836071
Position 3585: 0.07635716315442255
Position 3344: 0.07509081293076197
Position 2277: 0.053995531972948076
Position 1165: 0.04392305233672973
Position 98: 0.042526375599646296
Position 2000: 0.015413081068173705
Position 2983: 0.012917169367785086
Position 1629: 0.010501016106808819
Position 463: 0.00996948365459809
Position 1122: 0.009693265309916405
Position 1546: 0.009352808941846164
Position 3997: 0.007021059206037138
Position 2058: 0.005935304232538657
Position 84: 0.005488702506776445
Position 165: 0.005233282372447444
Position 2385: 0.004936214101369665
Position 1513: 0.004855825722946382
Position 338: 0.004419667881577128
Position 855: 0.0042380401651933705
Position 566: 0.0039270839023740995
Position 763: 0.003784732075095811
Position 939: 0.00363545287544697
Position 2070: 0.0023159203630527844
Position 943: 0.0022908425015950363
Position 543: 0.0022437501084997063
Position 4337: 0.0019875618839624593
Position 1178: 0.0018111055143851537
Position 2109: 0.0017928886402993162
Position 1129: 0.0017901755564779904
Position 3024: 0.0017894069249015062
Position 2835: 0.0016258621043474494
Position 4081: 0.0015742908193707784
Position 199: 0.0014947387686391404
Position 2432: 0.0014660534526185845
Position 1867: 0.0013907741345180464
Position 288: 0.001311120153386735
Position 2594: 0.0010473018655128181
Position 487: 0.0008719886644262796
Position 2765: 0.0008199280981645428
Position 1689: 0.0007877306179893688
Position 618: 0.0007871200781076179
Position 4095: 0.0007667831600787873
Position 1268: 0.000723675968115984
Position 695: 0.0006370795369239735
Position 3233: 0.0005971663704735254
Position 699: 0.0005650556844044128
Position 2951: 0.0005536137355024341
Position 197: 0.000513944277566487
Position 3641: 0.0005132222811714721
Position 104: 0.0004980695968657586
Position 931: 0.0004832463566906926
Position 128: 0.0004688938131470177
Position 1034: 0.0004286684565739082
Position 457: 0.0003783799161830907
Position 459: 0.00037501245277896057
Position 1623: 0.00036464981839740723
Position 3629: 0.000353903511870854
Position 1507: 0.0003165279310881322
Position 958: 0.00030180428656981716
Position 210: 0.0002928716448375224
Position 1273: 0.00026838701173667004
