Gene = flr
index = 1702
Annotated 5SS: [ 133  596 1306 1758 2878 3085]
Annotated 3SS: [ 473 1214 1493 1822 2933 3151]
SMsplice 5SS: [ 133  596 1306 1758 2878 3085]
SMsplice 3SS: [ 473 1214 1493 1822 2933 3151]
top_k =  1000
Partition function (log Z): 12.746130321469916

Sorted 5' Splice Sites (High to Low Probability):
Position 1758: 0.9997759269098397
Position 3085: 0.9905956888301933
Position 596: 0.9856038389128515
Position 1306: 0.9645461243458912
Position 133: 0.7837905188287646
Position 2878: 0.7095215712674859
Position 231: 0.16839492493771496
Position 941: 0.07490611771086134
Position 314: 0.03540159169783261
Position 3238: 0.020954982590361035
Position 890: 0.01235988419187191
Position 2444: 0.008262427530976713
Position 2848: 0.007113170154680623
Position 122: 0.006391697234999433
Position 1999: 0.005689942511018066
Position 2131: 0.00403002087885376
Position 2871: 0.0035806163009666743
Position 1005: 0.002751136466891737
Position 2524: 0.0027110859222102624
Position 1053: 0.0026168013108793316
Position 1070: 0.0025339507084649903
Position 1424: 0.0024751562504519054
Position 262: 0.0019550584923662137
Position 424: 0.001935648884716192
Position 415: 0.00164032398010294
Position 1974: 0.0013562970124703837
Position 2649: 0.0013066947780129264
Position 190: 0.001248783652087833
Position 707: 0.0008632122301334232
Position 197: 0.0008204788184426928
Position 3106: 0.0007863654452841759
Position 3089: 0.000772949112237586
Position 665: 0.0007724988542066888
Position 1394: 0.0006740761843850993
Position 1303: 0.00043138907718841426
Position 2139: 0.00040759390353831826
Position 2817: 0.0003782843871992721
Position 703: 0.0003575016986920559
Position 2863: 0.00035286280540076286
Position 1966: 0.00033500665085196694
Position 3047: 0.00032613295789458036
Position 3180: 0.000292835750292864
Position 1310: 0.00027596125832734917
Position 3103: 0.00025088048009387474
Position 911: 0.00024642080239902034
Position 2521: 0.00023007372078119188
Position 1149: 0.00021090263723876033
Position 884: 0.00019499516140580119
Position 2339: 0.00018940821552556198
Position 2546: 0.00017485842027437548
Position 2851: 0.00016820370701264446
Position 913: 0.0001587966152188907
Position 65: 0.00015296937836435125
Position 1116: 0.00014635763916120455
Position 2272: 0.00012899548010269652
Position 1912: 0.00010753926593131892
Position 2487: 0.00010423641898812238
Position 358: 0.00010102326123381824
Position 1370: 9.87954647347706e-05
Position 2173: 9.394224014483692e-05
Position 1751: 8.818091415449002e-05
Position 2356: 8.130281936012627e-05
Position 3347: 7.93089371179569e-05
Position 3554: 7.677045237752181e-05
Position 2824: 7.589045645029308e-05
Position 964: 7.4261637426884e-05
Position 338: 6.981653966810202e-05
