Gene = SMSr
index = 1463
Annotated 5SS: [ 854 6070 6295]
Annotated 3SS: [5565 6127 6358]
SMsplice 5SS: [ 854 6070 6295]
SMsplice 3SS: [5087 6127 6358]
top_k =  1000
Partition function (log Z): -3.0226551650881035

Sorted 5' Splice Sites (High to Low Probability):
Position 6295: 0.9870718084408984
Position 6070: 0.8858001205696657
Position 854: 0.7937926383145619
Position 538: 0.13115990497394145
Position 5705: 0.115230387512071
Position 1011: 0.08875017349971909
Position 6910: 0.02249348476925027
Position 5175: 0.019815329449942992
Position 1559: 0.012391937086245336
Position 1030: 0.01216620933816005
Position 5922: 0.01196723217836104
Position 4826: 0.009886485313411793
Position 5178: 0.006185037977312831
Position 2178: 0.00542725293817708
Position 652: 0.004711448589844219
Position 5327: 0.004533449968986251
Position 5272: 0.0043902759822249384
Position 5212: 0.004125991562519073
Position 5690: 0.004090840346548179
Position 542: 0.003982623735259765
Position 6231: 0.003328950488327465
Position 892: 0.003211205725783673
Position 691: 0.002797537319373398
Position 2806: 0.0024409314160147677
Position 6580: 0.0022509094216524605
Position 2186: 0.0021966411696719436
Position 6842: 0.002043246112576824
Position 6440: 0.001941263719123198
Position 6267: 0.0018980839186406992
Position 6033: 0.0016790654119345403
Position 5358: 0.0016596311305609322
Position 2142: 0.00160769239481853
Position 5536: 0.0015426049083352128
Position 18: 0.0014375486895009352
Position 6672: 0.0013107886035235948
Position 4670: 0.0012407365374033125
Position 1682: 0.0011194243008962146
Position 5372: 0.0011052150337810729
Position 3265: 0.0011011845413479403
Position 511: 0.0010926295009294881
Position 3050: 0.001033713053373399
Position 7260: 0.0009878508568823634
Position 3308: 0.0009052758559402717
Position 7302: 0.0008888801454972576
Position 6603: 0.0008487061376437383
Position 628: 0.0008003489971026353
Position 1283: 0.0005159946855861667
Position 4539: 0.00046365122581337476
Position 254: 0.00035392174868343945
Position 6257: 0.00033797911888216965
Position 4359: 0.0003008232687544109
Position 76: 0.00029560913297402346
Position 5765: 0.000295164780278375
Position 6229: 0.00029230388614284925
Position 271: 0.0002791518879174137
Position 6814: 0.000265360343016505
Position 6753: 0.0002598788065595227
Position 296: 0.00018326832438364998
Position 1549: 0.00018297911697392978
Position 6669: 0.00016058115188162089
Position 246: 0.00015372147027562153
Position 1766: 0.00015228330068327233
Position 7025: 0.0001455924559763647
Position 1018: 0.000144563853148462
Position 1522: 0.00013311278700077394
Position 6789: 0.00012160592688118541
Position 4704: 0.00011763766258614502
Position 7065: 0.00011571111343828226
Position 6527: 0.00011489660616500234
Position 6261: 0.00011318206669260186
Position 3291: 0.00010811938165263869
Position 81: 0.00010765999172994339
Position 2557: 9.957451370121403e-05
Position 6712: 8.052867511116636e-05
Position 4751: 7.741060217036887e-05
Position 6556: 5.305115661977317e-05
Position 7103: 5.2764052051250535e-05
Position 6926: 3.564604794717617e-05
Position 1057: 3.456529153826576e-05
Position 6180: 3.318922179409592e-05
Position 5607: 3.135457924242703e-05
Position 6791: 3.086335022252047e-05
Position 6428: 2.98420652908505e-05
Position 1046: 2.7073871693199312e-05
Position 1043: 2.704863757499061e-05
Position 145: 2.6561045990397453e-05
Position 7051: 2.6461465839616132e-05
Position 7296: 2.6233373963453094e-05
Position 6406: 2.3844976523899284e-05
Position 2997: 2.1372421352444097e-05
Position 777: 2.1297125893163945e-05
Position 5676: 2.0540603130779423e-05
Position 2888: 1.8783670161496534e-05
Position 119: 1.7813998007465657e-05
Position 7310: 1.6930695039479826e-05
Position 2899: 1.6850975559395636e-05
Position 2766: 1.4684936103108132e-05
Position 2681: 1.4683328641067364e-05
Position 3160: 1.40501849097465e-05
Position 5264: 1.3184299368329213e-05
Position 437: 1.2346258972984442e-05
Position 3197: 1.2316347964315495e-05
Position 1317: 1.0807264180279383e-05
Position 161: 7.944271458921135e-06
Position 1686: 7.669707801278832e-06
Position 40: 6.574548006144599e-06
Position 2968: 6.365278707168627e-06
Position 2674: 5.7807358644613814e-06
Position 7340: 5.171286675062213e-06
Position 6824: 4.1301285432303425e-06
Position 6392: 3.3347654982365706e-06
Position 2065: 3.2060224553163225e-06
Position 7345: 3.0680123258715527e-06
Position 6639: 2.7567292265056983e-06
Position 7246: 2.69650695143774e-06
Position 6397: 2.690971839194575e-06
Position 2475: 2.6615154464050975e-06
Position 6314: 2.6524339593445e-06
Position 6235: 2.287711177018517e-06
Position 129: 2.1669541652269077e-06
Position 1407: 2.090222575329091e-06
Position 430: 1.7625098292762774e-06
Position 7354: 1.7094089790880558e-06
Position 7321: 1.3536470258766112e-06
Position 7330: 1.3456269047865563e-06
Position 2881: 1.250372179648582e-06
Position 3: 1.1345866331365307e-06
Position 1226: 1.0481276831205236e-06
Position 391: 1.0257462973237346e-06
Position 6426: 9.786838448100103e-07
Position 417: 7.924922279662109e-07
Position 7133: 5.82710272216488e-07
Position 7190: 5.549563852989527e-07
Position 607: 4.6479410958373593e-07
Position 858: 4.098444074295454e-07
Position 1534: 4.030939524117238e-07
Position 7163: 3.982676908292654e-07
Position 414: 3.956017491359618e-07
Position 861: 3.8703581497599537e-07
Position 1520: 3.8128691274549976e-07
Position 749: 2.5294507851875827e-07
Position 1553: 2.136878186393377e-07
Position 722: 1.995737329197196e-07
Position 669: 1.8544770933009378e-07
Position 304: 1.8267943973943305e-07
Position 83: 1.6872469031476415e-07
Position 899: 1.6299595755616145e-07
Position 741: 1.434874381603069e-07
Position 406: 1.3479650857051105e-07
Position 976: 1.1313209686136219e-07
Position 928: 8.132214245400146e-08
Position 817: 6.943944994488126e-08
Position 2401: 6.58360141022342e-08
Position 729: 5.949540610198982e-08
Position 775: 3.9032782964565736e-08
Position 284: 2.9653859187870816e-08
Position 931: 1.6950728644204218e-08
Position 1693: 1.3978399386104694e-08
