Gene = Tehao
index = 1550
Annotated 5SS: [1173]
Annotated 3SS: [2300]
SMsplice 5SS: [1408]
SMsplice 3SS: [1469]
top_k =  1000
Partition function (log Z): -13.480055350151016

Sorted 5' Splice Sites (High to Low Probability):
Position 1173: 0.5585948018900535
Position 265: 0.23214679874739919
Position 2701: 0.1269539064858441
Position 779: 0.0653576883985364
Position 1626: 0.043315410251181255
Position 2104: 0.04248914248855832
Position 307: 0.03355031708941046
Position 2641: 0.03345841012911809
Position 1484: 0.03186855377777026
Position 739: 0.0230728792922238
Position 514: 0.021038515550355245
Position 1412: 0.017431855176322984
Position 3657: 0.015516477579397827
Position 2551: 0.011402886937468534
Position 288: 0.010632769505604312
Position 145: 0.010196472870464999
Position 3778: 0.006918552709235512
Position 1048: 0.005655890272437164
Position 110: 0.0042739940051942605
Position 3021: 0.0042301779527620835
Position 2392: 0.0030499627750293994
Position 327: 0.0029921488111839577
Position 172: 0.002759522563898112
Position 330: 0.0027315330883788094
Position 1286: 0.002013980495597771
Position 3301: 0.0019747798269954997
Position 1587: 0.0016428154267790862
Position 1255: 0.0015438881273056617
Position 115: 0.001438813142780576
Position 3046: 0.001294970027874515
Position 919: 0.0012038076530391018
Position 1577: 0.0009673582544178889
Position 941: 0.000922371763439999
Position 1028: 0.0007367785247708586
Position 3147: 0.000579497382223954
Position 1369: 0.0004988113255616318
Position 129: 0.0004756226719071658
Position 414: 0.00046349196180257705
Position 262: 0.000436577152213645
Position 1462: 0.00040628018708502447
Position 2674: 0.00031274628549600686
Position 435: 0.0002993346103857609
Position 1417: 0.0002459414129230719
Position 494: 0.00021443139849478278
Position 269: 0.0001637689069061937
Position 1527: 0.00015065341195205946
Position 668: 0.00014166105022576402
Position 37: 9.113544822072935e-05
Position 475: 7.10192211719386e-05
Position 224: 7.080065735139075e-05
Position 394: 6.183622970976672e-05
Position 405: 4.5584812519008987e-05
Position 53: 4.258087875944232e-05
Position 978: 3.84520609670975e-05
Position 946: 3.303712594668544e-05
Position 706: 3.124744020965415e-05
Position 759: 2.8166332178304185e-05
Position 466: 1.9855547290040224e-05
Position 464: 1.917170390990837e-05
Position 836: 1.545778128080542e-05
Position 700: 1.5244424457376194e-05
Position 773: 1.4114155982249131e-05
Position 2115: 1.3175793662325285e-05
Position 386: 1.2747436436607503e-05
Position 1453: 1.1903115607734587e-05
Position 1425: 1.0934368832361575e-05
Position 896: 8.828283255289437e-06
Position 618: 8.598890274816803e-06
Position 1524: 7.2906072038730116e-06
Position 930: 6.380397093979867e-06
Position 1177: 6.119623873374391e-06
Position 218: 5.200336011896757e-06
Position 624: 4.297465967846677e-06
Position 150: 4.155635770116228e-06
Position 148: 3.933339669406731e-06
Position 596: 3.6458698181939562e-06
Position 855: 3.5273917437748443e-06
Position 1451: 3.2393534436824172e-06
Position 278: 2.7727564039120024e-06
Position 944: 2.5907835211025364e-06
Position 230: 2.0702081298123265e-06
Position 245: 1.892267453781739e-06
Position 786: 1.81708984308954e-06
Position 1264: 1.8112087818521873e-06
Position 21: 1.77958786454965e-06
Position 237: 1.4406169034451616e-06
Position 363: 1.4166102840842907e-06
Position 960: 1.036509927493618e-06
Position 1193: 9.738635171742963e-07
Position 637: 7.561064070416741e-07
Position 601: 4.594796665347271e-07
Position 1323: 2.9892361097932133e-07
