Gene = vls
index = 1928
Annotated 5SS: [ 621 1055]
Annotated 3SS: [ 677 1106]
SMsplice 5SS: [ 621 1055]
SMsplice 3SS: [ 677 1106]
top_k =  1000
Partition function (log Z): -4.473626396271085

Sorted 5' Splice Sites (High to Low Probability):
Position 621: 0.971863788044457
Position 1055: 0.47534814014115695
Position 1040: 0.030283987513505917
Position 925: 0.02566777862006808
Position 483: 0.013585096833706364
Position 705: 0.012046008053257812
Position 1061: 0.005779818270496655
Position 610: 0.0056148334319597775
Position 633: 0.004631365487508633
Position 1273: 0.003993755022906441
Position 396: 0.0031881296396277046
Position 625: 0.0030256441139073966
Position 963: 0.002222752840420676
Position 1341: 0.00146703518591957
Position 405: 0.0010416068672236042
Position 308: 0.0010139267210936165
Position 1353: 0.00029614001296172086
Position 876: 0.0001834386331054296
Position 167: 9.19262807228364e-05
Position 71: 8.199303073837074e-05
Position 743: 6.143041175922417e-05
Position 644: 5.157171451065379e-05
Position 793: 5.152106657611381e-05
Position 532: 4.807910667086776e-05
Position 786: 4.414854365736746e-05
Position 984: 4.3337504473936585e-05
Position 799: 2.8173521128830443e-05
Position 435: 2.76663155558987e-05
Position 1032: 2.7486620382617664e-05
Position 892: 2.6521659556122072e-05
Position 774: 2.0949684490312956e-05
Position 519: 2.0525356788982545e-05
Position 851: 1.5387553280463488e-05
Position 317: 1.3087171564712829e-05
Position 9: 1.209793335620149e-05
Position 564: 1.109505617461957e-05
Position 591: 8.927831902842604e-06
Position 825: 8.836886972420917e-06
Position 23: 6.685803199317861e-06
Position 678: 5.098598184510953e-06
Position 320: 3.491524551617666e-06
Position 808: 2.919950660271473e-06
Position 467: 2.524482058049327e-06
Position 120: 1.9205116590885464e-06
Position 497: 1.920004933358568e-06
Position 51: 1.897449652340905e-06
Position 1176: 1.2760740649718105e-06
Position 107: 9.5460493428632e-07
Position 638: 9.399832585175924e-07
Position 1159: 8.712999993524426e-07
Position 357: 6.261689735997466e-07
Position 527: 5.140146216859806e-07
Position 1150: 3.957906710565689e-07
Position 54: 2.244404454465945e-07
Position 1144: 1.9462653124725946e-07
Position 1222: 8.241906575425864e-08
Position 663: 2.0099677404907637e-08
Position 83: 1.1933319007989963e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 677: 0.9928063325955658
Position 1106: 0.5536618394191556
Position 553: 0.003974881795898402
Position 1415: 0.003259148478384199
Position 461: 0.0022793999703141165
Position 1378: 0.0022013179866013912
Position 768: 0.0017717212479985741
Position 532: 0.0004504290077865305
Position 1333: 0.0004498250397844289
Position 482: 0.0004002625318438355
Position 1164: 0.00014657669890025436
Position 1389: 0.00012947308611739516
Position 497: 7.392929059568634e-05
Position 131: 6.204504920270795e-05
Position 377: 6.18551055640944e-05
Position 871: 4.483966922607789e-05
Position 572: 3.442867151540057e-05
Position 718: 2.6658699529318637e-05
Position 1194: 2.5899016306477155e-05
Position 834: 2.5154380410873158e-05
Position 97: 1.6265503722170916e-05
Position 1150: 1.2337277111528281e-05
Position 1061: 1.0636142315644523e-05
Position 1238: 6.784367699246387e-06
Position 603: 6.52936654275314e-06
Position 1009: 6.326595573904952e-06
Position 244: 5.773891397702021e-06
Position 774: 5.679075373128382e-06
Position 632: 3.5203240183495803e-06
Position 71: 2.6570269731139294e-06
Position 984: 2.497587594732705e-06
Position 383: 2.3787751034204523e-06
Position 1040: 2.2451887161989992e-06
Position 743: 1.9646809424264545e-06
Position 892: 1.9143068928799296e-06
Position 906: 1.115400288410448e-06
Position 489: 9.66909289269551e-07
Position 297: 9.53023533943707e-07
Position 341: 9.217887719867781e-07
Position 1396: 6.939585475088208e-07
Position 1025: 6.553183590537435e-07
Position 963: 5.803115215901313e-07
Position 1067: 4.192260938364346e-07
Position 923: 2.387607289922037e-07
Position 1351: 2.332727858168112e-07
Position 419: 7.968968710644369e-08
Position 389: 6.091360640038474e-08
Position 1176: 4.676802882005134e-08
Position 610: 3.617167712002969e-08
Position 104: 1.684552779562107e-08
Position 149: 1.579440934054239e-08
Position 527: 3.380124873624609e-09
Position 75: 2.009293790818258e-09
Position 167: 2.8578875990935544e-10
Position 77: 4.397803411206356e-11
Position 562: 8.489272044670505e-13
Position 355: 4.507247489274327e-13
