Gene = Arv1
index = 29
Annotated 5SS: [188 368 564]
Annotated 3SS: [247 424 628]
SMsplice 5SS: [188 564]
SMsplice 3SS: [247 628]
top_k =  1000
Partition function (log Z): -2.9282762215093685

Sorted 5' Splice Sites (High to Low Probability):
Position 564: 0.9627316098774108
Position 188: 0.9032766911889202
Position 376: 0.3097560671165515
Position 368: 0.07405624435508376
Position 115: 0.008033675441286468
Position 19: 0.007991877623336805
Position 137: 0.00795478535352576
Position 583: 0.002915970382598486
Position 577: 0.0010500177813373094
Position 10: 0.00029440090078900377
Position 225: 0.0002496770325539573
Position 906: 0.00024047917112630975
Position 395: 0.00018782109785903464
Position 119: 0.00015860336353717261
Position 677: 0.00011382417779283858
Position 1010: 8.747863529488288e-05
Position 877: 6.530098940963348e-05
Position 48: 5.783275185804913e-05
Position 113: 3.617406395533989e-05
Position 148: 3.3629369801471345e-05
Position 328: 3.099161140137453e-05
Position 437: 2.959987776546414e-05
Position 859: 1.9831780424867797e-05
Position 94: 1.5859654457183954e-05
Position 960: 1.0267123259202771e-05
Position 419: 1.0096645414910487e-05
Position 46: 9.375305021314644e-06
Position 922: 8.531201106619239e-06
Position 393: 8.503040560529768e-06
Position 446: 8.22815440703436e-06
Position 126: 6.0350253027307585e-06
Position 976: 5.478445879841815e-06
Position 283: 5.4395993217458734e-06
Position 964: 5.4145034759839435e-06
Position 781: 5.014487038014268e-06
Position 973: 3.9613432728322894e-06
Position 733: 3.4567896636238838e-06
Position 449: 2.6684241473029754e-06
Position 292: 2.5141276240374503e-06
Position 223: 2.109354079188441e-06
Position 636: 1.8587943607196358e-06
Position 5: 1.320468778958238e-06
Position 832: 1.1423182007506465e-06
Position 802: 1.0377956307794722e-06
Position 518: 9.513721706796038e-07
Position 759: 6.536745112226137e-07
Position 736: 4.893281640359887e-07
Position 52: 3.49565235256348e-07
Position 475: 3.0238695561972966e-07
Position 384: 1.1813638461020352e-07
Position 925: 9.72383433453426e-08
Position 255: 1.8768961140349798e-08
Position 753: 2.219208875448643e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 628: 0.9814524186992242
Position 247: 0.9209941277379594
Position 424: 0.33202161314776435
Position 436: 0.03877957131468053
Position 308: 0.0027179976919338563
Position 64: 0.0010204479229479276
Position 323: 0.0006380106345762217
Position 733: 0.0003362826501585207
Position 367: 0.00024171181573891563
Position 1055: 0.0002288610336149503
Position 759: 0.00021835078793823595
Position 931: 0.0001851189053337953
Position 693: 0.00011484402328959368
Position 135: 0.00011195686537029441
Position 103: 7.568155978182766e-05
Position 529: 7.505390494174448e-05
Position 106: 6.0117183135971103e-05
Position 1101: 5.893642216687892e-05
Position 1051: 3.678519013411352e-05
Position 1097: 3.350306145469564e-05
Position 700: 3.0043929073943213e-05
Position 873: 2.5084815415040925e-05
Position 999: 6.182480516941391e-06
Position 973: 5.0923188977942185e-06
Position 289: 4.952339269102504e-06
Position 192: 4.679584129723003e-06
Position 945: 3.996730161786106e-06
Position 996: 3.6396678851948264e-06
Position 162: 2.957733260223943e-06
Position 292: 2.233114931805132e-06
Position 137: 1.1312381387817861e-06
Position 154: 8.333263814629384e-07
Position 204: 5.428863084288666e-07
Position 960: 4.7376923079187114e-07
Position 1105: 4.1023503102266943e-07
Position 1010: 7.347061069148792e-08
Position 877: 5.437837210114198e-08
Position 587: 5.326849349833103e-08
Position 143: 4.0382104703249075e-08
Position 375: 9.155716822178954e-09
Position 283: 1.4215541366063124e-09
Position 208: 1.091038783653865e-10
Position 563: 8.550476716386577e-11
Position 380: 1.821420710929288e-11
Position 596: 4.167844252193864e-12
Position 206: 9.514052306025298e-13
