Gene = pigeon
index = 1836
Annotated 5SS: [ 150  613  978 2200 2489 2763 3058]
Annotated 3SS: [ 207  675 1035 2255 2547 2832 3402]
SMsplice 5SS: [ 150  613  978 2200 2489 2763 3058 3286]
SMsplice 3SS: [ 207  675 1035 2255 2547 2832 3138 3402]
top_k =  1000
Partition function (log Z): 22.28374402773513

Sorted 5' Splice Sites (High to Low Probability):
Position 613: 0.9901042648867685
Position 2489: 0.9890646038623725
Position 978: 0.9785163596657755
Position 2200: 0.9697110252151133
Position 2763: 0.9542931194250172
Position 3286: 0.9329108310324583
Position 150: 0.9255615375046131
Position 3058: 0.8654907506910838
Position 1840: 0.11430942319360761
Position 468: 0.06272087673449558
Position 2767: 0.028058326709998603
Position 3073: 0.02146016549969662
Position 982: 0.019772594399844013
Position 2704: 0.00967339862570617
Position 1825: 0.009169139226590121
Position 1844: 0.0026192527340648925
Position 1996: 0.0025984414092537606
Position 373: 0.0018797589031030837
Position 2735: 0.0016184156446700853
Position 975: 0.0014056915457637878
Position 1393: 0.0013845846244624328
Position 2741: 0.0012756721049768413
Position 2493: 0.0011058931600777158
Position 617: 0.0009201994450092146
Position 3557: 0.0009096265346225554
Position 3260: 0.0006710544587071215
Position 2430: 0.0006665217163918228
Position 1426: 0.0005919899869777262
Position 2223: 0.0005625384053945061
Position 1482: 0.0005326673214313487
Position 3027: 0.0005307794933930253
Position 3641: 0.00048353739803944697
Position 624: 0.0004752642968841355
Position 3550: 0.00045004616672524923
Position 1530: 0.00037580834395414684
Position 2643: 0.00034809731595705735
Position 3805: 0.00033282530079299937
Position 1246: 0.00033098906595561994
Position 2497: 0.000299215903150218
Position 154: 0.00020565979119033467
Position 3569: 0.00018871971938894908
Position 2384: 0.0001858938852089192
Position 3589: 0.0001822335199278719
Position 3305: 0.00017808744312459613
Position 3337: 0.0001657190455661439
Position 812: 0.00016410097839317123
Position 3647: 0.00015835956487570966
Position 2197: 0.00015780206736891225
Position 1292: 0.0001548497418272107
Position 2512: 0.00014910941056055517
Position 2483: 0.00013171841516541007
Position 2756: 0.00011894179858582003
Position 1574: 0.00011676167394526392
Position 2909: 0.00011274059220210686
Position 1690: 0.00010985512898123543
Position 594: 0.0001059678538943003
Position 2476: 0.00010488151025002508
Position 2997: 0.00010240978797251774
Position 278: 9.987815401682742e-05
Position 2096: 8.866572759672842e-05
Position 1133: 7.651953355311132e-05
