Gene = Mettl14
index = 1277
Annotated 5SS: [183 772]
Annotated 3SS: [254 827]
SMsplice 5SS: [183 772]
SMsplice 3SS: [254 827]
top_k =  1000
Partition function (log Z): -6.05580556956097

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.8344380522530911
Position 772: 0.8251458437178648
Position 940: 0.06039986387012732
Position 726: 0.05188773571094796
Position 548: 0.038168658430474026
Position 730: 0.01052197411230246
Position 1061: 0.00630946170540034
Position 337: 0.006115362419636593
Position 361: 0.0018090717492176623
Position 484: 0.0009312915613187777
Position 1013: 0.0007342052704635111
Position 539: 0.0006803637805847116
Position 925: 0.00041549981810093595
Position 1242: 0.00039541424664258783
Position 187: 0.00034429991894932094
Position 92: 0.0002903148321121503
Position 295: 0.00027495235714575407
Position 608: 0.0002130122815306756
Position 659: 0.00014232816377078228
Position 954: 6.523515486984389e-05
Position 508: 6.219078352516718e-05
Position 776: 5.8481364860440964e-05
Position 744: 3.938963419323512e-05
Position 198: 3.839411801151329e-05
Position 490: 3.621431888186882e-05
Position 1474: 3.2353684530747875e-05
Position 316: 3.046813087733978e-05
Position 44: 2.9664814899876235e-05
Position 41: 2.843977441913232e-05
Position 1464: 2.0265492229382434e-05
Position 1253: 1.8327417279101232e-05
Position 800: 1.4599898009049946e-05
Position 239: 1.2440729628074445e-05
Position 666: 1.057765814348165e-05
Position 115: 1.0270904477099796e-05
Position 210: 1.0095580126315085e-05
Position 216: 1.0026643094543713e-05
Position 1416: 8.893667091770291e-06
Position 1338: 8.890882189121397e-06
Position 513: 7.83106205234792e-06
Position 221: 7.672310236242163e-06
Position 877: 7.34539234948104e-06
Position 858: 6.950985472036009e-06
Position 717: 4.953874185183681e-06
Position 87: 4.839194801948114e-06
Position 1462: 4.1741740659578876e-06
Position 58: 3.5616471455613822e-06
Position 160: 3.103975046322664e-06
Position 437: 2.544140585974034e-06
Position 862: 2.104384964592539e-06
Position 163: 1.9542904049739282e-06
Position 1230: 1.4418863260663348e-06
Position 1135: 1.1144618070353525e-06
Position 254: 1.109932898406545e-06
Position 1100: 9.930889315166417e-07
Position 126: 1.893103620694001e-07
Position 1213: 1.7982954376712105e-07
Position 270: 1.6255399772672537e-07
Position 474: 1.621682617976661e-07
Position 1385: 1.4834565442033466e-07
Position 96: 1.311358502147098e-07
Position 783: 5.801895864968376e-08
Position 639: 4.898096051792805e-08
Position 319: 2.787102793919494e-08
Position 836: 1.2970343306147336e-09
Position 263: 1.2050387527618126e-09
Position 866: 2.8026309754565987e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 827: 0.8944862998012205
Position 254: 0.7816007168922735
Position 1124: 0.07290260544279005
Position 617: 0.03930317926006332
Position 406: 0.0231369517461182
Position 428: 0.009674842683377495
Position 1221: 0.00356773736886391
Position 467: 0.002617641601104651
Position 636: 0.002435445945402329
Position 522: 0.0013231542245836561
Position 1010: 0.001151899917527188
Position 497: 0.0009466090787467649
Position 1030: 0.000804565669145218
Position 287: 0.0006291170860540394
Position 316: 0.0005960302507024376
Position 437: 0.0005626657962799621
Position 1241: 0.0005495144122617467
Position 306: 0.0005031169875299224
Position 488: 0.0004695671335401605
Position 1300: 0.00037736606627347875
Position 1126: 0.0002965942094354643
Position 1521: 0.0002549591984033685
Position 319: 0.00025091061249809626
Position 1472: 0.00016075036039334606
Position 572: 8.729782230359842e-05
Position 1380: 8.453393817939692e-05
Position 1055: 8.308712412768998e-05
Position 848: 8.242304383110297e-05
Position 994: 8.103838309625168e-05
Position 174: 7.998930989842594e-05
Position 690: 7.177321311019012e-05
Position 1341: 6.862763794837832e-05
Position 644: 6.704218709672877e-05
Position 783: 6.002210282801724e-05
Position 326: 4.9883564302235755e-05
Position 380: 4.3438267060421744e-05
Position 659: 3.385762431623093e-05
Position 115: 2.9844498705195322e-05
Position 729: 2.751836172520018e-05
Position 1130: 2.701882303898718e-05
Position 548: 2.6178730260374312e-05
Position 892: 2.2835539060786634e-05
Position 539: 2.1744414449147728e-05
Position 87: 2.0578395220158045e-05
Position 1135: 2.0162802901461365e-05
Position 1496: 1.92675099153782e-05
Position 1153: 1.1327530506414971e-05
Position 350: 1.1197583830262907e-05
Position 134: 9.966314871686847e-06
Position 772: 9.177661591364179e-06
Position 1291: 8.976098572835494e-06
Position 588: 8.884510842620255e-06
Position 979: 8.508841107777698e-06
Position 788: 7.859993376255066e-06
Position 1322: 4.55775816660143e-06
Position 703: 3.443746051113051e-06
Position 92: 3.213306172893698e-06
Position 1385: 3.2012314253127113e-06
Position 1502: 3.167940408406461e-06
Position 720: 2.8977141734618653e-06
Position 1132: 2.3506053351775787e-06
Position 1143: 2.231353602030436e-06
Position 1338: 1.5863440608840266e-06
Position 143: 1.5585223817338123e-06
Position 1508: 1.545473192990751e-06
Position 922: 1.3666165624283485e-06
Position 1363: 1.2114383477878097e-06
Position 692: 1.1693394108987047e-06
Position 1230: 1.0234589069927021e-06
Position 925: 9.957350480659268e-07
Position 1488: 7.512094007889695e-07
Position 158: 7.006289861402418e-07
Position 536: 6.721329864876232e-07
Position 353: 6.551105787633663e-07
Position 1480: 3.2640924880699925e-07
Position 356: 2.953706452100572e-07
Position 268: 2.008869166414183e-07
Position 210: 1.3257666887849342e-07
Position 708: 1.1890128222505297e-07
Position 146: 4.8584502237881105e-08
Position 207: 4.247484400742972e-09
Position 221: 1.1726877575169802e-09
Position 136: 8.198020941980282e-10
Position 121: 3.931041650051582e-10
Position 187: 4.903972925409099e-11
