Gene = Mis12
index = 1280
Annotated 5SS: [184 540]
Annotated 3SS: [246 651]
SMsplice 5SS: [184 540]
SMsplice 3SS: [246 651]
top_k =  1000
Partition function (log Z): 3.29367454041098

Sorted 5' Splice Sites (High to Low Probability):
Position 184: 0.9907254576740795
Position 540: 0.9466996401950768
Position 20: 0.04210723464724124
Position 509: 0.03944351748659137
Position 570: 0.011531528547287824
Position 74: 0.007791295707639652
Position 547: 0.001126368711069959
Position 802: 0.000505756283962027
Position 6: 0.0002762326048345649
Position 55: 0.00023187550840558866
Position 458: 0.00017080633253923274
Position 853: 8.829197634047364e-05
Position 66: 8.780985300564287e-05
Position 188: 7.195091026377747e-05
Position 49: 4.161632829769999e-05
Position 473: 2.768880097334283e-05
Position 280: 2.4730325988921914e-05
Position 170: 1.4561855072773319e-05
Position 907: 1.2406162551802769e-05
Position 417: 1.1786407791668157e-05
Position 893: 1.043393217643092e-05
Position 286: 1.0363096504077088e-05
Position 358: 8.059910295597146e-06
Position 361: 7.181029095498381e-06
Position 693: 6.638301813022968e-06
Position 98: 6.271018937819674e-06
Position 173: 6.2617894675514455e-06
Position 745: 6.09181297575548e-06
Position 217: 4.499335126390657e-06
Position 258: 2.750025271394911e-06
Position 351: 2.539106425002176e-06
Position 419: 2.2089843070418624e-06
Position 438: 2.165472323119051e-06
Position 462: 1.8154901563776027e-06
Position 426: 1.3834178002963683e-06
Position 101: 2.255209412354395e-07
Position 146: 2.1190488253716425e-07
Position 108: 2.7211097993424827e-08
Position 620: 6.733048169504266e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 651: 0.9983093532314326
Position 246: 0.958832160391499
Position 66: 0.023586769504040865
Position 127: 0.019883169303272972
Position 263: 0.01607050183848678
Position 290: 0.013293802744987473
Position 132: 0.003403420789626922
Position 162: 0.0020136117057182375
Position 321: 0.0015531578210450988
Position 368: 0.0014876427059336533
Position 678: 0.0011121018001867147
Position 893: 0.0004035722298676876
Position 143: 0.0002995495840891122
Position 970: 0.00025675438947346285
Position 604: 0.00013647982307811568
Position 278: 9.448048365799544e-05
Position 275: 8.425547528981216e-05
Position 146: 8.107579073734613e-05
Position 302: 5.354558695530485e-05
Position 308: 2.3778751299352603e-05
Position 170: 1.1458997581671101e-05
Position 344: 1.101229088131761e-05
Position 400: 9.014072682474474e-06
Position 720: 8.174608532591335e-06
Position 853: 7.021509759556458e-06
Position 473: 5.768261050637905e-06
Position 347: 5.438178676579515e-06
Position 383: 4.814409237921319e-06
Position 750: 4.099752113212612e-06
Position 336: 3.351524518451519e-06
Position 925: 2.4271426726130285e-06
Position 693: 2.350677529755651e-06
Position 813: 2.28683799199846e-06
Position 180: 2.1384850767015716e-06
Position 723: 1.8198530557618672e-06
Position 412: 1.6053316137417617e-06
Position 738: 1.1960366091331385e-06
Position 690: 1.127782848309641e-06
Position 907: 8.747009572313656e-07
Position 215: 8.370333979198635e-07
Position 452: 8.09535012659971e-07
Position 393: 7.980117909014887e-07
Position 684: 6.166627392197281e-07
Position 486: 3.2383993806534283e-07
Position 726: 2.855987288579261e-07
Position 780: 1.3899262899694778e-07
Position 708: 1.328153750671976e-07
Position 687: 1.227252810127e-07
Position 341: 1.1152215387526445e-07
Position 417: 1.0341459329807241e-07
Position 802: 4.7516421982737e-08
Position 494: 4.6304833836700846e-08
Position 481: 3.568248777420741e-08
Position 755: 3.532582632808083e-08
Position 491: 2.3184176319744265e-08
Position 488: 1.5709187256985146e-08
Position 497: 1.1541719845449169e-08
Position 550: 7.118036424801146e-09
Position 535: 6.767499162992427e-09
Position 188: 3.5883098992132846e-09
Position 819: 2.293733469368689e-09
Position 467: 1.4638927954519406e-09
Position 500: 9.850708879262105e-10
Position 515: 8.356326465627254e-10
Position 822: 4.839387991187799e-10
Position 524: 4.0901279595453593e-10
Position 786: 2.8648875337937544e-10
Position 825: 2.003383756187281e-10
Position 508: 9.314807682110806e-11
Position 182: 6.452421101661825e-12
Position 356: 4.466720843250199e-19
