Gene = corn
index = 1655
Annotated 5SS: [ 1138 11107 11483 11843 12111 12337 13014]
Annotated 3SS: [ 9208 11172 11544 11900 12164 12791 13066]
SMsplice 5SS: [ 1138 11107 11483 11843 12111 12337 13014]
SMsplice 3SS: [ 9208 11172 11544 11900 12164 12791 13066]
top_k =  1000
Partition function (log Z): 20.234583658140156

Sorted 5' Splice Sites (High to Low Probability):
Position 13014: 0.9944641700643693
Position 12111: 0.9899729150180103
Position 11843: 0.9884137986896886
Position 11107: 0.9785527159993378
Position 11483: 0.9338971624172513
Position 1138: 0.8655466735738985
Position 12337: 0.8440839986306735
Position 696: 0.2701025212696845
Position 12664: 0.18586634365804336
Position 8990: 0.15900047947572088
Position 180: 0.13434126892188564
Position 356: 0.12585539356159672
Position 11488: 0.059302518251785924
Position 12342: 0.05856574809042553
Position 700: 0.05325381472473739
Position 495: 0.04464828079647349
Position 1651: 0.02878576974575038
Position 6861: 0.028149891491614513
Position 9077: 0.02451668041116728
Position 515: 0.023764419051119416
Position 732: 0.016168117938167057
Position 1640: 0.016152451751044176
Position 501: 0.01567739359789554
Position 702: 0.01448640023422215
Position 1776: 0.012652085824357796
Position 13313: 0.012224460000978921
Position 3586: 0.011019660637527236
Position 704: 0.010877321100230899
Position 206: 0.00936165569287169
Position 11847: 0.009302211434351719
Position 505: 0.008446919298731759
Position 12103: 0.007727451488980493
Position 191: 0.006242460805517602
Position 13303: 0.005017524070953991
Position 12978: 0.00469757800465271
Position 1134: 0.004365392292753969
Position 11625: 0.004255040498144228
Position 555: 0.004166935292468752
Position 5945: 0.0039473844386477734
Position 7942: 0.003645601693630864
Position 13316: 0.003486559824417021
Position 12684: 0.0029737570810041774
Position 1697: 0.002846901243554901
Position 1988: 0.0028329531131298553
Position 2063: 0.0026903369584601036
Position 12692: 0.0023184498087008643
Position 12735: 0.0017354737579855506
Position 6003: 0.0015299532707690215
Position 12013: 0.0013283357931471746
Position 694: 0.0012673242515959273
Position 13656: 0.0012621968122006756
Position 13367: 0.0009890466160624204
Position 939: 0.0008977827671813588
Position 13627: 0.0008556985254228919
Position 3276: 0.0008410713742538592
Position 11459: 0.0008151186532057405
Position 13211: 0.000805420573320767
Position 13694: 0.000728661280983996
Position 13301: 0.0006967049525352308
Position 6857: 0.0006106566744081619
Position 13006: 0.0005451216195263787
Position 11345: 0.0005178856217982635
Position 13214: 0.0005075783471317892
Position 12434: 0.0004848284120727756
Position 13642: 0.00046571460138016826
Position 5950: 0.0004585662477830489
