Gene = Fibp
index = 1166
Annotated 5SS: [ 218  351  737  908 1097 1248 1375 1622]
Annotated 3SS: [ 271  417  799  963 1146 1305 1435 1685]
SMsplice 5SS: [ 218  351  737  908 1097 1375 1622]
SMsplice 3SS: [ 271  417  799  963 1146 1435 1685]
top_k =  1000
Partition function (log Z): 19.39399876250119

Sorted 5' Splice Sites (High to Low Probability):
Position 1375: 0.9990928928665517
Position 1622: 0.9920970284642342
Position 351: 0.977125410873445
Position 908: 0.9752217658295141
Position 1097: 0.9674342756557873
Position 218: 0.808697708018429
Position 737: 0.7367358122929625
Position 741: 0.23689859170204158
Position 1248: 0.02806332331573383
Position 713: 0.01249883199247835
Position 498: 0.009992470816349403
Position 1084: 0.009338810506488264
Position 1768: 0.008458623111529989
Position 1797: 0.003699833837079504
Position 1626: 0.003659659892751684
Position 767: 0.001903275454451832
Position 186: 0.001603077795774992
Position 1752: 0.0015235636563166704
Position 198: 0.0012050426679923875
Position 1726: 0.0004270372560837655
Position 252: 0.0003229141392772795
Position 1566: 0.00032116606588858225
Position 1558: 0.0002493360692234458
Position 772: 0.00024843566454427565
Position 139: 0.0002382497331155441
Position 732: 0.00014465730568222237
Position 617: 0.0001422485229528542
Position 1041: 0.00010651740738196845
Position 1516: 8.938769080119865e-05
Position 294: 8.591208238784018e-05
Position 87: 7.671846122579307e-05
Position 967: 5.3425820408999556e-05
Position 25: 4.8605227746003825e-05
Position 141: 4.054820080526213e-05
Position 857: 3.998669392084754e-05
Position 1807: 3.808224463342934e-05
Position 699: 3.739850402892065e-05
Position 355: 2.6207977493512424e-05
Position 816: 2.5053435707590466e-05
Position 125: 2.2564008474784245e-05
Position 451: 2.1450299554103344e-05
Position 123: 1.248309674111226e-05
Position 1540: 9.050548743236534e-06
Position 717: 7.243107436857125e-06
Position 1287: 7.145039316023686e-06
Position 48: 6.2744007411643715e-06
Position 1209: 6.192186247786274e-06
Position 1649: 5.449424843452797e-06
Position 1021: 4.5600800371032415e-06
Position 1811: 3.52452426849175e-06
Position 639: 3.0776027659823835e-06
Position 598: 2.8011806917676324e-06
Position 636: 2.513714303327287e-06
Position 457: 2.319708180490992e-06
Position 925: 1.5917614030901154e-06
Position 387: 1.4662346553107614e-06
Position 1217: 1.4504503970696063e-06
Position 1161: 1.409275510521324e-06
Position 1048: 8.956323276287113e-07
Position 1634: 7.803283420169474e-07
Position 278: 6.968357513328182e-07
Position 1188: 6.751923132187367e-07
Position 431: 5.756934768349561e-07
Position 284: 5.723933757714263e-07
Position 1703: 3.70334255137332e-07
Position 380: 2.963774495161927e-07
Position 429: 2.374987000385466e-07
Position 837: 1.9741870306122363e-07
Position 1599: 9.975020401387603e-08
Position 1506: 8.596119134085825e-08
Position 999: 7.012405710300443e-08
Position 1817: 6.494772151710192e-08
Position 286: 4.623977044069714e-08
