Gene = rols
index = 1860
Annotated 5SS: [  298  3879 36164 37838 51929 52432 55981]
Annotated 3SS: [ 2949 35980 37697 51450 52128 52627 56043]
SMsplice 5SS: [  298  3879 36164 37838 51929 55981]
SMsplice 3SS: [ 2949 35980 37697 51450 55845 56043]
top_k =  1000
Partition function (log Z): -1.5291411933779058

Sorted 5' Splice Sites (High to Low Probability):
Position 36164: 0.9995830666313408
Position 3879: 0.9934344631411323
Position 37838: 0.9890849179016581
Position 51929: 0.9867525290365867
Position 55981: 0.9212285503694504
Position 298: 0.8301170277360298
Position 24027: 0.12716706501344313
Position 94: 0.12087121762848829
Position 2865: 0.11046727059157764
Position 19333: 0.023827666255133897
Position 1216: 0.021712187964833853
Position 24036: 0.021645996120728955
Position 1830: 0.021221453184862314
Position 15956: 0.020623887496786272
Position 52242: 0.01955717555102045
Position 23729: 0.019499551006115563
Position 100: 0.01654613283005058
Position 50821: 0.015715938128717435
Position 18533: 0.0145262284241722
Position 45970: 0.00990775934825088
Position 45364: 0.00892775216657809
Position 36483: 0.008463662091857619
Position 2717: 0.006982418304076696
Position 1135: 0.006951645345253309
Position 1302: 0.006778049855653527
Position 39668: 0.006131403828049436
Position 2357: 0.006094315434445588
Position 1835: 0.005934072801895365
Position 56358: 0.005696698158458208
Position 50862: 0.004562047864072005
Position 2022: 0.004403666570759293
Position 36810: 0.004300355601305251
Position 52852: 0.0042207460293310455
Position 1609: 0.003906291996974254
Position 40178: 0.003800517595567448
Position 86: 0.003635755029812476
Position 37760: 0.003233338759059405
Position 3674: 0.0031749911248710474
Position 148: 0.002902756697549721
Position 43920: 0.002807111995692828
Position 50621: 0.0028020747821234297
Position 37842: 0.0023896256097172106
Position 48200: 0.002270312817359704
Position 3: 0.0022333544475713345
Position 1220: 0.001879362583315937
Position 40863: 0.0016675647459147198
Position 44573: 0.0014163757166046607
Position 458: 0.0013892631963201701
Position 302: 0.001273680136223809
Position 9525: 0.0011476589318566309
Position 3890: 0.0011385985382494895
Position 18478: 0.001036661791285221
Position 5906: 0.0009049478942563828
Position 2632: 0.0009023823995390842
Position 8282: 0.0009019692886751755
Position 761: 0.0008847190587696626
Position 265: 0.0008481572281515507
Position 2750: 0.0008006569305506904
Position 53602: 0.0007358388444452853
Position 313: 0.0007201386579983737
Position 38795: 0.0007001062077572078
Position 1813: 0.0006742999309675863
Position 41023: 0.0006609022351968439
Position 12327: 0.000618274393256558
Position 6127: 0.0005837700962357748
Position 53188: 0.0005767327501404811
Position 3041: 0.0005559351967939405
Position 56504: 0.000538685561330969
Position 1698: 0.0005351668375827526
Position 39335: 0.000523704364766357
Position 56371: 0.0004865087848136496
Position 2061: 0.00045605261429426214
Position 1115: 0.0004337000939701243
Position 52285: 0.0004308701725786114
Position 889: 0.0004163407923760606
Position 47169: 0.0003733291031626693
Position 53387: 0.00036646203581174025
Position 1210: 0.0003497568482263925
Position 543: 0.0003447071973101984
Position 56376: 0.0003363245299918404
Position 179: 0.0003226443952413963
Position 49083: 0.0003075417125689364
Position 929: 0.00030435245555056215
Position 2191: 0.00030246392820264706
Position 120: 0.0002946680771467903
