Gene = Edc3
index = 1148
Annotated 5SS: [ 953 2156 2379 2526]
Annotated 3SS: [1240 2217 2440 2580]
SMsplice 5SS: [  89  953 2156 2379 2526]
SMsplice 3SS: [ 141 1240 2217 2440 2580]
top_k =  1000
Partition function (log Z): 7.526158004545348

Sorted 5' Splice Sites (High to Low Probability):
Position 2379: 0.9987340872442138
Position 2156: 0.9821191859451512
Position 2526: 0.8355140854695841
Position 89: 0.8206124564333804
Position 953: 0.758493447929238
Position 3669: 0.15792018097147342
Position 2518: 0.1378748459988933
Position 2811: 0.12989240142883282
Position 228: 0.12432273300537057
Position 235: 0.06014396491266878
Position 1527: 0.0416238372527515
Position 2794: 0.027574116880063875
Position 2802: 0.022762753076971783
Position 242: 0.018744623332934342
Position 246: 0.01257789580440688
Position 2832: 0.010646551540554487
Position 3678: 0.009259292999330222
Position 2627: 0.008203463023402713
Position 1171: 0.007909019442947564
Position 1426: 0.007190020636036331
Position 4294: 0.005703298201081665
Position 1027: 0.0031450090119008412
Position 3544: 0.002892695854688563
Position 2171: 0.0028520025389889314
Position 72: 0.0027692165815045716
Position 1124: 0.0027633884241612615
Position 3489: 0.002585536159063555
Position 834: 0.0022992179256929157
Position 1350: 0.002296991754386242
Position 1368: 0.00212131786763063
Position 2848: 0.002082415899862294
Position 1662: 0.002019605600194341
Position 3101: 0.0019304246966479978
Position 507: 0.0019130932768067802
Position 93: 0.0015408369446453668
Position 1189: 0.0014976487181213806
Position 2553: 0.0014728245166854212
Position 3644: 0.0014706441609494275
Position 3622: 0.0012099659165545529
Position 3615: 0.0011558265898456283
Position 1003: 0.0011202659379844937
Position 3485: 0.0006897823687780697
Position 2856: 0.0006319075339518422
Position 78: 0.0005675774205987524
Position 2383: 0.000514471383076217
Position 3406: 0.0004737440943370117
Position 3529: 0.0004486227083499494
Position 3877: 0.00040874066015319957
Position 3178: 0.0003166449946573634
Position 3459: 0.00031571075292629707
Position 2784: 0.0003032560079397058
Position 3059: 0.0002652594094351803
Position 239: 0.00026019921413612037
Position 555: 0.00021271534818781673
Position 1629: 0.0002078724686115188
Position 3144: 0.0001921958616927704
Position 3033: 0.0001894391178662581
Position 1192: 0.00016281691976871153
Position 3125: 0.0001465586381790258
Position 2860: 0.00014416462679060955
Position 4207: 0.00014314163548069192
Position 263: 0.00014041804532260955
Position 2530: 0.00013283217225851322
Position 2516: 0.00010685594386602523
Position 232: 0.00010232203278402966
Position 64: 9.621500620933421e-05
Position 2638: 9.329281179188339e-05
Position 397: 9.05864984091479e-05
Position 1797: 9.040255582703423e-05
Position 1160: 8.110395852619369e-05
Position 3225: 7.670869620193667e-05
Position 976: 7.250261543822015e-05
Position 2372: 5.507368887153251e-05
Position 1344: 5.33538608779932e-05
Position 2838: 4.981552575906133e-05
Position 2363: 4.522139878002468e-05
Position 352: 4.0871526991548174e-05
Position 1205: 4.0138183734677274e-05
Position 1044: 3.795938632936389e-05
Position 1258: 3.69073555529514e-05
Position 2876: 3.198799734755286e-05
Position 3336: 3.0347867171091268e-05
Position 31: 2.9512449742495444e-05
Position 3351: 2.804839898685878e-05
Position 856: 1.7228939593403836e-05
Position 645: 1.5923197431371612e-05
Position 566: 1.5918264540757205e-05
Position 431: 1.386395434927357e-05
Position 871: 1.3340432190796153e-05
Position 80: 1.2838506667212188e-05
Position 450: 1.176055772612371e-05
Position 1387: 1.1290161850212054e-05
Position 1904: 1.033624657100932e-05
Position 528: 8.740070885332525e-06
Position 1157: 8.467608341036632e-06
Position 250: 7.848969199113137e-06
Position 199: 7.511457004924716e-06
Position 1056: 7.023133260956799e-06
Position 1809: 6.49402401804296e-06
Position 2338: 6.02606652263729e-06
Position 3047: 5.640822336907596e-06
Position 3113: 5.494834284394496e-06
Position 2588: 4.7177878563245e-06
Position 3136: 4.604485364477093e-06
Position 1461: 4.411732653256033e-06
Position 2281: 4.334516709568228e-06
Position 1576: 4.089518711114337e-06
Position 2611: 3.930826502105385e-06
Position 2570: 3.8600943686973855e-06
Position 1841: 2.518375602548993e-06
Position 375: 2.437196242221672e-06
Position 1926: 2.1862936715281375e-06
Position 1794: 2.0228483077877173e-06
Position 1939: 1.4658485893969812e-06
Position 2546: 9.936747979380401e-07
Position 459: 8.346405647750967e-07
Position 642: 7.04045821084033e-07
Position 558: 6.885759128097672e-07
Position 2357: 6.863185523073224e-07
Position 3699: 4.797398842898205e-07
Position 354: 4.0002030014128884e-07
